KJ_test	// User ID
25-3-2025	// Evaluation date
Kathryn_AHAP_CMJ1	24-3-2025	15:04:55:021	// Source file name and timestamp
238.095	// Sampling rate
3.000	// Data capture period



Sample #	GRF_Y	left_ank_X_pos	left_ank_Y_pos	left_ank_Z_pos	right_ank_X_pos	right_ank_Y_pos	right_ank_Z_pos	left_knee_X_pos	left_knee_Y_pos	left_knee_Z_pos	right_knee_X_pos	right_knee_Y_pos	right_knee_Z_pos	left_hip_X_pos	left_hip_Y_pos	left_hip_Z_pos	right_hip_X_pos	right_hip_Y_pos	right_hip_Z_pos	Height	Mass	
53	571.086618	0.118734	0.092677	-0.431637	0.122488	0.090745	-0.156694	0.168841	0.489471	-0.404194	0.174461	0.482265	-0.188839	0.187712	0.880844	-0.397723	0.193005	0.884742	-0.207563	1.660000	58.340150	
54	570.430729	0.118901	0.092405	-0.431673	0.122507	0.090696	-0.156825	0.168674	0.489308	-0.405219	0.174522	0.482182	-0.189314	0.187422	0.880678	-0.398229	0.193897	0.884616	-0.208108	1.660000	58.340150	
55	571.336331	0.119125	0.092054	-0.432164	0.122691	0.090499	-0.157087	0.168594	0.489046	-0.406485	0.174534	0.482001	-0.189647	0.186878	0.880434	-0.399281	0.194857	0.884352	-0.209215	1.660000	58.340150	
56	569.500811	0.119300	0.091724	-0.432966	0.122995	0.090220	-0.157431	0.168885	0.488701	-0.407274	0.174570	0.481783	-0.189669	0.186448	0.880128	-0.400408	0.195576	0.884041	-0.210393	1.660000	58.340150	
57	569.108164	0.119430	0.091633	-0.433644	0.123243	0.090167	-0.157759	0.169916	0.488422	-0.406836	0.174974	0.481774	-0.189205	0.186406	0.879911	-0.400869	0.196169	0.883972	-0.210890	1.660000	58.340150	
58	567.920401	0.119531	0.091951	-0.433780	0.123271	0.090589	-0.157948	0.171868	0.488340	-0.404729	0.176003	0.482156	-0.188211	0.186919	0.879905	-0.400091	0.196747	0.884364	-0.210125	1.660000	58.340150	
59	568.456728	0.119598	0.092347	-0.433444	0.123113	0.091143	-0.157925	0.173732	0.488333	-0.402248	0.177167	0.482592	-0.187364	0.187581	0.879954	-0.398767	0.197094	0.884867	-0.208796	1.660000	58.340150	
60	568.572664	0.119602	0.092283	-0.432999	0.122879	0.091248	-0.157738	0.174090	0.488175	-0.401229	0.177707	0.482565	-0.187533	0.187781	0.879804	-0.398059	0.196882	0.884924	-0.208072	1.660000	58.340150	
61	567.660019	0.119507	0.091625	-0.432731	0.122630	0.090710	-0.157536	0.172721	0.487786	-0.402188	0.177415	0.481927	-0.188714	0.187388	0.879376	-0.398568	0.196168	0.884341	-0.208562	1.660000	58.340150	
62	569.933125	0.119287	0.090693	-0.432733	0.122369	0.089756	-0.157481	0.170679	0.487252	-0.404281	0.176680	0.480924	-0.190029	0.186789	0.878781	-0.400293	0.195423	0.883318	-0.210270	1.660000	58.340150	
63	568.652365	0.118957	0.089815	-0.432992	0.122127	0.088689	-0.157654	0.168914	0.486702	-0.406628	0.175889	0.479878	-0.190784	0.186336	0.878178	-0.402838	0.194995	0.882162	-0.212804	1.660000	58.340150	
64	568.918237	0.118635	0.089322	-0.433221	0.122030	0.088012	-0.157853	0.167867	0.486399	-0.408415	0.175333	0.479274	-0.190921	0.186195	0.877834	-0.404694	0.194807	0.881443	-0.214650	1.660000	58.340150	
65	567.707264	0.118452	0.089493	-0.433122	0.122209	0.088204	-0.157839	0.167829	0.486586	-0.408913	0.175245	0.479537	-0.190518	0.186461	0.877997	-0.404342	0.194715	0.881704	-0.214284	1.660000	58.340150	
66	568.116714	0.118441	0.090103	-0.432763	0.122635	0.089098	-0.157640	0.168526	0.487090	-0.408256	0.175497	0.480494	-0.189822	0.186856	0.878496	-0.402271	0.194754	0.882750	-0.212210	1.660000	58.340150	
67	568.958133	0.118583	0.090646	-0.432418	0.123186	0.090152	-0.157433	0.169366	0.487495	-0.407081	0.175753	0.481625	-0.189182	0.186890	0.878921	-0.400112	0.195059	0.883959	-0.210081	1.660000	58.340150	
68	568.340087	0.118793	0.090854	-0.432272	0.123641	0.090925	-0.157299	0.169947	0.487585	-0.405850	0.175809	0.482470	-0.188816	0.186515	0.879053	-0.398835	0.195492	0.884829	-0.208859	1.660000	58.340150	
69	571.357750	0.118892	0.090843	-0.432347	0.123628	0.091133	-0.157161	0.170177	0.487474	-0.404723	0.175666	0.482689	-0.188739	0.186365	0.878969	-0.398355	0.195486	0.885061	-0.208398	1.660000	58.340150	
70	570.052536	0.118764	0.090748	-0.432625	0.122927	0.090629	-0.156960	0.170047	0.487296	-0.403858	0.175368	0.482100	-0.188923	0.186941	0.878775	-0.398465	0.194676	0.884503	-0.208445	1.660000	58.340150	
71	568.209843	0.118626	0.090628	-0.432978	0.122091	0.089832	-0.156834	0.169805	0.487143	-0.403564	0.175075	0.481200	-0.189177	0.187805	0.878581	-0.398821	0.193832	0.883628	-0.208716	1.660000	58.340150	
72	570.211434	0.118774	0.090524	-0.433257	0.121861	0.089299	-0.156964	0.169767	0.487084	-0.404140	0.174970	0.480651	-0.189271	0.188282	0.878495	-0.399059	0.193992	0.883061	-0.208924	1.660000	58.340150	
73	570.391738	0.119173	0.090547	-0.433441	0.122274	0.089187	-0.157287	0.170008	0.487198	-0.405305	0.175124	0.480604	-0.189229	0.188313	0.878601	-0.399064	0.195146	0.882962	-0.208964	1.660000	58.340150	
74	570.176408	0.119515	0.090861	-0.433617	0.122781	0.089322	-0.157536	0.170399	0.487566	-0.406314	0.175509	0.480774	-0.189272	0.188354	0.878966	-0.398936	0.196404	0.883094	-0.208877	1.660000	58.340150	
75	568.333246	0.119615	0.091487	-0.433821	0.123034	0.089551	-0.157550	0.170789	0.488168	-0.406696	0.176031	0.480951	-0.189472	0.188667	0.879561	-0.398796	0.197149	0.883276	-0.208747	1.660000	58.340150	
76	570.190776	0.119594	0.092115	-0.433954	0.123202	0.089793	-0.157436	0.170989	0.488754	-0.406651	0.176453	0.481141	-0.189568	0.189024	0.880141	-0.398801	0.197462	0.883475	-0.208745	1.660000	58.340150	
77	569.753947	0.119600	0.092435	-0.433904	0.123487	0.089990	-0.157338	0.170855	0.489081	-0.406458	0.176562	0.481375	-0.189316	0.189171	0.880464	-0.399063	0.197515	0.883688	-0.209000	1.660000	58.340150	
