KJ_test	// User ID
25-3-2025	// Evaluation date
KaiJen_AHAP_CMJ1	24-3-2025	14:58:15:811	// Source file name and timestamp
238.095	// Sampling rate
3.000	// Data capture period



Sample #	GRF_Y	left_ank_X_pos	left_ank_Y_pos	left_ank_Z_pos	right_ank_X_pos	right_ank_Y_pos	right_ank_Z_pos	left_knee_X_pos	left_knee_Y_pos	left_knee_Z_pos	right_knee_X_pos	right_knee_Y_pos	right_knee_Z_pos	left_hip_X_pos	left_hip_Y_pos	left_hip_Z_pos	right_hip_X_pos	right_hip_Y_pos	right_hip_Z_pos	Height	Mass	
35	1011.861111	0.129426	0.090573	-0.447292	0.124887	0.088296	-0.131871	0.126737	0.502979	-0.424125	0.121458	0.503940	-0.172443	0.121403	0.895313	-0.423913	0.146796	0.894909	-0.190551	1.810000	102.075672	
36	1012.725918	0.128652	0.090339	-0.447404	0.124560	0.087859	-0.131970	0.126825	0.502718	-0.423560	0.121714	0.503641	-0.171121	0.120823	0.895042	-0.423849	0.146427	0.894589	-0.190507	1.810000	102.075672	
37	1014.574151	0.128416	0.090240	-0.447128	0.124195	0.087529	-0.132010	0.127505	0.502585	-0.422410	0.122030	0.503471	-0.169466	0.120855	0.894896	-0.423866	0.146156	0.894371	-0.190487	1.810000	102.075672	
38	1015.741184	0.128653	0.090562	-0.446702	0.123742	0.087141	-0.131706	0.129396	0.502777	-0.420138	0.122163	0.503146	-0.168504	0.121033	0.895037	-0.424196	0.146439	0.893964	-0.190835	1.810000	102.075672	
39	1017.554641	0.129228	0.091487	-0.446354	0.123204	0.086511	-0.130921	0.132764	0.503438	-0.416509	0.121945	0.502396	-0.169076	0.120969	0.895539	-0.424936	0.147610	0.893107	-0.191735	1.810000	102.075672	
40	1016.369493	0.129789	0.092384	-0.446115	0.122910	0.085636	-0.130410	0.135757	0.504085	-0.413116	0.121704	0.501331	-0.170579	0.121065	0.895990	-0.425322	0.149236	0.891967	-0.192319	1.810000	102.075672	
41	1023.037501	0.129923	0.092319	-0.446001	0.123270	0.084561	-0.131160	0.135968	0.503923	-0.411974	0.121905	0.500190	-0.171959	0.121947	0.895846	-0.424369	0.150630	0.890859	-0.191435	1.810000	102.075672	
42	1019.485616	0.129626	0.091468	-0.446078	0.124076	0.083648	-0.132769	0.133787	0.503149	-0.412915	0.122388	0.499356	-0.172732	0.123455	0.895267	-0.422451	0.151250	0.890144	-0.189412	1.810000	102.075672	
43	1023.237905	0.129314	0.091064	-0.446343	0.124541	0.083567	-0.133524	0.132208	0.502848	-0.413874	0.122399	0.499329	-0.172946	0.124680	0.895077	-0.421225	0.150687	0.890226	-0.187980	1.810000	102.075672	
44	1023.559432	0.129287	0.091813	-0.446695	0.124229	0.084691	-0.132490	0.133072	0.503540	-0.413548	0.121583	0.500374	-0.172705	0.124968	0.895743	-0.421614	0.148979	0.891319	-0.188145	1.810000	102.075672	
45	1025.079347	0.129468	0.093016	-0.446930	0.123717	0.086595	-0.130938	0.134966	0.504618	-0.412607	0.120703	0.502170	-0.172227	0.124414	0.896722	-0.422452	0.147334	0.893118	-0.188858	1.810000	102.075672	
46	1023.293840	0.129716	0.093809	-0.446840	0.123657	0.088697	-0.130322	0.136126	0.505350	-0.411938	0.120583	0.504260	-0.171737	0.123269	0.897369	-0.422421	0.146974	0.895202	-0.188898	1.810000	102.075672	
47	1022.859458	0.129820	0.094044	-0.446527	0.123971	0.090282	-0.130535	0.136304	0.505592	-0.411711	0.121013	0.505911	-0.171286	0.122054	0.897573	-0.421768	0.147614	0.896840	-0.188432	1.810000	102.075672	
48	1024.061666	0.129524	0.093945	-0.446305	0.124213	0.090587	-0.130674	0.135997	0.505516	-0.411790	0.121268	0.506274	-0.170818	0.121415	0.897493	-0.421517	0.148230	0.897162	-0.188310	1.810000	102.075672	
49	1021.617643	0.128863	0.093662	-0.446315	0.124261	0.089543	-0.130393	0.135617	0.505238	-0.411969	0.121096	0.505242	-0.170383	0.121471	0.897224	-0.421986	0.148331	0.896070	-0.188787	1.810000	102.075672	
50	1022.779784	0.128270	0.093223	-0.446423	0.124447	0.088042	-0.130136	0.135449	0.504788	-0.411957	0.120909	0.503732	-0.170208	0.121615	0.896771	-0.422515	0.148176	0.894525	-0.189292	1.810000	102.075672	
51	1022.906155	0.128091	0.092658	-0.446507	0.124977	0.086869	-0.130257	0.135556	0.504203	-0.411743	0.121044	0.502539	-0.170520	0.121402	0.896167	-0.422578	0.148013	0.893364	-0.189365	1.810000	102.075672	
52	1020.244997	0.128212	0.092019	-0.446458	0.125424	0.086095	-0.130557	0.135222	0.503600	-0.412076	0.121344	0.501696	-0.171506	0.121258	0.895583	-0.422462	0.147845	0.892604	-0.189249	1.810000	102.075672	
53	1018.047239	0.128421	0.091364	-0.446167	0.125245	0.085624	-0.130717	0.133629	0.503114	-0.413780	0.121542	0.501063	-0.173280	0.121773	0.895204	-0.422622	0.147621	0.892073	-0.189331	1.810000	102.075672	
54	1016.263597	0.128653	0.090685	-0.445718	0.124540	0.085486	-0.130693	0.131097	0.502699	-0.416583	0.121561	0.500739	-0.175102	0.122773	0.894928	-0.422949	0.147421	0.891827	-0.189527	1.810000	102.075672	
55	1012.768306	0.128927	0.089876	-0.445402	0.123881	0.085785	-0.130636	0.128819	0.502125	-0.419306	0.121466	0.500983	-0.175602	0.123517	0.894442	-0.422921	0.147424	0.892087	-0.189412	1.810000	102.075672	
56	1012.618045	0.129243	0.089075	-0.445413	0.123644	0.086442	-0.130650	0.127770	0.501434	-0.420860	0.121371	0.501778	-0.174315	0.123608	0.893778	-0.422373	0.147767	0.892825	-0.188879	1.810000	102.075672	
57	1011.135426	0.129588	0.089028	-0.445560	0.123776	0.087025	-0.130723	0.128387	0.501344	-0.420587	0.121476	0.502543	-0.172624	0.123363	0.893679	-0.421881	0.148499	0.893497	-0.188488	1.810000	102.075672	
58	1010.166377	0.129949	0.090367	-0.445602	0.124150	0.087137	-0.130812	0.130804	0.502488	-0.418124	0.121918	0.502740	-0.171880	0.123118	0.894763	-0.421969	0.149587	0.893607	-0.188736	1.810000	102.075672	
59	1005.869317	0.130224	0.092323	-0.445517	0.124487	0.086955	-0.130880	0.133661	0.504204	-0.414692	0.122373	0.502564	-0.171894	0.122765	0.896349	-0.422284	0.150537	0.893375	-0.189216	1.810000	102.075672	
60	1004.426744	0.130283	0.093553	-0.445384	0.124470	0.086872	-0.130902	0.135080	0.505261	-0.412082	0.122371	0.502479	-0.171921	0.122044	0.897285	-0.422151	0.150706	0.893280	-0.189196	1.810000	102.075672	
61	1000.985805	0.130185	0.093643	-0.445286	0.124146	0.087039	-0.130896	0.134718	0.505272	-0.410984	0.121937	0.502672	-0.171643	0.121141	0.897266	-0.421484	0.150140	0.893498	-0.188567	1.810000	102.075672	
62	1000.599026	0.130161	0.093266	-0.445380	0.123960	0.087347	-0.130920	0.133879	0.504875	-0.410895	0.121631	0.503028	-0.171176	0.120724	0.896898	-0.420823	0.149629	0.893878	-0.187888	1.810000	102.075672	
63	998.093175	0.130309	0.092944	-0.445773	0.124207	0.087671	-0.131022	0.133500	0.504570	-0.411423	0.121810	0.503414	-0.170622	0.121182	0.896640	-0.420543	0.149710	0.894261	-0.187556	1.810000	102.075672	
64	1001.064155	0.130373	0.092523	-0.446125	0.124668	0.087880	-0.131196	0.133134	0.504233	-0.412747	0.122155	0.503697	-0.170003	0.121991	0.896369	-0.420420	0.150027	0.894527	-0.187367	1.810000	102.075672	
65	998.079152	0.130067	0.091781	-0.446050	0.125030	0.087848	-0.131389	0.132184	0.503669	-0.415024	0.122247	0.503742	-0.169361	0.122508	0.895886	-0.420150	0.150086	0.894560	-0.187034	1.810000	102.075672	
66	997.345301	0.129480	0.090996	-0.445809	0.125030	0.087488	-0.131296	0.131158	0.503068	-0.417260	0.121975	0.503398	-0.169069	0.122681	0.895338	-0.419775	0.149651	0.894236	-0.186586	1.810000	102.075672	
67	997.728648	0.128914	0.090687	-0.446004	0.124442	0.086739	-0.130485	0.131169	0.502789	-0.417861	0.121409	0.502516	-0.169678	0.122792	0.895066	-0.419530	0.148644	0.893427	-0.186225	1.810000	102.075672	
68	995.872885	0.128645	0.090945	-0.446518	0.123404	0.085757	-0.129449	0.132411	0.502885	-0.416296	0.120801	0.501291	-0.171163	0.123066	0.895131	-0.419364	0.147446	0.892314	-0.185915	1.810000	102.075672	
69	998.006841	0.128871	0.091194	-0.446194	0.122633	0.084984	-0.130125	0.133645	0.502945	-0.413592	0.120689	0.500447	-0.172586	0.123629	0.895152	-0.418775	0.147160	0.891555	-0.185244	1.810000	102.075672	
70	995.374609	0.129673	0.090942	-0.444310	0.122713	0.084744	-0.133734	0.133845	0.502635	-0.410833	0.121424	0.500506	-0.173194	0.124522	0.894837	-0.417494	0.148510	0.891628	-0.184003	1.810000	102.075672	
71	997.504430	0.130639	0.090592	-0.442483	0.123311	0.084790	-0.137279	0.133490	0.502283	-0.408867	0.122334	0.500868	-0.173272	0.125425	0.894495	-0.416515	0.150143	0.891965	-0.183091	1.810000	102.075672	
72	997.143686	0.131191	0.090782	-0.442980	0.123803	0.084654	-0.136620	0.133503	0.502380	-0.408286	0.122466	0.500671	-0.173246	0.125934	0.894578	-0.417111	0.150220	0.891757	-0.183649	1.810000	102.075672	
73	994.774528	0.131083	0.091447	-0.445559	0.124012	0.084480	-0.132358	0.133912	0.502873	-0.408907	0.121920	0.500117	-0.173020	0.126000	0.895036	-0.418907	0.148917	0.891201	-0.185321	1.810000	102.075672	
74	996.229246	0.130384	0.091908	-0.447733	0.124081	0.084898	-0.128888	0.133959	0.503239	-0.410065	0.121646	0.500295	-0.171975	0.125872	0.895396	-0.420153	0.148103	0.891340	-0.186503	1.810000	102.075672	
75	995.941794	0.129371	0.091842	-0.447967	0.124157	0.086124	-0.128677	0.133312	0.503248	-0.411195	0.122135	0.501718	-0.169876	0.125747	0.895450	-0.419797	0.148795	0.892677	-0.186214	1.810000	102.075672	
76	996.483296	0.128758	0.091852	-0.447215	0.124527	0.087590	-0.130068	0.132706	0.503388	-0.411912	0.122868	0.503505	-0.167876	0.125686	0.895640	-0.418508	0.149906	0.894403	-0.185025	1.810000	102.075672	
77	995.502036	0.129158	0.092531	-0.446663	0.125382	0.088618	-0.130943	0.132900	0.504119	-0.411923	0.123254	0.504670	-0.167143	0.125706	0.896388	-0.417145	0.150227	0.895599	-0.183684	1.810000	102.075672	
78	994.797290	0.130017	0.093507	-0.446492	0.126309	0.088857	-0.131027	0.133748	0.505058	-0.411336	0.123200	0.504885	-0.167427	0.125634	0.897314	-0.416161	0.149816	0.895892	-0.182670	1.810000	102.075672	
79	994.392647	0.130275	0.094005	-0.446492	0.126667	0.088137	-0.130950	0.134681	0.505480	-0.410511	0.122836	0.504118	-0.167872	0.125226	0.897700	-0.415823	0.149286	0.895165	-0.182333	1.810000	102.075672	
80	995.724119	0.129712	0.093735	-0.446489	0.126222	0.086741	-0.130986	0.135222	0.505145	-0.409902	0.122321	0.502715	-0.167983	0.124589	0.897321	-0.416118	0.149033	0.893736	-0.182682	1.810000	102.075672	
81	994.944844	0.129137	0.092991	-0.446338	0.125232	0.085507	-0.130961	0.135028	0.504407	-0.409916	0.121853	0.501506	-0.167701	0.124257	0.896570	-0.416695	0.149186	0.892449	-0.183318	1.810000	102.075672	
82	996.002581	0.129180	0.092129	-0.446017	0.124019	0.085078	-0.130757	0.134004	0.503648	-0.410682	0.121586	0.501120	-0.167067	0.124568	0.895849	-0.417262	0.149743	0.891953	-0.183906	1.810000	102.075672	
83	993.680065	0.129662	0.091582	-0.445697	0.123006	0.085274	-0.130502	0.132862	0.503230	-0.411656	0.121531	0.501363	-0.166336	0.125062	0.895474	-0.417800	0.150296	0.892095	-0.184443	1.810000	102.075672	
84	995.379960	0.130246	0.091728	-0.445547	0.122613	0.085732	-0.130362	0.132414	0.503446	-0.412231	0.121661	0.501858	-0.165787	0.125162	0.895701	-0.418344	0.150390	0.892541	-0.184983	1.810000	102.075672	
85	995.900500	0.130732	0.092322	-0.445571	0.122971	0.086096	-0.130402	0.132697	0.504049	-0.412373	0.121955	0.502254	-0.165445	0.124934	0.896289	-0.418819	0.150098	0.892938	-0.185455	1.810000	102.075672	
86	998.466198	0.131009	0.092735	-0.445684	0.124018	0.086018	-0.130617	0.133248	0.504452	-0.412381	0.122398	0.502214	-0.165188	0.124861	0.896675	-0.419080	0.149835	0.892922	-0.185701	1.810000	102.075672	
87	999.139501	0.130983	0.092594	-0.445928	0.125456	0.085498	-0.130902	0.133611	0.504306	-0.412559	0.122963	0.501729	-0.165001	0.125102	0.896530	-0.419027	0.149857	0.892470	-0.185627	1.810000	102.075672	
88	999.890935	0.130600	0.091984	-0.446525	0.126565	0.085149	-0.130984	0.133334	0.503705	-0.413301	0.123597	0.501380	-0.165044	0.125216	0.895954	-0.418642	0.150123	0.892167	-0.185256	1.810000	102.075672	
