KJ_test	// User ID
25-3-2025	// Evaluation date
ianjump_AFAP_CMJ1	24-3-2025	14:47:43:968	// Source file name and timestamp
238.095	// Sampling rate
3.000	// Data capture period



Sample #	GRF_Y	left_ank_X_pos	left_ank_Y_pos	left_ank_Z_pos	right_ank_X_pos	right_ank_Y_pos	right_ank_Z_pos	left_knee_X_pos	left_knee_Y_pos	left_knee_Z_pos	right_knee_X_pos	right_knee_Y_pos	right_knee_Z_pos	left_hip_X_pos	left_hip_Y_pos	left_hip_Z_pos	right_hip_X_pos	right_hip_Y_pos	right_hip_Z_pos	Height	Mass	
78	881.527736	0.106054	0.107586	-0.477837	0.109341	0.107646	-0.148917	0.176298	0.551426	-0.442362	0.169123	0.551158	-0.192567	0.173414	0.977334	-0.435493	0.188652	0.976908	-0.210426	1.910000	89.660313	
79	883.275653	0.106137	0.107706	-0.477851	0.109135	0.107220	-0.148614	0.176558	0.551575	-0.443087	0.169502	0.550681	-0.191915	0.174193	0.977498	-0.436993	0.189385	0.976319	-0.211925	1.910000	89.660313	
80	881.410018	0.106070	0.107453	-0.477821	0.108831	0.106641	-0.148332	0.176968	0.551323	-0.444041	0.169579	0.550035	-0.191766	0.174270	0.977259	-0.439063	0.190546	0.975506	-0.214077	1.910000	89.660313	
81	880.175782	0.105816	0.107133	-0.477806	0.108465	0.106109	-0.148212	0.177479	0.550911	-0.444449	0.169381	0.549460	-0.191902	0.173712	0.976852	-0.440758	0.191247	0.974796	-0.215866	1.910000	89.660313	
82	882.298401	0.105412	0.106987	-0.477823	0.108103	0.105785	-0.148357	0.178023	0.550563	-0.443836	0.168961	0.549139	-0.192138	0.172755	0.976496	-0.441317	0.190891	0.974451	-0.216468	1.910000	89.660313	
83	883.301239	0.105144	0.106993	-0.477787	0.107916	0.105700	-0.148699	0.178471	0.550375	-0.442804	0.168439	0.549104	-0.192407	0.172158	0.976296	-0.440734	0.190046	0.974482	-0.215865	1.910000	89.660313	
84	883.567739	0.105316	0.107066	-0.477601	0.108067	0.105853	-0.149124	0.178690	0.550397	-0.442133	0.167944	0.549360	-0.192632	0.172700	0.976318	-0.439196	0.189488	0.974839	-0.214246	1.910000	89.660313	
85	882.325946	0.105829	0.107140	-0.477296	0.108402	0.106156	-0.149517	0.178672	0.550569	-0.441972	0.167600	0.549776	-0.192799	0.174017	0.976491	-0.437233	0.189400	0.975349	-0.212181	1.910000	89.660313	
86	882.404405	0.106325	0.107161	-0.476971	0.108561	0.106460	-0.149802	0.178487	0.550741	-0.442075	0.167531	0.550128	-0.192948	0.175007	0.976651	-0.435593	0.189585	0.975769	-0.210481	1.910000	89.660313	
87	881.612909	0.106572	0.107149	-0.476709	0.108423	0.106656	-0.149947	0.178203	0.550849	-0.442221	0.167778	0.550280	-0.193036	0.175078	0.976744	-0.434664	0.189832	0.975961	-0.209563	1.910000	89.660313	
88	882.805369	0.106572	0.107260	-0.476563	0.108301	0.106719	-0.149930	0.177889	0.551019	-0.442220	0.168244	0.550272	-0.192916	0.174567	0.976904	-0.434189	0.189924	0.975984	-0.209130	1.910000	89.660313	
89	882.055877	0.106351	0.107595	-0.476572	0.108477	0.106665	-0.149744	0.177587	0.551343	-0.441942	0.168797	0.550189	-0.192482	0.173888	0.977225	-0.433894	0.189719	0.975932	-0.208870	1.910000	89.660313	
90	883.724693	0.105938	0.107895	-0.476682	0.108814	0.106682	-0.149443	0.177219	0.551598	-0.441565	0.169206	0.550222	-0.191919	0.173345	0.977483	-0.433780	0.189490	0.975977	-0.208779	1.910000	89.660313	
