,Person 1,Height (m),1.85,Frequency (Hz),1000
,Fz,Weight (N),845.162,,
,N,,,N*-1,
984,-862.961,,,862.961,
985,-862.599,,,862.599,
986,-863.517,,,863.517,
987,-864.254,,,864.254,
988,-863.161,,,863.161,
989,-863.713,,,863.713,
990,-863.354,,,863.354,
991,-863.172,,,863.172,
992,-863.181,,,863.181,
993,-862.633,,,862.633,
994,-863.19,,,863.19,
995,-862.645,,,862.645,
996,-863.384,,,863.384,
997,-863.207,,,863.207,
998,-862.846,,,862.846,
999,-863.587,,,863.587,
1000,-862.861,,,862.861,
1001,-863.047,,,863.047,
1002,-863.427,,,863.427,
1003,-863.802,,,863.802,
1004,-863.807,,,863.807,
1005,-863.454,,,863.454,
1006,-863.643,,,863.643,
1007,-864.021,,,864.021,
1008,-863.847,,,863.847,
1009,-865.136,,,865.136,
1010,-864.42,,,864.42,
1011,-864.608,,,864.608,
1012,-865.166,,,865.166,
1013,-864.816,,,864.816,
1014,-865.01,,,865.01,
1015,-865.206,,,865.206,
1016,-864.848,,,864.848,
1017,-866.142,,,866.142,
1018,-865.604,,,865.604,
1019,-865.797,,,865.797,
1020,-866.179,,,866.179,
1021,-866.187,,,866.187,
1022,-866.197,,,866.197,
1023,-866.025,,,866.025,
1024,-866.403,,,866.403,
1025,-866.233,,,866.233,
1026,-866.243,,,866.243,
1027,-865.707,,,865.707,
1028,-865.9,,,865.9,
1029,-865.913,,,865.913,
1030,-865.374,,,865.374,
1031,-865.386,,,865.386,
1032,-864.664,,,864.664,
1033,-865.413,,,865.413,
1034,-864.869,,,864.869,
1035,-864.148,,,864.148,
1036,-864.338,,,864.338,
1037,-864.536,,,864.536,
1038,-864.187,,,864.187,
1039,-863.46,,,863.46,
1040,-862.744,,,862.744,
1041,-862.572,,,862.572,
1042,-862.401,,,862.401,
1043,-862.407,,,862.407,
1044,-861.322,,,861.322,
1045,-861.516,,,861.516,
1046,-860.981,,,860.981,
1047,-861.176,,,861.176,
1048,-860.452,,,860.452,
1049,-860.1,,,860.1,
1050,-859.74,,,859.74,
1051,-859.205,,,859.205,
1052,-858.852,,,858.852,
1053,-858.861,,,858.861,
1054,-857.957,,,857.957,
1055,-858.153,,,858.153,
1056,-857.796,,,857.796,
1057,-857.439,,,857.439,
1058,-856.536,,,856.536,
1059,-856.724,,,856.724,
1060,-856.004,,,856.004,
1061,-856.383,,,856.383,
1062,-855.661,,,855.661,
1063,-855.308,,,855.308,
1064,-855.129,,,855.129,
1065,-854.776,,,854.776,
1066,-855.153,,,855.153,
1067,-854.43,,,854.43,
1068,-854.077,,,854.077,
1069,-853.169,,,853.169,
1070,-853.177,,,853.177,
1071,-853.185,,,853.185,
1072,-852.463,,,852.463,
1073,-852.474,,,852.474,
1074,-852.115,,,852.115,
1075,-851.761,,,851.761,
1076,-851.405,,,851.405,
1077,-850.86,,,850.86,
1078,-851.423,,,851.423,
1079,-850.7,,,850.7,
1080,-850.344,,,850.344,
1081,-850.356,,,850.356,
1082,-850.181,,,850.181,
1083,-849.459,,,849.459,
1084,-849.284,,,849.284,
1085,-849.474,,,849.474,
1086,-849.486,,,849.486,
1087,-848.761,,,848.761,
1088,-849.322,,,849.322,
1089,-848.783,,,848.783,
1090,-848.794,,,848.794,
1091,-848.436,,,848.436,
1092,-848.078,,,848.078,
1093,-848.451,,,848.451,
1094,-848.827,,,848.827,
1095,-848.285,,,848.285,
1096,-848.11,,,848.11,
1097,-847.751,,,847.751,
1098,-848.675,,,848.675,
1099,-848.137,,,848.137,
1100,-848.326,,,848.326,
1101,-848.15,,,848.15,
1102,-848.34,,,848.34,
1103,-848.169,,,848.169,
1104,-847.811,,,847.811,
1105,-848.186,,,848.186,
1106,-848.19,,,848.19,
1107,-847.832,,,847.832,
1108,-848.206,,,848.206,
1109,-847.848,,,847.848,
1110,-847.49,,,847.49,
1111,-846.946,,,846.946,
1112,-847.138,,,847.138,
1113,-847.146,,,847.146,
1114,-847.159,,,847.159,
1115,-846.98,,,846.98,
1116,-846.441,,,846.441,
1117,-845.897,,,845.897,
1118,-844.812,,,844.812,
1119,-845.36,,,845.36,
1120,-845.741,,,845.741,
1121,-845.015,,,845.015,
1122,-844.839,,,844.839,
1123,-845.031,,,845.031,
1124,-844.486,,,844.486,
1125,-844.496,,,844.496,
1126,-844.687,,,844.687,
1127,-843.597,,,843.597,
1128,-843.967,,,843.967,
1129,-843.248,,,843.248,
1130,-843.07,,,843.07,
1131,-842.529,,,842.529,
1132,-842.359,,,842.359,
1133,-841.996,,,841.996,
1134,-841.82,,,841.82,
1135,-841.645,,,841.645,
1136,-841.656,,,841.656,
1137,-841.661,,,841.661,
1138,-841.302,,,841.302,
1139,-841.313,,,841.313,
1140,-840.584,,,840.584,
1141,-840.229,,,840.229,
1142,-840.237,,,840.237,
1143,-839.33,,,839.33,
1144,-839.339,,,839.339,
1145,-838.979,,,838.979,
1146,-838.983,,,838.983,
1147,-838.262,,,838.262,
1148,-838.086,,,838.086,
1149,-837.905,,,837.905,
1150,-838.831,,,838.831,
1151,-836.823,,,836.823,
1152,-836.836,,,836.836,
1153,-837.388,,,837.388,
1154,-836.296,,,836.296,
1155,-835.39,,,835.39,
1156,-835.586,,,835.586,
1157,-835.592,,,835.592,
1158,-834.868,,,834.868,
1159,-834.876,,,834.876,
1160,-834.152,,,834.152,
1161,-833.427,,,833.427,
1162,-833.255,,,833.255,
1163,-832.531,,,832.531,
1164,-831.993,,,831.993,
1165,-831.448,,,831.448,
1166,-831.458,,,831.458,
1167,-830.916,,,830.916,
1168,-830.197,,,830.197,
1169,-829.474,,,829.474,
1170,-828.932,,,828.932,
1171,-828.392,,,828.392,
1172,-828.405,,,828.405,
1173,-828.23,,,828.23,
1174,-826.594,,,826.594,
1175,-826.781,,,826.781,
1176,-826.246,,,826.246,
1177,-824.245,,,824.245,
1178,-824.615,,,824.615,
1179,-824.629,,,824.629,
1180,-823.724,,,823.724,
1181,-822.997,,,822.997,
1182,-822.825,,,822.825,
1183,-822.107,,,822.107,
1184,-820.835,,,820.835,
1185,-820.293,,,820.293,
1186,-819.752,,,819.752,
1187,-819.581,,,819.581,
1188,-818.491,,,818.491,
1189,-818.132,,,818.132,
1190,-817.407,,,817.407,
1191,-817.049,,,817.049,
1192,-815.595,,,815.595,
1193,-815.421,,,815.421,
1194,-814.882,,,814.882,
1195,-814.334,,,814.334,
1196,-813.799,,,813.799,
1197,-813.444,,,813.444,
1198,-812.349,,,812.349,
1199,-811.81,,,811.81,
1200,-811.814,,,811.814,
1201,-811.095,,,811.095,
1202,-810.364,,,810.364,
1203,-810.01,,,810.01,
1204,-810.02,,,810.02,
1205,-809.659,,,809.659,
1206,-808.935,,,808.935,
1207,-807.842,,,807.842,
1208,-808.215,,,808.215,
1209,-807.492,,,807.492,
1210,-806.766,,,806.766,
1211,-807.139,,,807.139,
1212,-806.416,,,806.416,
1213,-805.689,,,805.689,
1214,-805.69,,,805.69,
1215,-805.156,,,805.156,
1216,-804.426,,,804.426,
1217,-803.883,,,803.883,
1218,-803.524,,,803.524,
1219,-802.98,,,802.98,
1220,-803.17,,,803.17,
1221,-801.892,,,801.892,
1222,-802.081,,,802.081,
1223,-801.359,,,801.359,
1224,-800.628,,,800.628,
1225,-799.535,,,799.535,
1226,-799.544,,,799.544,
1227,-798.447,,,798.447,
1228,-797.722,,,797.722,
1229,-797.909,,,797.909,
1230,-797.18,,,797.18,
1231,-796.268,,,796.268,
1232,-795.178,,,795.178,
1233,-794.446,,,794.446,
1234,-794.084,,,794.084,
1235,-792.989,,,792.989,
1236,-792.623,,,792.623,
1237,-791.714,,,791.714,
1238,-790.25,,,790.25,
1239,-789.521,,,789.521,
1240,-788.791,,,788.791,
1241,-788.611,,,788.611,
1242,-787.699,,,787.699,
1243,-786.969,,,786.969,
1244,-785.503,,,785.503,
1245,-784.957,,,784.957,
1246,-783.678,,,783.678,
1247,-783.683,,,783.683,
1248,-782.22,,,782.22,
1249,-782.037,,,782.037,
1250,-780.392,,,780.392,
1251,-779.48,,,779.48,
1252,-778.936,,,778.936,
1253,-778.205,,,778.205,
1254,-777.109,,,777.109,
1255,-776.377,,,776.377,
1256,-775.648,,,775.648,
1257,-774.556,,,774.556,
1258,-774.011,,,774.011,
1259,-773.285,,,773.285,
1260,-772.372,,,772.372,
1261,-771.826,,,771.826,
1262,-772.56,,,772.56,
1263,-770.369,,,770.369,
1264,-769.461,,,769.461,
1265,-768.917,,,768.917,
1266,-768.003,,,768.003,
1267,-768.002,,,768.002,
1268,-766.548,,,766.548,
1269,-766.003,,,766.003,
1270,-765.828,,,765.828,
1271,-764.731,,,764.731,
1272,-764.186,,,764.186,
1273,-764.187,,,764.187,
1274,-762.547,,,762.547,
1275,-762.915,,,762.915,
1276,-761.459,,,761.459,
1277,-760.729,,,760.729,
1278,-761.097,,,761.097,
1279,-760.186,,,760.186,
1280,-759.822,,,759.822,
1281,-758.733,,,758.733,
1282,-758.369,,,758.369,
1283,-757.823,,,757.823,
1284,-757.642,,,757.642,
1285,-757.096,,,757.096,
1286,-756,,,756,
1287,-756.554,,,756.554,
1288,-755.823,,,755.823,
1289,-755.279,,,755.279,
1290,-754.551,,,754.551,
1291,-754.188,,,754.188,
1292,-753.642,,,753.642,
1293,-753.827,,,753.827,
1294,-752.735,,,752.735,
1295,-752.185,,,752.185,
1296,-752.556,,,752.556,
1297,-752.927,,,752.927,
1298,-752.018,,,752.018,
1299,-752.383,,,752.383,
1300,-751.292,,,751.292,
1301,-751.294,,,751.294,
1302,-751.664,,,751.664,
1303,-751.122,,,751.122,
1304,-751.666,,,751.666,
1305,-750.946,,,750.946,
1306,-751.132,,,751.132,
1307,-750.772,,,750.772,
1308,-751.141,,,751.141,
1309,-751.509,,,751.509,
1310,-751.333,,,751.333,
1311,-751.334,,,751.334,
1312,-751.521,,,751.521,
1313,-752.256,,,752.256,
1314,-751.898,,,751.898,
1315,-752.45,,,752.45,
1316,-753.008,,,753.008,
1317,-752.275,,,752.275,
1318,-752.834,,,752.834,
1319,-753.57,,,753.57,
1320,-753.393,,,753.393,
1321,-754.129,,,754.129,
1322,-754.504,,,754.504,
1323,-755.055,,,755.055,
1324,-755.427,,,755.427,
1325,-755.613,,,755.613,
1326,-755.985,,,755.985,
1327,-755.807,,,755.807,
1328,-756.546,,,756.546,
1329,-756.369,,,756.369,
1330,-757.653,,,757.653,
1331,-757.476,,,757.476,
1332,-757.477,,,757.477,
1333,-758.398,,,758.398,
1334,-758.037,,,758.037,
1335,-759.32,,,759.32,
1336,-759.33,,,759.33,
1337,-759.698,,,759.698,
1338,-759.703,,,759.703,
1339,-759.892,,,759.892,
1340,-760.265,,,760.265,
1341,-760.999,,,760.999,
1342,-760.814,,,760.814,
1343,-761.556,,,761.556,
1344,-761.927,,,761.927,
1345,-763.029,,,763.029,
1346,-763.397,,,763.397,
1347,-763.774,,,763.774,
1348,-764.142,,,764.142,
1349,-764.325,,,764.325,
1350,-765.064,,,765.064,
1351,-765.617,,,765.617,
1352,-766.169,,,766.169,
1353,-767.27,,,767.27,
1354,-766.541,,,766.541,
1355,-767.826,,,767.826,
1356,-768.931,,,768.931,
1357,-769.299,,,769.299,
1358,-769.12,,,769.12,
1359,-770.408,,,770.408,
1360,-771.327,,,771.327,
1361,-771.876,,,771.876,
1362,-772.795,,,772.795,
1363,-773.719,,,773.719,
1364,-773.722,,,773.722,
1365,-775.739,,,775.739,
1366,-776.479,,,776.479,
1367,-777.399,,,777.399,
1368,-777.218,,,777.218,
1369,-778.69,,,778.69,
1370,-779.794,,,779.794,
1371,-780.715,,,780.715,
1372,-782.002,,,782.002,
1373,-782.921,,,782.921,
1374,-784.394,,,784.394,
1375,-784.943,,,784.943,
1376,-786.234,,,786.234,
1377,-787.334,,,787.334,
1378,-788.069,,,788.069,
1379,-789.18,,,789.18,
1380,-789.544,,,789.544,
1381,-791.932,,,791.932,
1382,-791.934,,,791.934,
1383,-792.299,,,792.299,
1384,-793.041,,,793.041,
1385,-795.057,,,795.057,
1386,-795.976,,,795.976,
1387,-796.896,,,796.896,
1388,-797.446,,,797.446,
1389,-798.182,,,798.182,
1390,-799.652,,,799.652,
1391,-800.386,,,800.386,
1392,-801.12,,,801.12,
1393,-801.67,,,801.67,
1394,-801.675,,,801.675,
1395,-802.961,,,802.961,
1396,-804.062,,,804.062,
1397,-804.794,,,804.794,
1398,-805.344,,,805.344,
1399,-806.263,,,806.263,
1400,-806.633,,,806.633,
1401,-807.368,,,807.368,
1402,-807.92,,,807.92,
1403,-808.103,,,808.103,
1404,-809.022,,,809.022,
1405,-809.575,,,809.575,
1406,-809.759,,,809.759,
1407,-810.679,,,810.679,
1408,-810.863,,,810.863,
1409,-811.781,,,811.781,
1410,-812.329,,,812.329,
1411,-812.151,,,812.151,
1412,-813.8,,,813.8,
1413,-814.351,,,814.351,
1414,-816.002,,,816.002,
1415,-814.906,,,814.906,
1416,-815.09,,,815.09,
1417,-816.738,,,816.738,
1418,-816.742,,,816.742,
1419,-817.475,,,817.475,
1420,-817.48,,,817.48,
1421,-817.479,,,817.479,
1422,-818.578,,,818.578,
1423,-819.128,,,819.128,
1424,-819.867,,,819.867,
1425,-820.413,,,820.413,
1426,-820.78,,,820.78,
1427,-821.517,,,821.517,
1428,-821.706,,,821.706,
1429,-822.437,,,822.437,
1430,-823.356,,,823.356,
1431,-822.99,,,822.99,
1432,-824.272,,,824.272,
1433,-824.281,,,824.281,
1434,-825.377,,,825.377,
1435,-825.562,,,825.562,
1436,-826.485,,,826.485,
1437,-826.851,,,826.851,
1438,-827.22,,,827.22,
1439,-827.583,,,827.583,
1440,-827.771,,,827.771,
1441,-829.602,,,829.602,
1442,-829.235,,,829.235,
1443,-829.789,,,829.789,
1444,-830.338,,,830.338,
1445,-830.341,,,830.341,
1446,-831.44,,,831.44,
1447,-831.626,,,831.626,
1448,-832.173,,,832.173,
1449,-832.178,,,832.178,
1450,-832.544,,,832.544,
1451,-833.092,,,833.092,
1452,-833.826,,,833.826,
1453,-833.828,,,833.828,
1454,-834.744,,,834.744,
1455,-834.559,,,834.559,
1456,-835.294,,,835.294,
1457,-835.843,,,835.843,
1458,-835.844,,,835.844,
1459,-836.576,,,836.576,
1460,-836.579,,,836.579,
1461,-836.764,,,836.764,
1462,-837.311,,,837.311,
1463,-838.044,,,838.044,
1464,-837.86,,,837.86,
1465,-838.586,,,838.586,
1466,-840.239,,,840.239,
1467,-838.773,,,838.773,
1468,-838.96,,,838.96,
1469,-839.506,,,839.506,
1470,-838.957,,,838.957,
1471,-839.504,,,839.504,
1472,-838.953,,,838.953,
1473,-839.686,,,839.686,
1474,-839.686,,,839.686,
1475,-839.319,,,839.319,
1476,-840.238,,,840.238,
1477,-839.865,,,839.865,
1478,-840.412,,,840.412,
1479,-839.5,,,839.5,
1480,-840.05,,,840.05,
1481,-840.048,,,840.048,
1482,-839.868,,,839.868,
1483,-839.862,,,839.862,
1484,-840.235,,,840.235,
1485,-840.229,,,840.229,
1486,-839.685,,,839.685,
1487,-840.233,,,840.233,
1488,-839.502,,,839.502,
1489,-839.499,,,839.499,
1490,-839.319,,,839.319,
1491,-839.688,,,839.688,
1492,-839.685,,,839.685,
1493,-839.316,,,839.316,
1494,-839.136,,,839.136,
1495,-839.684,,,839.684,
1496,-838.957,,,838.957,
1497,-839.499,,,839.499,
1498,-838.77,,,838.77,
1499,-838.952,,,838.952,
1500,-839.32,,,839.32,
1501,-839.137,,,839.137,
1502,-838.77,,,838.77,
1503,-838.219,,,838.219,
1504,-838.769,,,838.769,
1505,-838.588,,,838.588,
1506,-838.403,,,838.403,
1507,-838.035,,,838.035,
1508,-838.032,,,838.032,
1509,-837.301,,,837.301,
1510,-837.666,,,837.666,
1511,-837.482,,,837.482,
1512,-837.302,,,837.302,
1513,-837.479,,,837.479,
1514,-837.115,,,837.115,
1515,-837.299,,,837.299,
1516,-836.561,,,836.561,
1517,-837.109,,,837.109,
1518,-836.745,,,836.745,
1519,-836.56,,,836.56,
1520,-836.747,,,836.747,
1521,-837.11,,,837.11,
1522,-836.741,,,836.741,
1523,-836.375,,,836.375,
1524,-836.739,,,836.739,
1525,-836.929,,,836.929,
1526,-836.188,,,836.188,
1527,-836.373,,,836.373,
1528,-836.193,,,836.193,
1529,-836.368,,,836.368,
1530,-836.552,,,836.552,
1531,-836.554,,,836.554,
1532,-836.552,,,836.552,
1533,-836.367,,,836.367,
1534,-835.637,,,835.637,
1535,-836.558,,,836.558,
1536,-836.002,,,836.002,
1537,-836.185,,,836.185,
1538,-836.181,,,836.181,
1539,-836.182,,,836.182,
1540,-836.366,,,836.366,
1541,-836.732,,,836.732,
1542,-836.364,,,836.364,
1543,-836.367,,,836.367,
1544,-835.631,,,835.631,
1545,-835.817,,,835.817,
1546,-835.999,,,835.999,
1547,-836,,,836,
1548,-836.552,,,836.552,
1549,-836.001,,,836.001,
1550,-835.997,,,835.997,
1551,-835.997,,,835.997,
1552,-836.365,,,836.365,
1553,-836,,,836,
1554,-836.734,,,836.734,
1555,-836.366,,,836.366,
1556,-836.184,,,836.184,
1557,-836.003,,,836.003,
1558,-836.366,,,836.366,
1559,-836.732,,,836.732,
1560,-836.188,,,836.188,
1561,-836.549,,,836.549,
1562,-836.916,,,836.916,
1563,-836.55,,,836.55,
1564,-836.182,,,836.182,
1565,-836.554,,,836.554,
1566,-836.365,,,836.365,
1567,-836.549,,,836.549,
1568,-836.183,,,836.183,
1569,-836.365,,,836.365,
1570,-837.464,,,837.464,
1571,-835.815,,,835.815,
1572,-836.181,,,836.181,
1573,-835.815,,,835.815,
1574,-836.361,,,836.361,
1575,-836.546,,,836.546,
1576,-835.994,,,835.994,
1577,-835.628,,,835.628,
1578,-835.995,,,835.995,
1579,-835.813,,,835.813,
1580,-835.81,,,835.81,
1581,-835.808,,,835.808,
1582,-835.988,,,835.988,
1583,-835.806,,,835.806,
1584,-836.174,,,836.174,
1585,-835.622,,,835.622,
1586,-835.802,,,835.802,
1587,-835.068,,,835.068,
1588,-836.165,,,836.165,
1589,-836.345,,,836.345,
1590,-835.245,,,835.245,
1591,-836.161,,,836.161,
1592,-835.793,,,835.793,
1593,-835.793,,,835.793,
1594,-835.239,,,835.239,
1595,-835.973,,,835.973,
1596,-835.597,,,835.597,
1597,-835.415,,,835.415,
1598,-835.597,,,835.597,
1599,-835.229,,,835.229,
1600,-835.595,,,835.595,
1601,-835.041,,,835.041,
1602,-835.039,,,835.039,
1603,-835.587,,,835.587,
1604,-834.671,,,834.671,
1605,-835.402,,,835.402,
1606,-835.219,,,835.219,
1607,-835.035,,,835.035,
1608,-834.847,,,834.847,
1609,-835.395,,,835.395,
1610,-835.395,,,835.395,
1611,-835.394,,,835.394,
1612,-835.025,,,835.025,
1613,-835.572,,,835.572,
1614,-835.025,,,835.025,
1615,-835.391,,,835.391,
1616,-835.389,,,835.389,
1617,-835.753,,,835.753,
1618,-835.755,,,835.755,
1619,-836.306,,,836.306,
1620,-835.936,,,835.936,
1621,-835.937,,,835.937,
1622,-836.301,,,836.301,
1623,-836.67,,,836.67,
1624,-836.482,,,836.482,
1625,-837.031,,,837.031,
1626,-836.48,,,836.48,
1627,-837.211,,,837.211,
1628,-837.216,,,837.216,
1629,-837.581,,,837.581,
1630,-837.764,,,837.764,
1631,-837.579,,,837.579,
1632,-837.4,,,837.4,
1633,-837.208,,,837.208,
1634,-837.944,,,837.944,
1635,-837.576,,,837.576,
1636,-837.943,,,837.943,
1637,-837.757,,,837.757,
1638,-837.757,,,837.757,
1639,-837.392,,,837.392,
1640,-837.573,,,837.573,
1641,-837.573,,,837.573,
1642,-837.939,,,837.939,
1643,-837.205,,,837.205,
1644,-837.931,,,837.931,
1645,-837.935,,,837.935,
1646,-838.3,,,838.3,
1647,-837.571,,,837.571,
1648,-837.383,,,837.383,
1649,-837.382,,,837.382,
1650,-837.197,,,837.197,
1651,-837.561,,,837.561,
1652,-837.375,,,837.375,
1653,-837.379,,,837.379,
1654,-837.191,,,837.191,
1655,-836.64,,,836.64,
1656,-837.006,,,837.006,
1657,-837.002,,,837.002,
1658,-836.633,,,836.633,
1659,-835.714,,,835.714,
1660,-835.714,,,835.714,
1661,-836.266,,,836.266,
1662,-835.894,,,835.894,
1663,-836.258,,,836.258,
1664,-836.074,,,836.074,
1665,-835.337,,,835.337,
1666,-835.156,,,835.156,
1667,-834.784,,,834.784,
1668,-835.333,,,835.333,
1669,-835.148,,,835.148,
1670,-835.148,,,835.148,
1671,-834.774,,,834.774,
1672,-834.59,,,834.59,
1673,-834.224,,,834.224,
1674,-834.401,,,834.401,
1675,-834.215,,,834.215,
1676,-834.765,,,834.765,
1677,-834.396,,,834.396,
1678,-834.573,,,834.573,
1679,-834.569,,,834.569,
1680,-834.935,,,834.935,
1681,-833.833,,,833.833,
1682,-836.027,,,836.027,
1683,-834.195,,,834.195,
1684,-834.376,,,834.376,
1685,-834.369,,,834.369,
1686,-834.369,,,834.369,
1687,-834.18,,,834.18,
1688,-834.724,,,834.724,
1689,-833.627,,,833.627,
1690,-834.173,,,834.173,
1691,-834.166,,,834.166,
1692,-834.163,,,834.163,
1693,-834.895,,,834.895,
1694,-834.709,,,834.709,
1695,-834.702,,,834.702,
1696,-834.339,,,834.339,
1697,-834.335,,,834.335,
1698,-834.515,,,834.515,
1699,-834.512,,,834.512,
1700,-833.773,,,833.773,
1701,-834.141,,,834.141,
1702,-834.686,,,834.686,
1703,-834.687,,,834.687,
1704,-833.036,,,833.036,
1705,-834.682,,,834.682,
1706,-833.765,,,833.765,
1707,-833.763,,,833.763,
1708,-833.583,,,833.583,
1709,-833.395,,,833.395,
1710,-832.844,,,832.844,
1711,-833.392,,,833.392,
1712,-833.389,,,833.389,
1713,-833.383,,,833.383,
1714,-832.653,,,832.653,
1715,-833.2,,,833.2,
1716,-832.831,,,832.831,
1717,-832.465,,,832.465,
1718,-832.646,,,832.646,
1719,-832.096,,,832.096,
1720,-832.826,,,832.826,
1721,-831.728,,,831.728,
1722,-832.271,,,832.271,
1723,-831.534,,,831.534,
1724,-832.084,,,832.084,
1725,-832.08,,,832.08,
1726,-831.894,,,831.894,
1727,-832.257,,,832.257,
1728,-832.261,,,832.261,
1729,-832.067,,,832.067,
1730,-832.067,,,832.067,
1731,-833.529,,,833.529,
1732,-832.245,,,832.245,
1733,-832.604,,,832.604,
1734,-832.055,,,832.055,
1735,-832.417,,,832.417,
1736,-832.593,,,832.593,
1737,-832.774,,,832.774,
1738,-832.768,,,832.768,
1739,-832.764,,,832.764,
1740,-832.944,,,832.944,
1741,-833.67,,,833.67,
1742,-833.487,,,833.487,
1743,-833.846,,,833.846,
1744,-833.656,,,833.656,
1745,-834.569,,,834.569,
1746,-834.197,,,834.197,
1747,-834.738,,,834.738,
1748,-834.553,,,834.553,
1749,-835.465,,,835.465,
1750,-835.646,,,835.646,
1751,-835.819,,,835.819,
1752,-836.368,,,836.368,
1753,-836.726,,,836.726,
1754,-837.267,,,837.267,
1755,-837.632,,,837.632,
1756,-837.81,,,837.81,
1757,-837.616,,,837.616,
1758,-838.711,,,838.711,
1759,-838.89,,,838.89,
1760,-839.435,,,839.435,
1761,-839.429,,,839.429,
1762,-840.155,,,840.155,
1763,-840.148,,,840.148,
1764,-841.242,,,841.242,
1765,-841.417,,,841.417,
1766,-841.047,,,841.047,
1767,-841.589,,,841.589,
1768,-842.319,,,842.319,
1769,-842.127,,,842.127,
1770,-842.305,,,842.305,
1771,-842.851,,,842.851,
1772,-842.658,,,842.658,
1773,-842.287,,,842.287,
1774,-842.646,,,842.646,
1775,-843.011,,,843.011,
1776,-843.368,,,843.368,
1777,-843.91,,,843.91,
1778,-842.624,,,842.624,
1779,-842.801,,,842.801,
1780,-843.346,,,843.346,
1781,-843.336,,,843.336,
1782,-843.145,,,843.145,
1783,-842.961,,,842.961,
1784,-843.323,,,843.323,
1785,-843.131,,,843.131,
1786,-842.575,,,842.575,
1787,-842.935,,,842.935,
1788,-842.561,,,842.561,
1789,-841.824,,,841.824,
1790,-842.917,,,842.917,
1791,-842.729,,,842.729,
1792,-842.175,,,842.175,
1793,-842.348,,,842.348,
1794,-841.608,,,841.608,
1795,-841.972,,,841.972,
1796,-841.966,,,841.966,
1797,-841.589,,,841.589,
1798,-841.219,,,841.219,
1799,-840.852,,,840.852,
1800,-841.396,,,841.396,
1801,-841.389,,,841.389,
1802,-840.648,,,840.648,
1803,-840.463,,,840.463,
1804,-840.644,,,840.644,
1805,-840.635,,,840.635,
1806,-840.633,,,840.633,
1807,-840.628,,,840.628,
1808,-840.444,,,840.444,
1809,-840.07,,,840.07,
1810,-839.523,,,839.523,
1811,-839.88,,,839.88,
1812,-839.872,,,839.872,
1813,-839.873,,,839.873,
1814,-840.236,,,840.236,
1815,-839.867,,,839.867,
1816,-839.312,,,839.312,
1817,-839.127,,,839.127,
1818,-839.123,,,839.123,
1819,-838.937,,,838.937,
1820,-839.114,,,839.114,
1821,-838.931,,,838.931,
1822,-838.376,,,838.376,
1823,-838.375,,,838.375,
1824,-838.005,,,838.005,
1825,-838.184,,,838.184,
1826,-837.817,,,837.817,
1827,-836.894,,,836.894,
1828,-837.257,,,837.257,
1829,-837.254,,,837.254,
1830,-836.886,,,836.886,
1831,-836.152,,,836.152,
1832,-835.969,,,835.969,
1833,-835.05,,,835.05,
1834,-837.425,,,837.425,
1835,-835.776,,,835.776,
1836,-835.04,,,835.04,
1837,-834.676,,,834.676,
1838,-834.486,,,834.486,
1839,-833.751,,,833.751,
1840,-833.565,,,833.565,
1841,-833.015,,,833.015,
1842,-832.463,,,832.463,
1843,-832.46,,,832.46,
1844,-831.91,,,831.91,
1845,-831.177,,,831.177,
1846,-831.355,,,831.355,
1847,-830.984,,,830.984,
1848,-830.8,,,830.8,
1849,-829.879,,,829.879,
1850,-828.962,,,828.962,
1851,-829.145,,,829.145,
1852,-827.858,,,827.858,
1853,-827.313,,,827.313,
1854,-827.12,,,827.12,
1855,-826.567,,,826.567,
1856,-825.466,,,825.466,
1857,-824.916,,,824.916,
1858,-824.361,,,824.361,
1859,-823.623,,,823.623,
1860,-823.072,,,823.072,
1861,-821.421,,,821.421,
1862,-821.232,,,821.232,
1863,-820.497,,,820.497,
1864,-819.39,,,819.39,
1865,-819.019,,,819.019,
1866,-817.917,,,817.917,
1867,-816.993,,,816.993,
1868,-815.892,,,815.892,
1869,-815.519,,,815.519,
1870,-814.42,,,814.42,
1871,-814.228,,,814.228,
1872,-812.21,,,812.21,
1873,-811.474,,,811.474,
1874,-810.37,,,810.37,
1875,-808.903,,,808.903,
1876,-808.163,,,808.163,
1877,-807.059,,,807.059,
1878,-805.224,,,805.224,
1879,-804.487,,,804.487,
1880,-803.379,,,803.379,
1881,-801.734,,,801.734,
1882,-800.63,,,800.63,
1883,-800.078,,,800.078,
1884,-798.608,,,798.608,
1885,-796.77,,,796.77,
1886,-795.49,,,795.49,
1887,-794.202,,,794.202,
1888,-793.286,,,793.286,
1889,-792.733,,,792.733,
1890,-790.535,,,790.535,
1891,-789.436,,,789.436,
1892,-788.151,,,788.151,
1893,-786.134,,,786.134,
1894,-784.672,,,784.672,
1895,-783.205,,,783.205,
1896,-782.655,,,782.655,
1897,-780.272,,,780.272,
1898,-778.438,,,778.438,
1899,-777.158,,,777.158,
1900,-775.14,,,775.14,
1901,-773.126,,,773.126,
1902,-771.847,,,771.847,
1903,-770.379,,,770.379,
1904,-768.363,,,768.363,
1905,-767.082,,,767.082,
1906,-765.25,,,765.25,
1907,-763.239,,,763.239,
1908,-761.221,,,761.221,
1909,-759.024,,,759.024,
1910,-757.558,,,757.558,
1911,-755.727,,,755.727,
1912,-753.164,,,753.164,
1913,-751.704,,,751.704,
1914,-748.956,,,748.956,
