,Person 1,Height (m),1.85,Frequency (Hz),1000
,Fz,Weight (N),845.162,,
,N,,,N*-1,
2782,-1828.56,,,1828.56,
2783,-1829.84,,,1829.84,
2784,-1832.03,,,1832.03,
2785,-1834.04,,,1834.04,
2786,-1834.58,,,1834.58,
2787,-1835.68,,,1835.68,
2788,-1836.96,,,1836.96,
2789,-1838.42,,,1838.42,
2790,-1839.33,,,1839.33,
2791,-1839.52,,,1839.52,
2792,-1840.43,,,1840.43,
2793,-1839.7,,,1839.7,
2794,-1839.52,,,1839.52,
2795,-1839.9,,,1839.9,
2796,-1837.88,,,1837.88,
2797,-1837.34,,,1837.34,
2798,-1836.25,,,1836.25,
2799,-1833.51,,,1833.51,
2800,-1831.87,,,1831.87,
2801,-1829.87,,,1829.87,
2802,-1826.22,,,1826.22,
2803,-1822.57,,,1822.57,
2804,-1819.1,,,1819.1,
2805,-1815.46,,,1815.46,
2806,-1811.27,,,1811.27,
2807,-1805.98,,,1805.98,
2808,-1800.5,,,1800.5,
2809,-1794.67,,,1794.67,
2810,-1789.02,,,1789.02,
2811,-1781.72,,,1781.72,
2812,-1774.42,,,1774.42,
2813,-1766.75,,,1766.75,
2814,-1757.26,,,1757.26,
2815,-1748.31,,,1748.31,
2816,-1738.09,,,1738.09,
2817,-1726.94,,,1726.94,
2818,-1715.08,,,1715.08,
2819,-1703.21,,,1703.21,
2820,-1690.42,,,1690.42,
2821,-1676.9,,,1676.9,
2822,-1662.66,,,1662.66,
2823,-1647.49,,,1647.49,
2824,-1631.42,,,1631.42,
2825,-1612.59,,,1612.59,
2826,-1595.79,,,1595.79,
2827,-1577.7,,,1577.7,
2828,-1557.05,,,1557.05,
2829,-1536.04,,,1536.04,
2830,-1513.75,,,1513.75,
2831,-1490.36,,,1490.36,
2832,-1466.07,,,1466.07,
2833,-1441.22,,,1441.22,
2834,-1415.83,,,1415.83,
2835,-1389.35,,,1389.35,
2836,-1361.76,,,1361.76,
2837,-1333.26,,,1333.26,
2838,-1302.93,,,1302.93,
2839,-1271.31,,,1271.31,
2840,-1237.68,,,1237.68,
2841,-1204.42,,,1204.42,
2842,-1169.5,,,1169.5,
2843,-1133.13,,,1133.13,
2844,-1095.29,,,1095.29,
2845,-1056,,,1056,
2846,-1014.33,,,1014.33,
2847,-973.025,,,973.025,
2848,-930.249,,,930.249,
2849,-886.371,,,886.371,
2850,-843.041,,,843.041,
2851,-798.057,,,798.057,
2852,-750.335,,,750.335,
2853,-701.143,,,701.143,
2854,-651.021,,,651.021,
2855,-600.339,,,600.339,
2856,-552.598,,,552.598,
2857,-502.648,,,502.648,
2858,-454.157,,,454.157,
2859,-407.299,,,407.299,
2860,-357.687,,,357.687,
2861,-310.667,,,310.667,
2862,-265.289,,,265.289,
2863,-223.149,,,223.149,
2864,-184.755,,,184.755,
2865,-151.588,,,151.588,
2866,-127.465,,,127.465,
2867,-107.046,,,107.046,
2868,-90.2853,,,90.2853,
2869,-74.766,,,74.766,
2870,-58.1447,,,58.1447,
2871,-43.0161,,,43.0161,
2872,-31.0483,,,31.0483,
2873,-27.5919,,,27.5919,
2874,-31.2809,,,31.2809,
2875,-33.6188,,,33.6188,
2876,-36.3372,,,36.3372,
2877,-34.3382,,,34.3382,
2878,-27.7332,,,27.7332,
2879,-22.4446,,,22.4446,
2880,-21.7552,,,21.7552,
2881,-23.0115,,,23.0115,
2882,-26.9935,,,26.9935,
2883,-31.0188,,,31.0188,
2884,-29.9312,,,29.9312,
2885,-24.0847,,,24.0847,
2886,-20.9927,,,20.9927,
2887,-18.7905,,,18.7905,
2888,-19.8545,,,19.8545,
2889,-23.6971,,,23.6971,
2890,-26.0915,,,26.0915,
2891,-24.6337,,,24.6337,
2892,-21.8955,,,21.8955,
2893,-18.7737,,,18.7737,
2894,-17.1191,,,17.1191,
2895,-20.2244,,,20.2244,
2896,-22.2425,,,22.2425,
2897,-23.1647,,,23.1647,
2898,-21.3395,,,21.3395,
2899,-17.6657,,,17.6657,
2900,-15.2826,,,15.2826,
2901,-16.2148,,,16.2148,
2902,-19.515,,,19.515,
2903,-22.0622,,,22.0622,
2904,-22.2332,,,22.2332,
2905,-19.116,,,19.116,
2906,-15.6565,,,15.6565,
2907,-13.48,,,13.48,
2908,-13.6559,,,13.6559,
2909,-16.7561,,,16.7561,
2910,-19.6723,,,19.6723,
2911,-20.212,,,20.212,
2912,-18.2136,,,18.2136,
2913,-15.8543,,,15.8543,
2914,-13.6573,,,13.6573,
2915,-13.6405,,,13.6405,
2916,-15.4594,,,15.4594,
2917,-16.7409,,,16.7409,
2918,-17.4851,,,17.4851,
2919,-16.2106,,,16.2106,
2920,-14.3835,,,14.3835,
2921,-13.4635,,,13.4635,
2922,-14.3652,,,14.3652,
2923,-15.4559,,,15.4559,
2924,-16.5637,,,16.5637,
2925,-15.8467,,,15.8467,
2926,-13.8366,,,13.8366,
2927,-11.9923,,,11.9923,
2928,-11.9905,,,11.9905,
2929,-13.8277,,,13.8277,
2930,-15.2895,,,15.2895,
2931,-15.6485,,,15.6485,
2932,-14.9195,,,14.9195,
2933,-13.2731,,,13.2731,
2934,-11.8155,,,11.8155,
2935,-11.6305,,,11.6305,
2936,-12.906,,,12.906,
2937,-13.6447,,,13.6447,
2938,-14.5502,,,14.5502,
2939,-14.3643,,,14.3643,
2940,-12.722,,,12.722,
2941,-10.9031,,,10.9031,
2942,-10.9032,,,10.9032,
2943,-13.088,,,13.088,
2944,-12.9006,,,12.9006,
2945,-13.0852,,,13.0852,
2946,-12.9086,,,12.9086,
2947,-11.815,,,11.815,
2948,-10.9003,,,10.9003,
2949,-12.1773,,,12.1773,
2950,-13.0862,,,13.0862,
2951,-13.078,,,13.078,
2952,-12.1703,,,12.1703,
2953,-11.4453,,,11.4453,
2954,-10.7185,,,10.7185,
2955,-10.7126,,,10.7126,
2956,-11.9932,,,11.9932,
2957,-12.718,,,12.718,
2958,-12.5335,,,12.5335,
2959,-12.1735,,,12.1735,
2960,-10.8967,,,10.8967,
2961,-10.1655,,,10.1655,
2962,-10.3408,,,10.3408,
2963,-11.0767,,,11.0767,
2964,-11.6271,,,11.6271,
2965,-11.8062,,,11.8062,
2966,-11.8055,,,11.8055,
2967,-10.8951,,,10.8951,
2968,-10.3469,,,10.3469,
2969,0,,,0,
2970,-11.2549,,,11.2549,
2971,-10.8843,,,10.8843,
2972,-11.2582,,,11.2582,
2973,-10.7111,,,10.7111,
2974,-9.97891,,,9.97891,
2975,-9.98078,,,9.98078,
2976,-11.0825,,,11.0825,
2977,-11.0775,,,11.0775,
2978,-11.2546,,,11.2546,
2979,-10.3398,,,10.3398,
2980,-10.1649,,,10.1649,
2981,0,,,0,
2982,0,,,0,
2983,-10.5283,,,10.5283,
2984,-10.1583,,,10.1583,
2985,-10.5224,,,10.5224,
2986,-11.2517,,,11.2517,
2987,0,,,0,
2988,0,,,0,
2989,0,,,0,
2990,0,,,0,
2991,-10.3408,,,10.3408,
2992,-10.152,,,10.152,
2993,0,,,0,
2994,0,,,0,
2995,0,,,0,
2996,0,,,0,
2997,-10.3427,,,10.3427,
2998,-10.8878,,,10.8878,
2999,0,,,0,
3000,0,,,0,
3001,0,,,0,
3002,0,,,0,
3003,0,,,0,
3004,-10.1539,,,10.1539,
3005,-10.3364,,,10.3364,
3006,0,,,0,
3007,0,,,0,
3008,0,,,0,
3009,0,,,0,
3010,0,,,0,
3011,0,,,0,
3012,0,,,0,
3013,0,,,0,
3014,0,,,0,
3015,0,,,0,
3016,0,,,0,
3017,0,,,0,
3018,0,,,0,
3019,0,,,0,
3020,0,,,0,
3021,0,,,0,
3022,0,,,0,
3023,0,,,0,
3024,0,,,0,
3025,0,,,0,
3026,0,,,0,
3027,0,,,0,
3028,0,,,0,
3029,0,,,0,
3030,0,,,0,
3031,0,,,0,
3032,0,,,0,
3033,0,,,0,
3034,0,,,0,
3035,0,,,0,
3036,0,,,0,
3037,0,,,0,
3038,0,,,0,
3039,0,,,0,
3040,0,,,0,
3041,0,,,0,
3042,0,,,0,
3043,0,,,0,
3044,0,,,0,
3045,0,,,0,
3046,0,,,0,
3047,0,,,0,
3048,0,,,0,
3049,0,,,0,
3050,0,,,0,
3051,0,,,0,
3052,0,,,0,
3053,0,,,0,
3054,0,,,0,
3055,0,,,0,
3056,0,,,0,
3057,0,,,0,
3058,0,,,0,
3059,0,,,0,
3060,0,,,0,
3061,0,,,0,
3062,0,,,0,
3063,0,,,0,
3064,0,,,0,
3065,0,,,0,
3066,0,,,0,
3067,0,,,0,
3068,0,,,0,
3069,0,,,0,
3070,0,,,0,
3071,0,,,0,
3072,0,,,0,
3073,0,,,0,
3074,0,,,0,
3075,0,,,0,
3076,0,,,0,
3077,0,,,0,
3078,0,,,0,
3079,0,,,0,
3080,0,,,0,
3081,0,,,0,
3082,0,,,0,
3083,0,,,0,
3084,0,,,0,
3085,0,,,0,
3086,0,,,0,
3087,0,,,0,
3088,0,,,0,
3089,0,,,0,
3090,0,,,0,
3091,0,,,0,
3092,0,,,0,
3093,0,,,0,
3094,0,,,0,
3095,0,,,0,
3096,0,,,0,
3097,0,,,0,
3098,0,,,0,
3099,0,,,0,
3100,0,,,0,
3101,0,,,0,
3102,0,,,0,
3103,0,,,0,
3104,0,,,0,
3105,0,,,0,
3106,0,,,0,
3107,0,,,0,
3108,0,,,0,
3109,0,,,0,
3110,0,,,0,
3111,0,,,0,
3112,0,,,0,
3113,0,,,0,
3114,0,,,0,
3115,0,,,0,
3116,0,,,0,
3117,0,,,0,
3118,0,,,0,
3119,0,,,0,
3120,0,,,0,
3121,0,,,0,
3122,0,,,0,
3123,0,,,0,
3124,0,,,0,
3125,0,,,0,
3126,0,,,0,
3127,0,,,0,
3128,0,,,0,
3129,0,,,0,
3130,0,,,0,
3131,0,,,0,
3132,0,,,0,
3133,0,,,0,
3134,0,,,0,
3135,0,,,0,
3136,0,,,0,
3137,0,,,0,
3138,0,,,0,
3139,0,,,0,
3140,0,,,0,
3141,0,,,0,
3142,0,,,0,
3143,0,,,0,
3144,0,,,0,
3145,0,,,0,
3146,0,,,0,
3147,0,,,0,
3148,0,,,0,
3149,0,,,0,
3150,0,,,0,
3151,0,,,0,
3152,0,,,0,
3153,0,,,0,
3154,0,,,0,
3155,0,,,0,
3156,0,,,0,
3157,0,,,0,
3158,0,,,0,
3159,0,,,0,
3160,0,,,0,
3161,0,,,0,
3162,0,,,0,
3163,0,,,0,
3164,0,,,0,
3165,0,,,0,
3166,0,,,0,
3167,0,,,0,
3168,0,,,0,
3169,0,,,0,
3170,0,,,0,
3171,0,,,0,
3172,0,,,0,
3173,0,,,0,
3174,0,,,0,
3175,0,,,0,
3176,0,,,0,
3177,0,,,0,
3178,0,,,0,
3179,0,,,0,
3180,0,,,0,
3181,0,,,0,
3182,0,,,0,
3183,0,,,0,
3184,0,,,0,
3185,0,,,0,
3186,0,,,0,
3187,0,,,0,
3188,0,,,0,
3189,0,,,0,
3190,0,,,0,
3191,0,,,0,
3192,0,,,0,
3193,0,,,0,
3194,0,,,0,
3195,0,,,0,
3196,0,,,0,
3197,0,,,0,
3198,0,,,0,
3199,0,,,0,
3200,0,,,0,
3201,0,,,0,
3202,0,,,0,
3203,0,,,0,
3204,0,,,0,
3205,0,,,0,
3206,0,,,0,
3207,0,,,0,
3208,0,,,0,
3209,0,,,0,
3210,0,,,0,
3211,0,,,0,
3212,0,,,0,
3213,0,,,0,
3214,0,,,0,
3215,0,,,0,
3216,0,,,0,
3217,0,,,0,
3218,0,,,0,
3219,0,,,0,
3220,0,,,0,
3221,0,,,0,
3222,0,,,0,
3223,0,,,0,
3224,0,,,0,
3225,0,,,0,
3226,0,,,0,
3227,0,,,0,
3228,0,,,0,
3229,0,,,0,
3230,0,,,0,
3231,0,,,0,
3232,0,,,0,
3233,0,,,0,
3234,0,,,0,
3235,0,,,0,
3236,0,,,0,
3237,0,,,0,
3238,0,,,0,
3239,0,,,0,
3240,0,,,0,
3241,0,,,0,
3242,0,,,0,
3243,0,,,0,
3244,0,,,0,
3245,0,,,0,
3246,0,,,0,
3247,0,,,0,
3248,0,,,0,
3249,0,,,0,
3250,0,,,0,
3251,0,,,0,
3252,0,,,0,
3253,0,,,0,
3254,0,,,0,
3255,0,,,0,
3256,0,,,0,
3257,0,,,0,
3258,0,,,0,
3259,0,,,0,
3260,0,,,0,
3261,0,,,0,
3262,0,,,0,
3263,0,,,0,
3264,0,,,0,
3265,0,,,0,
3266,0,,,0,
3267,0,,,0,
3268,0,,,0,
3269,0,,,0,
3270,0,,,0,
3271,0,,,0,
3272,0,,,0,
3273,0,,,0,
3274,0,,,0,
3275,0,,,0,
3276,0,,,0,
3277,0,,,0,
3278,0,,,0,
3279,0,,,0,
3280,0,,,0,
3281,0,,,0,
3282,0,,,0,
3283,0,,,0,
3284,0,,,0,
3285,0,,,0,
3286,0,,,0,
3287,0,,,0,
3288,0,,,0,
3289,0,,,0,
3290,0,,,0,
3291,0,,,0,
3292,0,,,0,
3293,0,,,0,
3294,0,,,0,
3295,0,,,0,
3296,0,,,0,
3297,0,,,0,
3298,0,,,0,
3299,0,,,0,
3300,0,,,0,
3301,0,,,0,
3302,0,,,0,
3303,0,,,0,
3304,0,,,0,
3305,0,,,0,
3306,0,,,0,
3307,0,,,0,
3308,0,,,0,
3309,0,,,0,
3310,0,,,0,
3311,0,,,0,
3312,0,,,0,
3313,0,,,0,
3314,0,,,0,
3315,0,,,0,
3316,0,,,0,
3317,0,,,0,
3318,0,,,0,
3319,0,,,0,
3320,0,,,0,
3321,0,,,0,
3322,0,,,0,
3323,0,,,0,
3324,0,,,0,
3325,0,,,0,
3326,0,,,0,
3327,0,,,0,
3328,0,,,0,
3329,0,,,0,
3330,0,,,0,
3331,0,,,0,
3332,0,,,0,
3333,0,,,0,
3334,0,,,0,
3335,0,,,0,
3336,0,,,0,
3337,0,,,0,
3338,0,,,0,
3339,0,,,0,
3340,0,,,0,
3341,0,,,0,
3342,0,,,0,
3343,0,,,0,
3344,0,,,0,
3345,0,,,0,
3346,0,,,0,
3347,0,,,0,
3348,0,,,0,
3349,0,,,0,
3350,0,,,0,
3351,0,,,0,
3352,0,,,0,
3353,0,,,0,
3354,0,,,0,
3355,0,,,0,
3356,0,,,0,
3357,0,,,0,
3358,0,,,0,
3359,0,,,0,
3360,0,,,0,
3361,0,,,0,
3362,0,,,0,
3363,0,,,0,
3364,0,,,0,
3365,0,,,0,
3366,0,,,0,
3367,0,,,0,
3368,0,,,0,
3369,0,,,0,
3370,0,,,0,
3371,0,,,0,
3372,0,,,0,
3373,0,,,0,
3374,0,,,0,
3375,0,,,0,
3376,0,,,0,
3377,0,,,0,
3378,0,,,0,
3379,0,,,0,
3380,0,,,0,
3381,0,,,0,
3382,0,,,0,
3383,0,,,0,
3384,0,,,0,
3385,0,,,0,
3386,0,,,0,
3387,0,,,0,
3388,0,,,0,
3389,0,,,0,
3390,0,,,0,
3391,0,,,0,
3392,0,,,0,
3393,0,,,0,
3394,0,,,0,
3395,0,,,0,
3396,0,,,0,
3397,0,,,0,
3398,0,,,0,
3399,0,,,0,
3400,0,,,0,
3401,0,,,0,
3402,0,,,0,
3403,0,,,0,
3404,0,,,0,
3405,0,,,0,
3406,0,,,0,
3407,0,,,0,
3408,0,,,0,
3409,0,,,0,
3410,0,,,0,
3411,0,,,0,
3412,0,,,0,
3413,0,,,0,
3414,0,,,0,
3415,0,,,0,
3416,0,,,0,
3417,0,,,0,
3418,0,,,0,
3419,0,,,0,
3420,0,,,0,
3421,0,,,0,
3422,-114.531,,,114.531,
3423,-131.399,,,131.399,
3424,-287.447,,,287.447,
3425,-385.752,,,385.752,
3426,-486.575,,,486.575,
3427,-597.521,,,597.521,
3428,-752.293,,,752.293,
3429,-871.612,,,871.612,
3430,-1039.57,,,1039.57,
3431,-1242.7,,,1242.7,
3432,-1461.16,,,1461.16,
3433,-1661.28,,,1661.28,
3434,-1899.44,,,1899.44,
3435,-2124.78,,,2124.78,
3436,-2327.78,,,2327.78,
3437,-2529.5,,,2529.5,
3438,-2674.03,,,2674.03,
3439,-2731.87,,,2731.87,
3440,-2706.52,,,2706.52,
3441,-2598.49,,,2598.49,
3442,-2415.43,,,2415.43,
3443,-2220.36,,,2220.36,
3444,-2046.09,,,2046.09,
3445,-1903.91,,,1903.91,
3446,-1800.77,,,1800.77,
3447,-1724.72,,,1724.72,
3448,-1660.55,,,1660.55,
3449,-1613.84,,,1613.84,
3450,-1592.89,,,1592.89,
3451,-1603.25,,,1603.25,
3452,-1638.71,,,1638.71,
3453,-1685.94,,,1685.94,
3454,-1724.92,,,1724.92,
3455,-1744.55,,,1744.55,
3456,-1748.79,,,1748.79,
3457,-1745.24,,,1745.24,
3458,-1754.52,,,1754.52,
3459,-1782.12,,,1782.12,
3460,-1817.95,,,1817.95,
3461,-1859.81,,,1859.81,
3462,-1898.17,,,1898.17,
3463,-1926.61,,,1926.61,
3464,-1959.15,,,1959.15,
3465,-1990.95,,,1990.95,
3466,-2023.79,,,2023.79,
3467,-2062.36,,,2062.36,
3468,-2096.09,,,2096.09,
3469,-2119.83,,,2119.83,
3470,-2141.29,,,2141.29,
3471,-2167.11,,,2167.11,
3472,-2194.93,,,2194.93,
3473,-2229.41,,,2229.41,
3474,-2266.12,,,2266.12,
3475,-2290.85,,,2290.85,
3476,-2309.22,,,2309.22,
3477,-2323.24,,,2323.24,
3478,-2338.38,,,2338.38,
3479,-2364.58,,,2364.58,
3480,-2402.02,,,2402.02,
3481,-2440.93,,,2440.93,
3482,-2477.33,,,2477.33,
3483,-2509.46,,,2509.46,
3484,-2535.78,,,2535.78,
3485,-2563.21,,,2563.21,
3486,-2604.6,,,2604.6,
3487,-2652.36,,,2652.36,
3488,-2706.92,,,2706.92,
3489,-2764.96,,,2764.96,
3490,-2822.07,,,2822.07,
3491,-2877.36,,,2877.36,
3492,-2933.39,,,2933.39,
3493,-2988.14,,,2988.14,
3494,-3047.12,,,3047.12,
3495,-3107.9,,,3107.9,
3496,-3168.31,,,3168.31,
3497,-3229.19,,,3229.19,
3498,-3290.44,,,3290.44,
3499,-3350.57,,,3350.57,
3500,-3410.56,,,3410.56,
3501,-3467.79,,,3467.79,
3502,-3524.12,,,3524.12,
3503,-3576.65,,,3576.65,
3504,-3629.34,,,3629.34,
3505,-3679.32,,,3679.32,
3506,-3724.5,,,3724.5,
3507,-3766.44,,,3766.44,
3508,-3802.89,,,3802.89,
3509,-3834.9,,,3834.9,
3510,-3862.72,,,3862.72,
3511,-3887.96,,,3887.96,
3512,-3911.57,,,3911.57,
3513,-3929.65,,,3929.65,
3514,-3943.64,,,3943.64,
3515,-3952.89,,,3952.89,
3516,-3957.17,,,3957.17,
3517,-3957.38,,,3957.38,
3518,-3954.48,,,3954.48,
3519,-3948.21,,,3948.21,
3520,-3935.87,,,3935.87,
3521,-3918.22,,,3918.22,
3522,-3894.14,,,3894.14,
3523,-3863.67,,,3863.67,
3524,-3828.95,,,3828.95,
3525,-3792.39,,,3792.39,
3526,-3751.21,,,3751.21,
3527,-3705.23,,,3705.23,
3528,-3655.45,,,3655.45,
3529,-3601.26,,,3601.26,
3530,-3543.63,,,3543.63,
3531,-3485.97,,,3485.97,
3532,-3430.82,,,3430.82,
3533,-3373.87,,,3373.87,
3534,-3317.28,,,3317.28,
3535,-3260.32,,,3260.32,
3536,-3202.28,,,3202.28,
3537,-3145.14,,,3145.14,
3538,-3091.52,,,3091.52,
3539,-3037.85,,,3037.85,
3540,-2987.29,,,2987.29,
3541,-2935.48,,,2935.48,
3542,-2885.51,,,2885.51,
3543,-2836.66,,,2836.66,
3544,-2788.88,,,2788.88,
3545,-2744.79,,,2744.79,
3546,-2701.98,,,2701.98,
3547,-2659.9,,,2659.9,
3548,-2617.66,,,2617.66,
3549,-2575.22,,,2575.22,
3550,-2534.3,,,2534.3,
3551,-2496.31,,,2496.31,
3552,-2461.05,,,2461.05,
3553,-2428.57,,,2428.57,
3554,-2396.24,,,2396.24,
3555,-2362.11,,,2362.11,
3556,-2329.09,,,2329.09,
3557,-2297.37,,,2297.37,
3558,-2268.22,,,2268.22,
3559,-2242.36,,,2242.36,
3560,-2218.5,,,2218.5,
3561,-2194.67,,,2194.67,
3562,-2170.45,,,2170.45,
3563,-2145.7,,,2145.7,
3564,-2122.07,,,2122.07,
3565,-2101.35,,,2101.35,
3566,-2081.02,,,2081.02,
3567,-2062.49,,,2062.49,
3568,-2042.86,,,2042.86,
3569,-2022.33,,,2022.33,
3570,-2000.88,,,2000.88,
3571,-1979.45,,,1979.45,
3572,-1961.11,,,1961.11,
3573,-1942.97,,,1942.97,
3574,-1924.61,,,1924.61,
3575,-1905.89,,,1905.89,
3576,-1884.62,,,1884.62,
3577,-1861.89,,,1861.89,
3578,-1840.46,,,1840.46,
3579,-1820.45,,,1820.45,
3580,-1802.47,,,1802.47,
3581,-1783.38,,,1783.38,
3582,-1762.09,,,1762.09,
3583,-1739.89,,,1739.89,
3584,-1718.61,,,1718.61,
3585,-1694.59,,,1694.59,
3586,-1673.86,,,1673.86,
3587,-1653.11,,,1653.11,
3588,-1633.29,,,1633.29,
3589,-1612.54,,,1612.54,
3590,-1588.69,,,1588.69,
3591,-1565.22,,,1565.22,
3592,-1541.91,,,1541.91,
3593,-1520.27,,,1520.27,
3594,-1499.89,,,1499.89,
3595,-1478.96,,,1478.96,
3596,-1455.47,,,1455.47,
3597,-1431.61,,,1431.61,
3598,-1406.12,,,1406.12,
3599,-1383.01,,,1383.01,
3600,-1362.27,,,1362.27,
3601,-1340.8,,,1340.8,
3602,-1319.31,,,1319.31,
3603,-1295.82,,,1295.82,
3604,-1270.87,,,1270.87,
3605,-1246.47,,,1246.47,
3606,-1222.99,,,1222.99,
3607,-1201.33,,,1201.33,
3608,-1180.05,,,1180.05,
3609,-1158.76,,,1158.76,
3610,-1136.37,,,1136.37,
3611,-1112.72,,,1112.72,
3612,-1089.06,,,1089.06,
3613,-1067.43,,,1067.43,
3614,-1045.95,,,1045.95,
3615,-1026.5,,,1026.5,
3616,-1005.95,,,1005.95,
3617,-982.824,,,982.824,
3618,-959.908,,,959.908,
3619,-936.25,,,936.25,
3620,-916.266,,,916.266,
3621,-896.466,,,896.466,
3622,-878.12,,,878.12,
3623,-858.693,,,858.693,
3624,-838.147,,,838.147,
3625,-816.524,,,816.524,
3626,-795.637,,,795.637,
3627,-776.567,,,776.567,
3628,-758.791,,,758.791,
3629,-741.551,,,741.551,
3630,-724.861,,,724.861,
3631,-705.804,,,705.804,
3632,-686.009,,,686.009,
3633,-667.683,,,667.683,
3634,-650.828,,,650.828,
3635,-634.507,,,634.507,
3636,-620.032,,,620.032,
3637,-603.895,,,603.895,
3638,-587.032,,,587.032,
3639,-569.82,,,569.82,
3640,-553.143,,,553.143,
3641,-539.042,,,539.042,
3642,-524.753,,,524.753,
3643,-511.923,,,511.923,
3644,-497.637,,,497.637,
3645,-483.163,,,483.163,
3646,-468.324,,,468.324,
3647,-452.947,,,452.947,
3648,-440.672,,,440.672,
3649,-428.757,,,428.757,
3650,-418.312,,,418.312,
3651,-406.212,,,406.212,
3652,-393.935,,,393.935,
3653,-381.661,,,381.661,
3654,-370.115,,,370.115,
3655,-359.303,,,359.303,
3656,-350.503,,,350.503,
3657,-342.062,,,342.062,
3658,-333.257,,,333.257,
3659,-322.987,,,322.987,
3660,-313.457,,,313.457,
3661,-304.656,,,304.656,
3662,-297.132,,,297.132,
3663,-290.34,,,290.34,
3664,-284.464,,,284.464,
3665,-277.669,,,277.669,
3666,-270.146,,,270.146,
3667,-261.888,,,261.888,
3668,-256.205,,,256.205,
3669,-251.24,,,251.24,
3670,-246.281,,,246.281,
3671,-241.867,,,241.867,
3672,-236.903,,,236.903,
3673,-231.945,,,231.945,
3674,-226.979,,,226.979,
3675,-222.021,,,222.021,
3676,-219.616,,,219.616,
3677,-217.764,,,217.764,
3678,-216.827,,,216.827,
3679,-214.795,,,214.795,
3680,-212.029,,,212.029,
3681,-209.628,,,209.628,
3682,-208.686,,,208.686,
3683,-208.67,,,208.67,
3684,-209.193,,,209.193,
3685,-209.35,,,209.35,
3686,-209.69,,,209.69,
3687,-208.937,,,208.937,
3688,-207.45,,,207.45,
3689,-207.789,,,207.789,
3690,-209.597,,,209.597,
3691,-210.313,,,210.313,
3692,-212.298,,,212.298,
3693,-212.824,,,212.824,
3694,-212.988,,,212.988,
3695,-214.074,,,214.074,
3696,-215.526,,,215.526,
3697,-216.968,,,216.968,
3698,-219.333,,,219.333,
3699,-220.234,,,220.234,
3700,-220.96,,,220.96,
3701,-221.497,,,221.497,
3702,-222.583,,,222.583,
3703,-223.488,,,223.488,
3704,-224.765,,,224.765,
3705,-227.32,,,227.32,
3706,-227.861,,,227.861,
3707,-227.681,,,227.681,
3708,-227.672,,,227.672,
3709,-227.854,,,227.854,
3710,-228.585,,,228.585,
3711,-229.677,,,229.677,
3712,-230.774,,,230.774,
3713,-231.868,,,231.868,
3714,-232.598,,,232.598,
3715,-231.858,,,231.858,
3716,-232.411,,,232.411,
3717,-232.775,,,232.775,
3718,-233.865,,,233.865,
3719,-235.505,,,235.505,
3720,-235.319,,,235.319,
3721,-236.228,,,236.228,
3722,-236.6,,,236.6,
3723,-237.139,,,237.139,
3724,-237.674,,,237.674,
3725,-238.956,,,238.956,
3726,-240.961,,,240.961,
3727,-241.5,,,241.5,
3728,-242.592,,,242.592,
3729,-242.773,,,242.773,
3730,-244.953,,,244.953,
3731,-246.233,,,246.233,
3732,-248.233,,,248.233,
3733,-250.606,,,250.606,
3734,-251.882,,,251.882,
3735,-252.789,,,252.789,
3736,-254.795,,,254.795,
3737,-256.44,,,256.44,
3738,-258.805,,,258.805,
3739,-261.364,,,261.364,
3740,-264.096,,,264.096,
3741,-267.019,,,267.019,
3742,-269.397,,,269.397,
3743,-272.317,,,272.317,
3744,-275.24,,,275.24,
3745,-278.164,,,278.164,
3746,-282.177,,,282.177,
3747,-285.098,,,285.098,
3748,-288.938,,,288.938,
3749,-292.401,,,292.401,
3750,-295.69,,,295.69,
3751,-299.701,,,299.701,
3752,-304.273,,,304.273,
3753,-310.12,,,310.12,
3754,-314.5,,,314.5,
3755,-319.072,,,319.072,
3756,-323.822,,,323.822,
3757,-329.676,,,329.676,
3758,-335.895,,,335.895,
3759,-341.015,,,341.015,
3760,-347.6,,,347.6,
3761,-354.371,,,354.371,
3762,-360.777,,,360.777,
3763,-366.997,,,366.997,
3764,-373.954,,,373.954,
3765,-381.096,,,381.096,
3766,-388.785,,,388.785,
3767,-396.476,,,396.476,
3768,-405.087,,,405.087,
3769,-412.776,,,412.776,
3770,-421.018,,,421.018,
3771,-429.81,,,429.81,
3772,-437.689,,,437.689,
3773,-446.844,,,446.844,
3774,-456.372,,,456.372,
3775,-465.157,,,465.157,
3776,-475.233,,,475.233,
3777,-484.763,,,484.763,
3778,-495.015,,,495.015,
3779,-504.726,,,504.726,
3780,-514.613,,,514.613,
3781,-525.967,,,525.967,
3782,-534.944,,,534.944,
3783,-545.198,,,545.198,
3784,-555.458,,,555.458,
3785,-565.35,,,565.35,
3786,-575.793,,,575.793,
3787,-586.228,,,586.228,
3788,-596.674,,,596.674,
3789,-607.118,,,607.118,
3790,-616.828,,,616.828,
3791,-627.276,,,627.276,
3792,-637.721,,,637.721,
3793,-648.53,,,648.53,
3794,-657.876,,,657.876,
3795,-668.683,,,668.683,
3796,-679.129,,,679.129,
3797,-688.658,,,688.658,
3798,-699.462,,,699.462,
3799,-710.091,,,710.091,
3800,-720.352,,,720.352,
3801,-731.154,,,731.154,
3802,-741.053,,,741.053,
3803,-750.766,,,750.766,
3804,-760.485,,,760.485,
3805,-770.564,,,770.564,
3806,-781.191,,,781.191,
