Frame#,Time,Neck,,,RShoulder,,,RElbow,,,RWrist,,,LShoulder,,,LElbow,,,LWrist,,,midHip,,,RHip,,,RKnee,,,RAnkle,,,LHip,,,LKnee,,,LAnkle,,,LBigToe,,,LSmallToe,,,LHeel,,,RBigToe,,,RSmallToe,,,RHeel,,,r.ASIS_study,,,L.ASIS_study,,,r.PSIS_study,,,L.PSIS_study,,,r_knee_study,,,r_mknee_study,,,r_ankle_study,,,r_mankle_study,,,r_toe_study,,,r_5meta_study,,,r_calc_study,,,L_knee_study,,,L_mknee_study,,,L_ankle_study,,,L_mankle_study,,,L_toe_study,,,L_calc_study,,,L_5meta_study,,,r_shoulder_study,,,L_shoulder_study,,,C7_study,,,r_thigh1_study,,,r_thigh2_study,,,r_thigh3_study,,,L_thigh1_study,,,L_thigh2_study,,,L_thigh3_study,,,r_sh1_study,,,r_sh2_study,,,r_sh3_study,,,L_sh1_study,,,L_sh2_study,,,L_sh3_study,,,RHJC_study,,,LHJC_study,,,r_lelbow_study,,,r_melbow_study,,,r_lwrist_study,,,r_mwrist_study,,,L_lelbow_study,,,L_melbow_study,,,L_lwrist_study,,,L_mwrist_study,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53,X54,Y54,Z54,X55,Y55,Z55,X56,Y56,Z56,X57,Y57,Z57,X58,Y58,Z58,X59,Y59,Z59,X60,Y60,Z60,X61,Y61,Z61,X62,Y62,Z62,X63,Y63,Z63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.85,0.35902,1.3948486,0.41935,0.38638,1.4052186,0.59728,0.31537,1.2145486,0.7702,0.31214,1.0110186,0.68674,0.35575,1.3809786,0.22903,0.27794,1.1934886,0.081,0.32884,0.9940186,0.17337,0.38629,0.9177186,0.434,0.39824,0.9210086,0.54808,0.37326,0.5162986,0.5536,0.34551,0.1258486,0.56947,0.38382,0.9155786,0.31487,0.43967,0.5363486,0.29104,0.34288,0.1340086,0.29056,0.47798,0.0788086,0.23279,0.47139,0.0799686,0.23428,0.29806,0.0932086,0.30676,0.49596,0.0885586,0.61612,0.49231,0.0901486,0.6147,0.3212,0.0962586,0.5589,0.4686544,0.9828992,0.6052724,0.4465572,0.9764592,0.2612617,0.2296156,0.9962434,0.5138592,0.2217718,0.9931429,0.3788762,0.363929,0.5228197,0.623187,0.3787675,0.5243131,0.4972085,0.3364705,0.1262619,0.6107346,0.3697933,0.1302326,0.5293174,0.4765758,0.0983802,0.6009259,0.4236121,0.1004228,0.6453899,0.279419,0.1014003,0.5480181,0.3992987,0.5248521,0.2404652,0.4366152,0.5261908,0.3731409,0.319483,0.1339674,0.2604003,0.368027,0.1352686,0.3427305,0.4626325,0.0856686,0.2572661,0.2655751,0.1186879,0.3293158,0.4032111,0.0946845,0.2146863,0.388083,1.4539079,0.59468,0.3540918,1.4419829,0.2290754,0.2688783,1.468678,0.4227707,0.4461851,0.7613763,0.6419322,0.4080122,0.6671226,0.658382,0.3221224,0.7667634,0.6579975,0.4430925,0.7764115,0.2124358,0.4164039,0.6779561,0.1990843,0.308405,0.76089,0.2094247,0.3529526,0.4082819,0.6266837,0.3775836,0.2881837,0.6394878,0.3036258,0.2990774,0.6307063,0.3776564,0.4061303,0.2427385,0.3837675,0.2850688,0.2250441,0.3087616,0.3059801,0.2428265,0.3522484,0.8957305,0.5387161,0.3387842,0.8917108,0.3309053,0.3339062,1.2044315,0.807765,0.2610736,1.2103633,0.7837866,0.3279621,1.0159645,0.6484868,0.3059274,0.9794344,0.7023002,0.2944463,1.1799936,0.0352643,0.2256814,1.1723353,0.0653592,0.3403932,1.0127661,0.2121862,0.326862,0.9634985,0.1639246
53,0.8666667,0.35849,1.3945186,0.42088,0.38707,1.4048386,0.5989,0.31527,1.2141286,0.77123,0.3135,1.0129586,0.68752,0.35416,1.3807086,0.23032,0.2762,1.1941886,0.08239,0.32892,0.9952686,0.17437,0.3862,0.9180086,0.43548,0.39805,0.9213286,0.54931,0.37402,0.5166186,0.55282,0.3443,0.1248886,0.56934,0.38375,0.9158986,0.31662,0.44021,0.5357886,0.29097,0.34249,0.1329786,0.28639,0.47616,0.0795686,0.22537,0.46957,0.0807786,0.22702,0.29662,0.0920886,0.30252,0.49655,0.0892686,0.61573,0.49282,0.0908286,0.61434,0.32001,0.0951586,0.55926,0.4687426,0.9826575,0.6067644,0.4462333,0.9767475,0.2625704,0.2296606,0.9967126,0.5158439,0.2216633,0.9938101,0.3807496,0.3645948,0.52315,0.6238282,0.3790982,0.524704,0.4982167,0.336974,0.1263847,0.6110813,0.3699158,0.1304245,0.5300028,0.4769424,0.0988301,0.6013559,0.4241336,0.1009135,0.6456537,0.2795201,0.1016487,0.5486316,0.4046194,0.5270026,0.2384945,0.4422409,0.5276281,0.3707468,0.3205002,0.1366281,0.2586188,0.3691231,0.1372424,0.340698,0.4625713,0.0866822,0.2548752,0.2663869,0.1220605,0.3277,0.4030402,0.0970262,0.2126464,0.3891209,1.4536421,0.596576,0.3539742,1.4416434,0.2312629,0.269518,1.4688872,0.4251202,0.4461468,0.7616647,0.6428955,0.4083083,0.6674144,0.6591407,0.3227114,0.7669799,0.6590097,0.4441924,0.7793396,0.2126769,0.4191105,0.6806956,0.1985709,0.3100048,0.7622021,0.2100762,0.3537262,0.4085181,0.6271133,0.3782938,0.2883532,0.6397138,0.3043585,0.299281,0.6311726,0.3821322,0.408063,0.2408514,0.3868182,0.2869882,0.2233154,0.3118892,0.3087339,0.2409293,0.3523033,0.8959954,0.5403098,0.3385827,0.892293,0.3323871,0.3346124,1.2045981,0.8095944,0.2619517,1.2107027,0.7859208,0.3276422,1.0162271,0.6504301,0.3057384,0.9798043,0.7040994,0.2937489,1.1804011,0.0369989,0.2250823,1.1729186,0.0670806,0.3391824,1.0133998,0.2142375,0.3257558,0.9642149,0.1659808
54,0.8833333,0.36001,1.3946086,0.42029,0.38852,1.4046586,0.5985,0.31424,1.2135586,0.77146,0.31432,1.0105086,0.68778,0.35576,1.3809386,0.22955,0.27657,1.1948086,0.08248,0.32805,0.9954486,0.17439,0.38555,0.9183986,0.43496,0.39815,0.9215086,0.54901,0.37493,0.5162586,0.55224,0.3438,0.1231386,0.57086,0.38247,0.9164186,0.31582,0.44095,0.5364186,0.29013,0.34517,0.1332086,0.28079,0.47701,0.0824786,0.21957,0.47003,0.0837186,0.22136,0.30153,0.0926786,0.29612,0.49643,0.0889886,0.61547,0.49268,0.0904186,0.6141,0.31832,0.0924286,0.56191,0.4683774,0.9825488,0.6062338,0.4452257,0.9771501,0.2617994,0.2292594,0.9973105,0.5160328,0.2210233,0.9946064,0.3808079,0.3647903,0.5235709,0.622722,0.3788297,0.5250975,0.4973503,0.3368025,0.1265376,0.6102096,0.3692951,0.1305893,0.5293611,0.4766851,0.0994054,0.6005181,0.4240586,0.1015508,0.6447557,0.2788781,0.1017916,0.5480484,0.4085575,0.529168,0.2346329,0.4463903,0.5290919,0.3666495,0.321629,0.1389968,0.2543757,0.3702586,0.1389312,0.3363251,0.4626411,0.0880544,0.2500083,0.2674264,0.1246924,0.3236428,0.4031261,0.0995473,0.2081103,0.3898907,1.4535863,0.5967064,0.3534267,1.4412977,0.231475,0.2697546,1.4692813,0.4256991,0.4458542,0.762011,0.6419304,0.4082893,0.6677945,0.6580712,0.3228986,0.7673651,0.6582596,0.4445635,0.7821811,0.211011,0.4208402,0.6833847,0.1961114,0.3107697,0.7635986,0.2086072,0.3539303,0.4088564,0.6259586,0.3783726,0.2886291,0.6384837,0.3045306,0.2995512,0.6302779,0.3856141,0.4100181,0.23688,0.3893643,0.2889101,0.2193123,0.3144283,0.3112597,0.2368343,0.3518765,0.8963631,0.5399588,0.3377621,0.8929625,0.3318865,0.3345866,1.2046877,0.8093923,0.2620348,1.2109068,0.7858777,0.3269806,1.0163005,0.6503348,0.3051006,0.979938,0.703881,0.2927351,1.1809808,0.0367199,0.2241562,1.1736902,0.0667789,0.337637,1.0141123,0.2143142,0.3242931,0.9650352,0.1660084
55,0.9,0.36047,1.3954986,0.42147,0.38915,1.4048286,0.5996,0.31562,1.2125786,0.77164,0.31596,1.0107186,0.68793,0.35606,1.3825986,0.23079,0.27633,1.1964786,0.0834,0.32805,0.9963786,0.17442,0.38656,0.9190286,0.43391,0.39883,0.9218886,0.5482,0.37628,0.5176786,0.5524,0.34499,0.1243386,0.56984,0.38379,0.9173486,0.31455,0.43752,0.5361286,0.28977,0.34777,0.1323486,0.27484,0.4793,0.0845986,0.21393,0.47202,0.0860086,0.2157,0.30428,0.0915086,0.28866,0.49618,0.0890886,0.61596,0.49252,0.0905086,0.61449,0.32002,0.0936586,0.56071,0.4696611,0.9826266,0.6053034,0.4460112,0.9779056,0.2603688,0.23039,0.9980323,0.5156644,0.2219744,0.995574,0.3802095,0.3664869,0.5240946,0.6215002,0.38002,0.5255339,0.4963492,0.3381866,0.1269178,0.6093931,0.3702216,0.1309288,0.5287821,0.477732,0.0999644,0.5999931,0.4253499,0.1023317,0.6440308,0.2798556,0.1022521,0.5475138,0.4123578,0.5312471,0.2307047,0.4503489,0.5305508,0.3625378,0.3245476,0.1410233,0.2491288,0.3731447,0.14038,0.3309359,0.4648944,0.0899394,0.2443005,0.2703466,0.1264122,0.3184873,0.4054022,0.102088,0.2026604,0.3919138,1.4538015,0.5966365,0.3544243,1.4413953,0.231364,0.2713255,1.4698716,0.4260225,0.4471016,0.7625784,0.6404958,0.4097997,0.6683582,0.6566773,0.3246837,0.7679211,0.657215,0.4461537,0.7845956,0.2089528,0.4232657,0.6857779,0.1933702,0.3125801,0.7652055,0.2066544,0.3556082,0.4093188,0.62475,0.3798978,0.2890706,0.6371976,0.3062258,0.3000139,0.6293663,0.3894268,0.4119964,0.2325488,0.3928608,0.2908944,0.2146101,0.3178662,0.3134299,0.2321838,0.3530359,0.8969055,0.5391507,0.338608,0.8939023,0.3307746,0.3361461,1.2047314,0.8088256,0.2636743,1.211004,0.7854907,0.3281319,1.0164556,0.6498423,0.3062435,0.9801364,0.7032717,0.2931914,1.1819686,0.0362595,0.2247174,1.1748844,0.0663493,0.3376986,1.0151347,0.2140516,0.3243823,0.9661538,0.1657053
56,0.9166667,0.36052,1.3961586,0.41912,0.38901,1.4063786,0.59713,0.31735,1.2160886,0.77032,0.31932,1.0125286,0.68818,0.35623,1.3822986,0.22863,0.27868,1.1962386,0.08091,0.32813,0.9972986,0.17353,0.38608,0.9183886,0.43341,0.39848,0.9218286,0.54762,0.3779,0.5203086,0.55227,0.34531,0.1239686,0.56931,0.38313,0.9163686,0.31412,0.43422,0.5356586,0.29125,0.35012,0.1277286,0.2684,0.48516,0.0875686,0.20944,0.4781,0.0881486,0.21125,0.3056,0.0864486,0.28045,0.49544,0.0881686,0.61682,0.49171,0.0896686,0.61532,0.3201,0.0940586,0.56112,0.4693662,0.9815419,0.6048773,0.4454235,0.9773208,0.25959,0.2300632,0.9975266,0.5156523,0.2215461,0.9952433,0.3800384,0.3668721,0.5234536,0.6210075,0.3799448,0.5247678,0.4960121,0.3380748,0.1260709,0.6094117,0.3697178,0.1300128,0.528964,0.4772702,0.0991988,0.6005068,0.4250755,0.1017471,0.6443201,0.2794287,0.1014796,0.5476996,0.4131282,0.5316472,0.2280953,0.4510523,0.5304156,0.3599758,0.3267238,0.1407942,0.24394,0.3751213,0.139702,0.3257943,0.4670034,0.0908585,0.2391903,0.2724891,0.1250841,0.3131158,0.4076671,0.1030891,0.197515,0.3923661,1.4531294,0.5967906,0.3539977,1.4402641,0.2314638,0.2712935,1.4694553,0.4264898,0.4469382,0.7621133,0.6397127,0.4099415,0.6678325,0.6559888,0.3249655,0.7672675,0.6567709,0.4460217,0.7851627,0.2078578,0.4234992,0.6863779,0.1916752,0.3125464,0.7653801,0.2052999,0.3559008,0.4085504,0.6243084,0.3799616,0.2882443,0.6367144,0.3064786,0.2992758,0.6292776,0.3908005,0.4123084,0.2291704,0.3946823,0.2912194,0.2105129,0.3194858,0.3134181,0.2280824,0.3526414,0.8962313,0.538831,0.3380263,0.8935134,0.3302393,0.3366657,1.2042327,0.8087984,0.2641646,1.2104522,0.7856239,0.3284133,1.0160345,0.6497688,0.3066155,0.9796822,0.7032001,0.2928592,1.1817992,0.0357706,0.224396,1.1748336,0.0657443,0.3367514,1.0151472,0.2140121,0.3236559,0.9662172,0.1655812
57,0.9333333,0.35988,1.3958586,0.42079,0.38888,1.4053386,0.59903,0.31418,1.2114386,0.77008,0.31253,1.0099986,0.68572,0.35517,1.3826486,0.22999,0.27699,1.1972586,0.083,0.33074,0.9973486,0.17327,0.38544,0.9183886,0.43422,0.39872,0.9206186,0.54757,0.37743,0.5177186,0.55066,0.3449,0.1237086,0.56814,0.38153,0.9172486,0.31584,0.43054,0.5324586,0.29096,0.3532,0.1264986,0.26381,0.48785,0.0867886,0.20548,0.48061,0.0872586,0.2074,0.30893,0.0850386,0.27717,0.49426,0.0883286,0.6159,0.49057,0.0898786,0.61435,0.32044,0.0936486,0.55908,0.4689745,0.9810803,0.6057637,0.4446723,0.9775381,0.2601639,0.2294623,0.9975541,0.5168705,0.2208203,0.9955056,0.3811201,0.3670322,0.5232525,0.6217263,0.3795402,0.5245552,0.4967495,0.3379471,0.1257941,0.610605,0.3691613,0.1297333,0.5301983,0.4766693,0.0990095,0.602175,0.4246888,0.101839,0.6457946,0.279038,0.1013329,0.5490031,0.4124562,0.5321696,0.2273362,0.450204,0.5304444,0.3591717,0.3292891,0.1406291,0.2399966,0.3773931,0.1392159,0.3217946,0.4699652,0.0924228,0.2353714,0.2750401,0.1235115,0.3088223,0.4107636,0.1043682,0.1936647,0.3923009,1.453059,0.5982686,0.3532805,1.4399612,0.2327977,0.2707884,1.4696049,0.4281943,0.4467175,0.7621508,0.6401183,0.4099786,0.6677644,0.6565287,0.3251273,0.7670396,0.6577201,0.4454216,0.7857807,0.2083417,0.4229113,0.6870617,0.191674,0.3119298,0.7660873,0.2054957,0.3559741,0.4082769,0.6250838,0.3798678,0.2879345,0.63741,0.3065967,0.2990386,0.6304089,0.3911772,0.4128781,0.2275136,0.3960668,0.2919334,0.2079437,0.3206814,0.3133578,0.2255208,0.3520881,0.8961046,0.5397928,0.3372411,0.8937793,0.3310124,0.3358599,1.2036954,0.8095828,0.2634311,1.2100176,0.7864081,0.3273886,1.015521,0.6506927,0.3053408,0.9792463,0.7039328,0.2925085,1.182358,0.0366446,0.2240149,1.1753261,0.0666176,0.3362826,1.0157382,0.2151288,0.3234135,0.9667812,0.1665634
58,0.95,0.3605,1.3946786,0.42013,0.38885,1.4038386,0.59809,0.31543,1.2117386,0.77156,0.31345,1.0125086,0.68387,0.35633,1.3818986,0.22971,0.2798,1.1955886,0.08008,0.33092,0.9973886,0.17138,0.38737,0.9163486,0.43308,0.4004,0.9199386,0.54612,0.37825,0.5198786,0.55029,0.34659,0.1273186,0.56652,0.38381,0.9136686,0.31501,0.42403,0.5318986,0.28909,0.35659,0.1252986,0.25892,0.49176,0.0844986,0.20197,0.48448,0.0847686,0.20386,0.31286,0.0829286,0.27078,0.49769,0.0896786,0.61502,0.49394,0.0911886,0.6134,0.32174,0.0966286,0.55918,0.4711414,0.9787466,0.6047716,0.4464782,0.9757218,0.2586887,0.2313503,0.9955374,0.5161744,0.2225698,0.9936692,0.3802298,0.3696477,0.5210867,0.6207167,0.3816851,0.5223969,0.4956387,0.3402365,0.1239473,0.6099335,0.3711364,0.1279076,0.5294407,0.4787404,0.0970581,0.6019071,0.4268315,0.1001307,0.645424,0.2810507,0.0997196,0.5483799,0.4126548,0.5303575,0.2249134,0.4503358,0.5282091,0.3568144,0.3341788,0.1380106,0.2339981,0.3820923,0.1363723,0.315801,0.4755678,0.0917615,0.229928,0.2800631,0.1193464,0.3023292,0.4164934,0.1030002,0.1880245,0.3943192,1.4511026,0.5979853,0.3547958,1.4377556,0.232131,0.2724155,1.4676245,0.4280353,0.4491274,0.7601638,0.638783,0.412558,0.6656944,0.6553601,0.3277224,0.7647947,0.6569154,0.4468931,0.7837489,0.2068889,0.4238951,0.6852093,0.1898169,0.3131868,0.7646402,0.2037288,0.3584767,0.4061368,0.6240851,0.3822123,0.2858842,0.636282,0.3090802,0.2970372,0.6297798,0.3927363,0.4112222,0.2240397,0.3991026,0.290464,0.2034009,0.3234641,0.3108128,0.2211002,0.3541041,0.8939455,0.5388638,0.3390285,0.891916,0.3297931,0.3372843,1.2017257,0.8088275,0.2650206,1.2081064,0.7857067,0.3285031,1.014107,0.6494692,0.306466,0.9777207,0.7025647,0.2947488,1.1811148,0.0352043,0.2262031,1.1739381,0.0649804,0.3381218,1.0146292,0.2140377,0.3256481,0.9655655,0.1653955
59,0.9666667,0.35944,1.3956886,0.41915,0.3888,1.4041286,0.59765,0.31738,1.2132286,0.76902,0.31819,1.0127986,0.68348,0.35448,1.3835486,0.22808,0.2755,1.1970986,0.08353,0.33162,0.9965486,0.16945,0.38689,0.9187286,0.43234,0.4003,0.9217986,0.54544,0.37917,0.5171586,0.54844,0.34678,0.1253386,0.56746,0.38285,0.9169886,0.3142,0.41764,0.5243086,0.28933,0.35908,0.1228086,0.25514,0.49663,0.0812786,0.19954,0.48953,0.0816886,0.20129,0.31438,0.0813286,0.26803,0.49704,0.0885286,0.61576,0.49331,0.0901086,0.61419,0.32091,0.0936286,0.55956,0.4709118,0.9809922,0.6040423,0.4458016,0.9782558,0.2578695,0.2308147,0.9977436,0.5156897,0.2218706,0.995951,0.3797206,0.3696017,0.5231093,0.6198827,0.3813284,0.5243985,0.494707,0.3397672,0.1261083,0.6099076,0.3704937,0.1300482,0.5292769,0.4782889,0.0989463,0.602316,0.4262721,0.1022409,0.6457001,0.2804101,0.1020328,0.5484331,0.409167,0.5320195,0.2235509,0.4466248,0.5295026,0.3553476,0.336592,0.1389314,0.2289275,0.3842169,0.1371772,0.3106395,0.4790737,0.0943783,0.2254933,0.2826905,0.1187771,0.2965737,0.4202031,0.1048407,0.183395,0.3936375,1.4535885,0.5978928,0.3535021,1.4400326,0.2315976,0.2711747,1.4700258,0.4279975,0.4490601,0.7625868,0.6377561,0.4125643,0.6679445,0.6544441,0.3277342,0.7669322,0.6563008,0.44563,0.7853951,0.2061777,0.4218171,0.686946,0.1888468,0.3116798,0.767244,0.2027645,0.3582514,0.4081465,0.6234314,0.3817557,0.2879378,0.6356431,0.3088171,0.2991161,0.6295678,0.3908497,0.4131237,0.2215862,0.3990386,0.2926673,0.1998522,0.3232419,0.3116858,0.2176738,0.3537491,0.8962452,0.5381827,0.3383877,0.8943716,0.3290613,0.3371085,1.2036686,0.8081886,0.2648627,1.210048,0.7853281,0.3283703,1.0167137,0.648488,0.3063165,0.9802251,0.7014689,0.2938396,1.1838273,0.0348012,0.2253,1.1765226,0.0646395,0.3377622,1.0172197,0.2133293,0.325247,0.9681142,0.1646685
60,0.9833333,0.36048,1.3951686,0.41963,0.38723,1.4031586,0.59703,0.31601,1.2120286,0.76971,0.31367,1.0099086,0.68154,0.35763,1.3836886,0.23004,0.27834,1.1966586,0.07939,0.3323,0.9964186,0.16781,0.38766,0.9141286,0.43025,0.40168,0.9178986,0.54234,0.37881,0.5170086,0.54555,0.34728,0.1265886,0.56705,0.38297,0.9113686,0.31319,0.41257,0.5226986,0.28631,0.35912,0.1208486,0.2535,0.49616,0.0759486,0.19953,0.48925,0.0766286,0.20127,0.31351,0.0802286,0.26719,0.49656,0.0888586,0.61589,0.4928,0.0904186,0.61427,0.32243,0.0966386,0.55957,0.4719508,0.9763661,0.6020852,0.4463868,0.9739734,0.2555838,0.231516,0.993074,0.5138524,0.22239,0.9913968,0.3777612,0.3707956,0.5182144,0.6182041,0.3821227,0.5195334,0.4926855,0.340622,0.121852,0.6089347,0.3711711,0.1257959,0.5280092,0.4789633,0.0943179,0.6016976,0.4268824,0.0979976,0.6450508,0.2810994,0.0980981,0.5474379,0.4061058,0.5267254,0.2209357,0.4435376,0.5239491,0.3529478,0.3393418,0.1328602,0.2234998,0.3868084,0.1310726,0.3052802,0.4829525,0.0896759,0.2209418,0.2855996,0.1115791,0.2906284,0.4241683,0.0991595,0.1785195,0.3937109,1.4493341,0.5969043,0.3536515,1.4359531,0.2301337,0.2711633,1.4654734,0.4269506,0.4504688,0.7579215,0.6355631,0.4139585,0.6631843,0.652537,0.3289716,0.7620634,0.654785,0.4453743,0.7796434,0.2039918,0.420461,0.6814475,0.1864246,0.3109552,0.7628474,0.2002114,0.3592444,0.4033786,0.6219,0.3826075,0.283324,0.6340864,0.3097568,0.2945816,0.6285161,0.38932,0.4080865,0.218137,0.3993269,0.2878416,0.1955124,0.3233224,0.3056289,0.2134978,0.3546345,0.891488,0.5362186,0.3389911,0.8898048,0.3269018,0.3373835,1.1992032,0.8065846,0.265113,1.205668,0.7837001,0.3283072,1.0126804,0.6464209,0.3062292,0.976183,0.6992779,0.2945211,1.1805349,0.0326234,0.2259722,1.1729701,0.0623862,0.3387261,1.0136319,0.2110887,0.3265501,0.9644888,0.1622936
61,1,0.36011,1.3940986,0.41877,0.38743,1.4012686,0.59634,0.31726,1.2099586,0.76678,0.31734,1.0090586,0.67872,0.35677,1.3833386,0.22898,0.27727,1.1980486,0.08026,0.33101,0.9959686,0.16542,0.39041,0.9136286,0.42787,0.4037,0.9162686,0.54094,0.3804,0.5139186,0.54616,0.34621,0.1245586,0.56798,0.38649,0.9120886,0.30978,0.40763,0.5203586,0.28872,0.35835,0.1207586,0.25238,0.49792,0.0746286,0.19665,0.4912,0.0751586,0.19829,0.31437,0.0797486,0.26643,0.49717,0.0874986,0.61628,0.49342,0.0890486,0.61476,0.3224,0.0944586,0.56015,0.4748767,0.9758878,0.5997342,0.4487567,0.9737434,0.253198,0.2342667,0.9922792,0.5117537,0.2249144,0.9906803,0.375675,0.3735495,0.5175518,0.6163515,0.3847184,0.5187703,0.4907265,0.3424873,0.1218923,0.6082621,0.3729702,0.1257246,0.5271346,0.4809246,0.0937998,0.6015278,0.4285675,0.0978106,0.6447416,0.2828348,0.0983934,0.5468412,0.4039589,0.5251551,0.2188983,0.4413733,0.5221807,0.350797,0.342453,0.1309713,0.2191751,0.3898059,0.1291764,0.3008271,0.4872675,0.0885868,0.2171112,0.2889665,0.1088642,0.2857924,0.4285545,0.0972277,0.1745889,0.3950591,1.4491338,0.5955933,0.3548043,1.4358289,0.2284217,0.2723492,1.4647073,0.4256664,0.4535816,0.7575136,0.6330946,0.416959,0.6626886,0.6503486,0.3319759,0.7614394,0.6527392,0.4465856,0.777619,0.2018594,0.4203625,0.6796578,0.1843213,0.3118907,0.7623959,0.1979804,0.3616653,0.4028367,0.6203541,0.3846473,0.2829447,0.6326478,0.3120018,0.2943611,0.627503,0.3884599,0.4068491,0.2154079,0.400057,0.2868759,0.1920797,0.3240461,0.3036143,0.210239,0.3575984,0.8908455,0.5338601,0.3416096,0.8892995,0.3245289,0.3392526,1.198437,0.8046043,0.2671313,1.2048473,0.7818231,0.330414,1.0126113,0.6440381,0.3084138,0.9760174,0.6966753,0.2963185,1.1812952,0.0308779,0.2278228,1.1736977,0.0606753,0.3407132,1.013787,0.2088183,0.3285747,0.9648108,0.1599554
62,1.0166667,0.35996,1.3937186,0.41756,0.38622,1.4009186,0.59535,0.31723,1.2066786,0.7646,0.31604,1.0040886,0.67402,0.35764,1.3828586,0.22766,0.27799,1.1995686,0.07761,0.33429,0.9951586,0.16228,0.39144,0.9125886,0.42566,0.40526,0.9153286,0.53824,0.3805,0.5141186,0.54453,0.34391,0.1221886,0.56644,0.38696,0.9109786,0.3081,0.39995,0.5145086,0.28431,0.35941,0.1199286,0.25223,0.49838,0.0746186,0.19698,0.49147,0.0751486,0.19862,0.31702,0.0773086,0.26576,0.49602,0.0876686,0.61506,0.4922,0.0891386,0.61351,0.31902,0.0925286,0.55928,0.4759795,0.9748793,0.5976498,0.4495409,0.9730511,0.2510021,0.2352622,0.9909263,0.5097404,0.2257789,0.9894248,0.3736421,0.3742342,0.5161983,0.6149404,0.3852369,0.5173665,0.4890572,0.3419038,0.1211489,0.6077243,0.3723732,0.1248702,0.526344,0.4804809,0.0926269,0.6014305,0.4278759,0.0969217,0.6445408,0.2820468,0.0978531,0.5462645,0.3993412,0.5227798,0.2172818,0.4367649,0.519769,0.349195,0.343163,0.128215,0.2161686,0.3904343,0.1265574,0.297736,0.489067,0.0869127,0.2146434,0.2899894,0.1052676,0.2824043,0.4304609,0.0944953,0.1720045,0.3942981,1.44864,0.594597,0.3544189,1.4355906,0.2270427,0.2717098,1.4635663,0.4246444,0.4549071,0.7562301,0.6309435,0.4180649,0.6613881,0.6485468,0.3330533,0.760222,0.65106,0.4459112,0.7746288,0.199935,0.4181484,0.6769438,0.1824878,0.3108435,0.7612503,0.1958786,0.3618909,0.4015752,0.6191894,0.3844316,0.2817598,0.6315496,0.3118985,0.293443,0.6267219,0.3851128,0.4047852,0.2133555,0.3983326,0.2850053,0.1895526,0.322307,0.3007655,0.2079167,0.3587628,0.8896205,0.5316598,0.342572,0.8882525,0.3222679,0.3391832,1.196518,0.8025894,0.2670233,1.2030595,0.7797892,0.3303595,1.0113194,0.641542,0.3082914,0.9746478,0.6938975,0.2966124,1.1818582,0.0289936,0.228139,1.1740727,0.0588644,0.3414135,1.0135492,0.2064975,0.3294681,0.9647473,0.1573812
