Frame#,Time,Neck,,,RShoulder,,,RElbow,,,RWrist,,,LShoulder,,,LElbow,,,LWrist,,,midHip,,,RHip,,,RKnee,,,RAnkle,,,LHip,,,LKnee,,,LAnkle,,,LBigToe,,,LSmallToe,,,LHeel,,,RBigToe,,,RSmallToe,,,RHeel,,,r.ASIS_study,,,L.ASIS_study,,,r.PSIS_study,,,L.PSIS_study,,,r_knee_study,,,r_mknee_study,,,r_ankle_study,,,r_mankle_study,,,r_toe_study,,,r_5meta_study,,,r_calc_study,,,L_knee_study,,,L_mknee_study,,,L_ankle_study,,,L_mankle_study,,,L_toe_study,,,L_calc_study,,,L_5meta_study,,,r_shoulder_study,,,L_shoulder_study,,,C7_study,,,r_thigh1_study,,,r_thigh2_study,,,r_thigh3_study,,,L_thigh1_study,,,L_thigh2_study,,,L_thigh3_study,,,r_sh1_study,,,r_sh2_study,,,r_sh3_study,,,L_sh1_study,,,L_sh2_study,,,L_sh3_study,,,RHJC_study,,,LHJC_study,,,r_lelbow_study,,,r_melbow_study,,,r_lwrist_study,,,r_mwrist_study,,,L_lelbow_study,,,L_melbow_study,,,L_lwrist_study,,,L_mwrist_study,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53,X54,Y54,Z54,X55,Y55,Z55,X56,Y56,Z56,X57,Y57,Z57,X58,Y58,Z58,X59,Y59,Z59,X60,Y60,Z60,X61,Y61,Z61,X62,Y62,Z62,X63,Y63,Z63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,4.0833333,0.36181,1.3904586,0.34921,0.3915,1.3961486,0.52735,0.33065,1.1871986,0.68861,0.33617,0.9816586,0.6091,0.35635,1.3813386,0.15997,0.27488,1.1759486,0.01776,0.33723,0.9785086,0.0959,0.38757,0.9092386,0.35441,0.40343,0.9144286,0.4674,0.35904,0.5102786,0.51397,0.35422,0.1317186,0.56102,0.38162,0.9040986,0.23691,0.34411,0.4998486,0.2363,0.34507,0.1199086,0.21638,0.47394,0.0767186,0.1379,0.46781,0.0784686,0.14031,0.30906,0.0808986,0.23577,0.50199,0.0911686,0.6056,0.49782,0.0924686,0.60426,0.32624,0.0994086,0.55547,0.4778303,0.9785766,0.5261124,0.4422575,0.9708375,0.1777425,0.2363786,0.9917179,0.440907,0.2231362,0.9881185,0.3044503,0.3549952,0.5232915,0.5802318,0.3688897,0.5163625,0.4547044,0.3434813,0.1392157,0.5997374,0.3777033,0.1366502,0.5185369,0.4858427,0.1042001,0.5923621,0.4324121,0.1062072,0.6362368,0.2893217,0.1132697,0.5422197,0.3175616,0.5081976,0.1741731,0.3754019,0.5116721,0.3029104,0.3137126,0.1253031,0.1822764,0.3772555,0.1305553,0.2570467,0.4649485,0.0898423,0.1596736,0.2796321,0.1038048,0.2558802,0.400069,0.0876238,0.1254701,0.389744,1.4554679,0.5282243,0.3499626,1.4485056,0.1584068,0.267475,1.468417,0.3568457,0.4466549,0.7588668,0.5764735,0.4050164,0.6672536,0.6015247,0.3234056,0.7672239,0.5919225,0.4015693,0.7483042,0.1256266,0.3554247,0.6541662,0.1211266,0.2632132,0.7500142,0.1401127,0.3459921,0.4150266,0.5935545,0.3736643,0.3007753,0.6146961,0.3041881,0.3069807,0.605509,0.3118966,0.3974602,0.171434,0.3378082,0.282701,0.1436533,0.265605,0.2898069,0.1787496,0.3572105,0.8863047,0.4615399,0.3355761,0.8814773,0.2511007,0.3508288,1.1792169,0.720376,0.277987,1.1803151,0.6963776,0.3606873,0.9879698,0.5695159,0.3293601,0.953506,0.6238661,0.2902221,1.1709668,-0.0267335,0.2234408,1.1625222,0.0073192,0.352873,0.9996578,0.1384785,0.3321913,0.9500709,0.0900544
247,4.1,0.36062,1.3905286,0.34961,0.3911,1.3954086,0.5287,0.3297,1.1890386,0.6893,0.33751,0.9812086,0.6095,0.3547,1.3822886,0.15927,0.27501,1.1773886,0.01681,0.33955,0.9784886,0.09359,0.38811,0.9088186,0.35511,0.40403,0.9136586,0.46776,0.35849,0.5095086,0.51395,0.35406,0.1312686,0.56086,0.38207,0.9039986,0.23795,0.34405,0.4998686,0.23565,0.34439,0.1194186,0.2168,0.47395,0.0768186,0.13916,0.46775,0.0784986,0.14154,0.30848,0.0803286,0.2357,0.5021,0.0907386,0.6057,0.49795,0.0920386,0.60436,0.32587,0.0992386,0.55522,0.4781216,0.9781054,0.5269308,0.442735,0.9706507,0.1785644,0.2368364,0.9907811,0.4416918,0.2236743,0.987281,0.305241,0.3549078,0.5222669,0.5810713,0.3688419,0.5153533,0.4556549,0.3433954,0.1382091,0.6004957,0.3776236,0.1356541,0.5193774,0.485799,0.103378,0.5931355,0.4324118,0.1052183,0.6369962,0.2892619,0.1121987,0.5429699,0.3175089,0.5072481,0.1751282,0.3753961,0.5107629,0.3039545,0.3135509,0.1243291,0.1831063,0.3771849,0.1296137,0.2579632,0.4650071,0.0890885,0.1605939,0.2794553,0.1027407,0.256716,0.4000393,0.0867458,0.1263133,0.3902899,1.4539944,0.5294803,0.3503133,1.4474938,0.159811,0.2680725,1.467163,0.3582451,0.4469079,0.7579839,0.5773419,0.4051263,0.6663031,0.6023672,0.3237191,0.7665206,0.5925299,0.4020934,0.7475059,0.1263276,0.3557123,0.6533099,0.1219144,0.263559,0.7494454,0.1408215,0.3458575,0.4140095,0.5943677,0.3735032,0.2997504,0.6155222,0.3041325,0.3059794,0.6062276,0.3117616,0.3965154,0.17233,0.3376704,0.2817263,0.1444794,0.2654207,0.2888511,0.1796149,0.3577614,0.8857316,0.4621899,0.3362414,0.8810768,0.2517505,0.3509975,1.1775984,0.7210708,0.2780316,1.178916,0.6974886,0.3598554,0.986331,0.5706705,0.3282281,0.952072,0.6251183,0.2906884,1.1701756,-0.026201,0.2239274,1.16173,0.0079199,0.353167,0.9988883,0.1385542,0.3322182,0.9492821,0.090037
248,4.1166667,0.35946,1.3912186,0.35021,0.38993,1.3962786,0.52996,0.33072,1.1927186,0.68838,0.33989,0.9859586,0.61139,0.3537,1.3826086,0.15912,0.27565,1.1753786,0.0164,0.33942,0.9781186,0.09403,0.38696,0.9076286,0.35428,0.40221,0.9128186,0.46576,0.35926,0.5110386,0.51318,0.35366,0.1316686,0.56054,0.38121,0.9035586,0.23839,0.34283,0.4993886,0.23519,0.34486,0.1203386,0.21646,0.47342,0.0761186,0.13928,0.46715,0.0779586,0.14172,0.30975,0.0810286,0.23567,0.50185,0.0894486,0.60631,0.49791,0.0907186,0.60484,0.32536,0.0994986,0.55543,0.4767117,0.9767991,0.5261705,0.4415115,0.9697248,0.1779257,0.2356828,0.9891954,0.4409885,0.222599,0.9858443,0.3045871,0.3533876,0.5206129,0.580308,0.3675022,0.5137109,0.4549929,0.3418337,0.1367311,0.5997506,0.3761625,0.1341985,0.5187006,0.4843729,0.1019226,0.5925282,0.4309242,0.1037373,0.6363765,0.2877705,0.1107902,0.542184,0.3159056,0.5057323,0.1744493,0.373871,0.5093183,0.3033338,0.312093,0.1227929,0.1824635,0.3758501,0.1281224,0.2573938,0.4637624,0.087743,0.1600225,0.2780368,0.1011532,0.2561072,0.3986972,0.0852608,0.1256986,0.3892006,1.4518921,0.5294254,0.3489032,1.4457869,0.1596692,0.2669176,1.4652406,0.3582224,0.4455929,0.7564699,0.5767099,0.4036927,0.6647227,0.6016685,0.3223251,0.7650625,0.5915448,0.4009374,0.7461149,0.1254905,0.3543601,0.6518596,0.1211285,0.2622611,0.7481631,0.1400023,0.3442908,0.4124049,0.5936015,0.371887,0.2982132,0.6148083,0.3026058,0.3044092,0.6054172,0.3101598,0.3950072,0.1716141,0.3361459,0.2802021,0.1437495,0.2638104,0.2873048,0.1789594,0.3566319,0.8843774,0.4612756,0.3352282,0.8799522,0.2509057,0.3499775,1.1763563,0.720747,0.2769288,1.1776697,0.6976422,0.3581334,0.9852221,0.5705873,0.3264583,0.9510313,0.6251692,0.289894,1.1687117,-0.0272566,0.2231322,1.1602085,0.0068407,0.3522008,0.9978134,0.1373185,0.3311541,0.9480269,0.0888148
249,4.1333333,0.36319,1.3908586,0.352,0.39142,1.3959286,0.53009,0.32923,1.1883386,0.69007,0.33549,0.9807486,0.60826,0.35907,1.3824786,0.16289,0.2765,1.1812486,0.0181,0.33869,0.9792686,0.09315,0.38783,0.9087686,0.35398,0.40309,0.9134986,0.46655,0.35735,0.5096086,0.51329,0.35481,0.1312686,0.56082,0.38234,0.9043186,0.23695,0.34205,0.4995986,0.23583,0.34583,0.1196386,0.21558,0.47394,0.0768086,0.13873,0.46762,0.0787086,0.14111,0.30989,0.0812786,0.23428,0.50149,0.0903786,0.60551,0.49726,0.0916886,0.60415,0.32608,0.0987086,0.5564,0.477371,0.9777979,0.526043,0.4424959,0.9710757,0.1777643,0.236482,0.9900287,0.4407196,0.223534,0.9868064,0.3043081,0.3538296,0.5213019,0.5801052,0.3680154,0.5144021,0.4548786,0.3423257,0.1374742,0.5996545,0.3766808,0.1349491,0.5186793,0.4848862,0.1027947,0.5924855,0.4314612,0.1045435,0.6362885,0.2883264,0.1114877,0.5421358,0.3162683,0.5065193,0.1742005,0.3741921,0.5101408,0.3032451,0.3128575,0.1235922,0.1820691,0.3766613,0.1289452,0.2571301,0.4647116,0.0886615,0.1598522,0.2788256,0.1018714,0.255693,0.3996269,0.0860689,0.125425,0.3901666,1.4521816,0.5299243,0.3500342,1.4465737,0.1601588,0.2680127,1.4658301,0.3586914,0.4462166,0.7573237,0.5765276,0.4042299,0.6655043,0.6014623,0.3229528,0.7659654,0.5911466,0.4018721,0.7469824,0.1251035,0.3550751,0.6526931,0.1207616,0.2630249,0.749249,0.1395528,0.344704,0.4131131,0.5934148,0.3722723,0.2989469,0.6146654,0.3031054,0.3051204,0.6052144,0.3105933,0.3958218,0.171289,0.3367638,0.2810104,0.1433545,0.2643119,0.2880958,0.1785916,0.3574254,0.8853832,0.4609179,0.3362176,0.8811701,0.2505254,0.350128,1.1767901,0.7209131,0.2770461,1.1782183,0.6978978,0.3577719,0.9856753,0.570931,0.3259057,0.9515119,0.625403,0.2912385,1.1702099,-0.0275238,0.2244914,1.1618135,0.00655,0.3529484,0.9990572,0.1366782,0.3317179,0.9493816,0.0880312
250,4.15,0.36366,1.3914186,0.35222,0.392,1.3955386,0.5302,0.33016,1.1903986,0.68878,0.33632,0.9799686,0.60738,0.3594,1.3840186,0.16326,0.27737,1.1800086,0.01807,0.3409,0.9788886,0.09235,0.38728,0.9070086,0.35423,0.40224,0.9119586,0.46682,0.35688,0.5080886,0.51362,0.35469,0.1320086,0.56024,0.38214,0.9023486,0.23718,0.3423,0.4981286,0.23458,0.34444,0.1193486,0.21617,0.47287,0.0755286,0.13947,0.46671,0.0771986,0.1419,0.30835,0.0807386,0.23478,0.50211,0.0903686,0.60556,0.49791,0.0916986,0.6042,0.32669,0.1002286,0.5546,0.4765937,0.9758652,0.5264751,0.4421513,0.9695368,0.1781463,0.2358955,0.9881537,0.4409308,0.2231247,0.9850793,0.3044973,0.3529795,0.5190644,0.5804923,0.3672788,0.5122164,0.4552915,0.3418091,0.1356342,0.5999582,0.376235,0.1331534,0.5190372,0.4844146,0.101249,0.5928859,0.4309928,0.1028959,0.6366535,0.2879228,0.1096148,0.5423971,0.3153012,0.5045139,0.17445,0.3732448,0.5081712,0.3037033,0.3121077,0.1216804,0.1822496,0.3759818,0.12707,0.2574601,0.4640923,0.0869117,0.1601969,0.2780862,0.0999324,0.255889,0.3989672,0.0842154,0.1256551,0.3899069,1.4497394,0.5309402,0.3499275,1.4447971,0.1612532,0.2679287,1.4637602,0.3597114,0.4454271,0.7552854,0.5769769,0.4033941,0.6633704,0.6018818,0.3221298,0.7639262,0.5913491,0.4014385,0.7449994,0.1252413,0.3544284,0.6507017,0.1209009,0.2623619,0.7474877,0.1395949,0.3438893,0.4109928,0.5937526,0.3715241,0.2969479,0.6150192,0.3024507,0.3030814,0.6054871,0.3096458,0.3938695,0.1714999,0.3359312,0.2790777,0.1435091,0.2633799,0.2861475,0.1787648,0.3567511,0.8834902,0.4611109,0.3358073,0.8795156,0.2506841,0.349311,1.1747995,0.7215724,0.2761383,1.1764002,0.6987668,0.3562458,0.9838465,0.5715529,0.324302,0.9496897,0.6259399,0.2914594,1.169029,-0.0275386,0.2246882,1.1606154,0.0065264,0.3528205,0.9977812,0.1364572,0.3315993,0.94811,0.0877117
251,4.1666667,0.36429,1.3916686,0.35217,0.39322,1.3956786,0.52993,0.32991,1.1884586,0.68866,0.33569,0.9779286,0.60663,0.35944,1.3843186,0.16339,0.27697,1.1808786,0.01887,0.34007,0.9795686,0.09359,0.38699,0.9066986,0.35401,0.40199,0.9115086,0.46663,0.35736,0.5081786,0.51354,0.35387,0.1301586,0.56059,0.38181,0.9023386,0.23693,0.34223,0.4990686,0.2346,0.34387,0.1195286,0.21698,0.47463,0.0755286,0.13821,0.46846,0.0773186,0.14064,0.30833,0.0798386,0.23639,0.50332,0.0897186,0.60619,0.49923,0.0910586,0.60481,0.32682,0.0982886,0.55443,0.4761349,0.9753967,0.5263078,0.4420058,0.9693683,0.1781438,0.2356717,0.9877817,0.4406777,0.2230323,0.984827,0.3043099,0.3525319,0.5184457,0.5802369,0.3669706,0.51165,0.4551001,0.3416262,0.1352365,0.5996763,0.3761222,0.1328145,0.5188089,0.4844929,0.1011808,0.5927372,0.4309801,0.1027149,0.6364648,0.2878257,0.1091409,0.542075,0.3147611,0.5039561,0.1743213,0.3726909,0.5076795,0.3035457,0.311722,0.1212852,0.1822008,0.3756191,0.1267376,0.2573987,0.4639033,0.0866486,0.1600872,0.2777085,0.0995446,0.2557927,0.3987229,0.0838829,0.1255848,0.3900854,1.448869,0.5313552,0.3501366,1.444506,0.1618942,0.2681902,1.4632764,0.3602225,0.4449982,0.7548451,0.5768786,0.402927,0.6628434,0.6017081,0.321628,0.7634089,0.5909466,0.4011781,0.7445695,0.1250585,0.3540616,0.6502076,0.1207404,0.2620566,0.7471162,0.1394293,0.3434757,0.4104333,0.5934713,0.3711491,0.2964737,0.6147595,0.3021838,0.3025526,0.6051645,0.3091093,0.3933486,0.1713872,0.3354432,0.2786021,0.1434242,0.2628889,0.2856616,0.1786802,0.3563782,0.8830937,0.4607834,0.335626,0.8793019,0.2504513,0.3488844,1.1739754,0.7216937,0.2756016,1.1757924,0.6990539,0.3551816,0.9832111,0.5715637,0.3231463,0.9490488,0.6258187,0.2917008,1.1693704,-0.0277879,0.2249277,1.1610061,0.0063539,0.3528298,0.9981114,0.1361938,0.3315836,0.9483587,0.0874038
252,4.1833333,0.36451,1.3914586,0.35214,0.39349,1.3954486,0.52981,0.33101,1.1876286,0.68767,0.33532,0.9747186,0.60625,0.35958,1.3842086,0.16345,0.27827,1.1809886,0.01915,0.34027,0.9798386,0.09308,0.38751,0.9080186,0.35421,0.40331,0.9125986,0.46698,0.35602,0.5087086,0.5126,0.35392,0.1307386,0.56042,0.38161,0.9035586,0.23695,0.34189,0.4995686,0.23517,0.34423,0.1193886,0.21677,0.47436,0.0759486,0.13818,0.46821,0.0777186,0.14062,0.30764,0.0799086,0.23627,0.50229,0.0892786,0.60689,0.49819,0.0905986,0.60549,0.32686,0.0987286,0.55435,0.4765697,0.9766104,0.5266127,0.4426499,0.9708307,0.1784334,0.236182,0.9890212,0.4408659,0.2236322,0.9861602,0.3044981,0.3527155,0.519384,0.5803722,0.3672665,0.5126634,0.4552871,0.3420439,0.1362499,0.5997808,0.3766195,0.1338907,0.5189656,0.4850629,0.1023975,0.593019,0.4314897,0.1038888,0.6366721,0.2883349,0.1101079,0.5421266,0.3149433,0.5050203,0.1745449,0.3728379,0.5087669,0.3037314,0.3120251,0.1224095,0.1823848,0.3759153,0.1278869,0.2575549,0.4643743,0.0877893,0.1602619,0.2779921,0.100671,0.2559266,0.3991561,0.0850158,0.1258065,0.3910111,1.4497486,0.5320313,0.3511757,1.4459593,0.1627544,0.2692129,1.4645381,0.3609849,0.4453115,0.7559103,0.5771468,0.403165,0.6638422,0.6019138,0.3219056,0.7644974,0.5910375,0.4016565,0.745693,0.1252024,0.35443,0.6513067,0.1209193,0.2625105,0.7484065,0.1396533,0.3436701,0.411401,0.5935992,0.3713793,0.2974701,0.6149075,0.3025043,0.303509,0.6052119,0.3092938,0.3944417,0.1715989,0.3356662,0.2797056,0.1436084,0.2631251,0.2867607,0.1788962,0.3568276,0.8843278,0.4609436,0.3362012,0.8806873,0.250601,0.3493742,1.1743804,0.721781,0.2759895,1.1764789,0.6993146,0.3549079,0.9836395,0.5717595,0.3226787,0.9495787,0.6258834,0.2927532,1.1710912,-0.0276528,0.2259605,1.16282,0.006618,0.3535946,0.999713,0.1362688,0.3322972,0.9499363,0.0874821
253,4.2,0.36461,1.3918286,0.35269,0.39353,1.3956886,0.53126,0.33034,1.1853286,0.68805,0.33272,0.9663586,0.60769,0.35999,1.3847186,0.16303,0.27904,1.1799986,0.01993,0.34263,0.9797286,0.09162,0.38863,0.9047886,0.35468,0.40508,0.9101386,0.46687,0.35535,0.5088086,0.51152,0.35283,0.1310586,0.56112,0.38191,0.9006486,0.2379,0.34265,0.4983086,0.23396,0.34585,0.1212086,0.21601,0.47349,0.0760386,0.13881,0.46732,0.0779186,0.14122,0.30981,0.0820486,0.23574,0.50127,0.0890686,0.60753,0.49729,0.0903286,0.60604,0.32524,0.0994086,0.55476,0.4775871,0.9732818,0.5271635,0.4438025,0.9678225,0.1788778,0.2373591,0.9858479,0.4414552,0.224864,0.9831222,0.3050443,0.3533074,0.5159679,0.580771,0.3679496,0.5093207,0.4557091,0.3426435,0.1332432,0.600161,0.3772836,0.1309368,0.5193878,0.4857979,0.0995472,0.5935803,0.432155,0.1010607,0.6371987,0.2889868,0.1071838,0.5424312,0.3157765,0.5017931,0.1748546,0.3737567,0.5055061,0.3040923,0.3128829,0.1194822,0.1826867,0.3768456,0.1249215,0.2578869,0.4652973,0.084969,0.1604599,0.2788776,0.0977784,0.2562877,0.4000237,0.0821845,0.1260476,0.3924385,1.4463018,0.5329344,0.3525983,1.4429647,0.163835,0.270759,1.4612772,0.3620549,0.4462371,0.7524166,0.577758,0.4039338,0.6603663,0.6024403,0.3227547,0.7611024,0.5914631,0.4027355,0.7424885,0.1255455,0.3553872,0.6481,0.1212392,0.2634966,0.7452685,0.1400149,0.344213,0.4081117,0.5939789,0.3719182,0.2942802,0.6153221,0.3031058,0.3003319,0.6055618,0.3101028,0.3913105,0.1719017,0.3364779,0.2766493,0.1438895,0.2639502,0.2837209,0.1792242,0.3579253,0.8809793,0.4614416,0.3373863,0.8775334,0.2510307,0.3501394,1.1701243,0.7219047,0.2764097,1.1726044,0.6996014,0.3545591,0.9788518,0.5724288,0.3219129,0.9452402,0.6265207,0.2939951,1.1686523,-0.0273922,0.2271303,1.1603082,0.0071231,0.3550627,0.9971095,0.1364238,0.333816,0.9472297,0.0875892
254,4.2166667,0.36483,1.3914886,0.35286,0.39446,1.3944686,0.53158,0.3317,1.1887486,0.68799,0.33962,0.9731186,0.60882,0.35959,1.3852086,0.16298,0.2798,1.1810086,0.01942,0.34147,0.9800286,0.09197,0.38814,0.9040986,0.35332,0.4038,0.9087286,0.46545,0.35527,0.5076986,0.51155,0.35176,0.1298986,0.56058,0.38201,0.9007986,0.23668,0.34202,0.4974986,0.23379,0.34505,0.1208286,0.21589,0.47231,0.0752986,0.13962,0.46615,0.0771786,0.14203,0.30919,0.0815786,0.23581,0.50251,0.0888986,0.60793,0.49856,0.0900986,0.60644,0.32528,0.0991386,0.55348,0.4770708,0.9723608,0.5258831,0.4434361,0.9672712,0.1776146,0.237009,0.9853293,0.4401626,0.2245806,0.9827515,0.3037549,0.3522897,0.5152554,0.5793438,0.3672337,0.5085982,0.4543666,0.3415143,0.1328418,0.598867,0.3763645,0.130544,0.5182156,0.4850387,0.099208,0.5927297,0.4311507,0.1007907,0.6361851,0.2879414,0.1068319,0.5410666,0.3150356,0.5012318,0.1733884,0.3730212,0.5049786,0.3025718,0.3121333,0.1191825,0.1814976,0.3761085,0.1246229,0.2566403,0.4646319,0.0846317,0.1592465,0.2781539,0.0975394,0.2550874,0.3993527,0.0818374,0.1249019,0.3923955,1.445456,0.5322228,0.35237,1.4425761,0.1631025,0.2706527,1.4606637,0.3614266,0.4453864,0.751681,0.5765572,0.402952,0.6596379,0.6011302,0.321835,0.7603563,0.5899354,0.4021375,0.7418961,0.124109,0.3547319,0.6475088,0.1197994,0.2629515,0.7446996,0.1386483,0.3431232,0.4074886,0.5925731,0.3707511,0.2937748,0.6140108,0.3020107,0.2997886,0.6041191,0.3093495,0.390802,0.1704921,0.3357114,0.2761787,0.1425448,0.2632061,0.2833282,0.1779579,0.3573773,0.8802133,0.460044,0.3369299,0.876991,0.2496393,0.3501034,1.1691949,0.7210014,0.2762105,1.1716994,0.6988985,0.3540635,0.9779369,0.571564,0.3214126,0.9444243,0.625714,0.2938295,1.1688583,-0.0288003,0.2269438,1.1604933,0.0059034,0.3548548,0.9973513,0.1350087,0.3336665,0.9473004,0.0861649
255,4.2333333,0.36651,1.3909586,0.35141,0.39557,1.3942286,0.53134,0.33393,1.1833186,0.68723,0.33629,0.9690886,0.60616,0.36207,1.3841586,0.16027,0.28146,1.1775686,0.01875,0.34295,0.9779386,0.0921,0.38719,0.9061986,0.35367,0.4027,0.9108186,0.46627,0.35547,0.5081186,0.5107,0.35225,0.1297286,0.56047,0.38159,0.9021286,0.23657,0.34287,0.4977786,0.2331,0.34402,0.1215786,0.21474,0.47297,0.0750786,0.1393,0.46681,0.0769586,0.14171,0.30841,0.0821586,0.23358,0.50209,0.0882386,0.60748,0.49796,0.0895986,0.606,0.32487,0.0977386,0.55542,0.4761485,0.9744553,0.5263837,0.4426922,0.9694221,0.1779811,0.2361015,0.9875585,0.4405056,0.223753,0.9849997,0.3040508,0.3510734,0.5171698,0.5795277,0.3661103,0.5104775,0.4545149,0.3402212,0.1348865,0.5993048,0.3751557,0.132561,0.5186551,0.4840892,0.1013994,0.5933103,0.4300679,0.1029427,0.6367431,0.286643,0.1087804,0.5414422,0.3141058,0.5033136,0.1735705,0.3720142,0.5070052,0.3028127,0.3110816,0.1214484,0.1816137,0.3750043,0.1268528,0.2567913,0.4635262,0.0865967,0.1595118,0.277098,0.0999585,0.2550938,0.3983306,0.0839197,0.1251423,0.3920613,1.4475072,0.532922,0.3520869,1.4450355,0.1636109,0.2703014,1.4630501,0.3620259,0.4442815,0.7537106,0.5769625,0.4017844,0.6616222,0.6014589,0.3206512,0.7624175,0.5902438,0.4012874,0.7440477,0.1243002,0.3538684,0.6496424,0.1199733,0.2620513,0.7468339,0.1388618,0.3418303,0.4094631,0.5928383,0.3694262,0.295799,0.6144053,0.3007379,0.3017767,0.6043873,0.3083687,0.3929132,0.1706707,0.334695,0.2783224,0.1426912,0.2622083,0.2855531,0.1780967,0.3563235,0.882293,0.4603964,0.3359856,0.8791061,0.2499076,0.3499394,1.1702251,0.7210311,0.2758827,1.1729525,0.6991013,0.3531957,0.9787695,0.5718028,0.320271,0.9454771,0.6258789,0.2938175,1.1710122,-0.0284831,0.2268779,1.1627188,0.0063901,0.354732,0.9994713,0.1352273,0.3334263,0.949304,0.0863712
256,4.25,0.3666,1.3917986,0.35394,0.39412,1.3937186,0.533,0.33191,1.1798186,0.68761,0.33523,0.9692886,0.60725,0.36334,1.3863886,0.16389,0.28294,1.1807686,0.02063,0.34452,0.9784586,0.09248,0.3862,0.9050986,0.35294,0.40076,0.9091986,0.46689,0.35829,0.5095486,0.51359,0.3523,0.1308386,0.56041,0.38178,0.9011786,0.23448,0.34342,0.4991186,0.23365,0.34273,0.1236886,0.2159,0.47293,0.0768886,0.14024,0.46669,0.0789086,0.14259,0.30627,0.0828086,0.23372,0.5037,0.0880786,0.60699,0.49958,0.0894986,0.60559,0.32526,0.0990586,0.55636,0.4751288,0.9731295,0.5259437,0.4420698,0.968459,0.1771924,0.2351673,0.9867541,0.4397898,0.2229864,0.9843364,0.3031913,0.3503281,0.5160526,0.5791579,0.3654978,0.5093342,0.4540035,0.3395169,0.1340258,0.5989652,0.3745689,0.1317007,0.5182913,0.4837496,0.100631,0.5931478,0.4296102,0.1023031,0.636555,0.2859034,0.1079346,0.5409915,0.3134122,0.5025447,0.1726003,0.3712215,0.5062238,0.3021297,0.3101209,0.1206501,0.1809966,0.3739675,0.1260043,0.2563415,0.4626505,0.0856973,0.1590865,0.275965,0.099196,0.2545028,0.3974779,0.0831304,0.1246089,0.3916775,1.4462517,0.5330462,0.3519518,1.4443511,0.1635016,0.2700846,1.4622173,0.3620137,0.4433503,0.7527088,0.5764942,0.40089,0.6605725,0.6010556,0.3194808,0.7612549,0.5897694,0.4006333,0.7432012,0.1233489,0.3532128,0.6488252,0.1189561,0.2612426,0.7459324,0.137732,0.3410596,0.4084034,0.5924812,0.3686815,0.2948378,0.6140927,0.2999668,0.3007932,0.6040196,0.3076356,0.3920936,0.1697982,0.3339393,0.2774103,0.141902,0.2613296,0.2848453,0.1772869,0.3551439,0.8811248,0.4597207,0.3350486,0.8781555,0.249014,0.3495449,1.1680299,0.7204267,0.2754033,1.1708846,0.6985554,0.3523271,0.9765486,0.5712719,0.3191218,0.9434,0.6252326,0.2941989,1.1703829,-0.0288757,0.2272108,1.1620523,0.0060701,0.3550265,0.9986616,0.1345702,0.3336821,0.9484375,0.0855819
