Frame#,Time,Neck,,,RShoulder,,,RElbow,,,RWrist,,,LShoulder,,,LElbow,,,LWrist,,,midHip,,,RHip,,,RKnee,,,RAnkle,,,LHip,,,LKnee,,,LAnkle,,,LBigToe,,,LSmallToe,,,LHeel,,,RBigToe,,,RSmallToe,,,RHeel,,,r.ASIS_study,,,L.ASIS_study,,,r.PSIS_study,,,L.PSIS_study,,,r_knee_study,,,r_mknee_study,,,r_ankle_study,,,r_mankle_study,,,r_toe_study,,,r_5meta_study,,,r_calc_study,,,L_knee_study,,,L_mknee_study,,,L_ankle_study,,,L_mankle_study,,,L_toe_study,,,L_calc_study,,,L_5meta_study,,,r_shoulder_study,,,L_shoulder_study,,,C7_study,,,r_thigh1_study,,,r_thigh2_study,,,r_thigh3_study,,,L_thigh1_study,,,L_thigh2_study,,,L_thigh3_study,,,r_sh1_study,,,r_sh2_study,,,r_sh3_study,,,L_sh1_study,,,L_sh2_study,,,L_sh3_study,,,RHJC_study,,,LHJC_study,,,r_lelbow_study,,,r_melbow_study,,,r_lwrist_study,,,r_mwrist_study,,,L_lelbow_study,,,L_melbow_study,,,L_lwrist_study,,,L_mwrist_study,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53,X54,Y54,Z54,X55,Y55,Z55,X56,Y56,Z56,X57,Y57,Z57,X58,Y58,Z58,X59,Y59,Z59,X60,Y60,Z60,X61,Y61,Z61,X62,Y62,Z62,X63,Y63,Z63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1.2166667,0.31608,1.389929,-0.11497,0.34478,1.402029,0.04452,0.62243,1.290199,0.04226,0.53521,1.341149,-0.20678,0.3063,1.375499,-0.27596,0.57132,1.243159,-0.28991,0.58709,1.317899,-0.10792,0.4232,0.854459,-0.10998,0.43494,0.861159,0.01078,0.39055,0.466429,0.09701,0.37846,0.071499,0.19112,0.42146,0.848939,-0.231,0.37068,0.442239,-0.28733,0.33332,0.059419,-0.36403,0.4652,0.013719,-0.47097,0.46164,0.015759,-0.46792,0.30101,0.024249,-0.34634,0.53645,0.030359,0.25715,0.531,0.031799,0.25522,0.34046,0.035279,0.18624,0.5149847,0.922277,0.0761962,0.4951425,0.9210387,-0.2918197,0.2655745,0.9576462,-0.0280043,0.2590259,0.9561605,-0.1724196,0.3740265,0.4748186,0.1653845,0.4033365,0.4532221,0.0299355,0.3576674,0.0811586,0.230847,0.4030056,0.0665945,0.148076,0.5185226,0.0362481,0.2423657,0.4573423,0.0462559,0.2847651,0.3054874,0.0494473,0.1690069,0.3285587,0.455916,-0.3473636,0.3972491,0.4424193,-0.2125301,0.2986299,0.0676769,-0.3964884,0.3745588,0.0585877,-0.3221631,0.4600143,0.021132,-0.4423195,0.2689357,0.0400358,-0.3184159,0.384116,0.0287178,-0.4730246,0.3440327,1.4438511,0.0521693,0.2861508,1.4437159,-0.2759631,0.2129785,1.4432698,-0.0985237,0.471021,0.7150501,0.1459015,0.4244366,0.6239484,0.1787967,0.3347988,0.7232195,0.1522299,0.4271073,0.7030957,-0.3784789,0.3735976,0.609486,-0.390722,0.2817232,0.7106069,-0.3515239,0.3627764,0.3649987,0.1901261,0.3900678,0.2498577,0.2299738,0.316784,0.2557436,0.2128571,0.3132255,0.3466405,-0.3668894,0.3323947,0.2318393,-0.4168108,0.2578855,0.2384832,-0.3704073,0.3836321,0.8298162,0.0005083,0.3714747,0.8290117,-0.2218508,0.6660236,1.3097474,0.0388108,0.6297249,1.2137156,0.0437483,0.4879052,1.3492432,-0.1871384,0.5660149,1.3218982,-0.2250014,0.5953934,1.2511488,-0.3470718,0.5562344,1.1593056,-0.3052161,0.5481558,1.3484454,-0.1037885,0.6213936,1.2997264,-0.0601735
75,1.2333333,0.31434,1.388929,-0.11358,0.34384,1.401479,0.04569,0.6243,1.288779,0.03966,0.53619,1.343079,-0.20828,0.30371,1.373979,-0.27439,0.57574,1.242749,-0.29196,0.60213,1.313959,-0.11976,0.42345,0.854809,-0.11093,0.43567,0.861089,0.00928,0.39076,0.464769,0.09733,0.37807,0.071629,0.18997,0.42112,0.849729,-0.23138,0.36978,0.441739,-0.28812,0.33339,0.058869,-0.36551,0.46591,0.014899,-0.47012,0.46226,0.016939,-0.4671,0.30081,0.023679,-0.3488,0.53532,0.031239,0.2562,0.52968,0.032639,0.2542,0.34099,0.036409,0.18494,0.5151379,0.9226793,0.0753001,0.4955719,0.9212854,-0.2928001,0.2657757,0.9580748,-0.0291612,0.2593376,0.9565207,-0.1736092,0.3741721,0.4753904,0.1645884,0.4035584,0.4537757,0.0291102,0.3573421,0.0815936,0.2297522,0.4027665,0.0670121,0.1469848,0.5182279,0.0365329,0.2412542,0.4570193,0.0466779,0.2836215,0.3051343,0.0499717,0.1678762,0.3286329,0.4563354,-0.3486042,0.3972063,0.4427612,-0.2136675,0.2984474,0.067898,-0.3979118,0.374289,0.0587177,-0.3235027,0.4600256,0.0214691,-0.4434817,0.2685803,0.040108,-0.319889,0.3841503,0.029039,-0.4743209,0.3434789,1.4442282,0.0511003,0.2862248,1.4440606,-0.2769656,0.2127596,1.4435724,-0.099718,0.4711401,0.7155904,0.1449756,0.4245522,0.6245014,0.1779287,0.3348892,0.7236752,0.1513722,0.4274289,0.7034198,-0.3795676,0.3738452,0.6098625,-0.3918887,0.2820344,0.7110341,-0.3526896,0.3628108,0.3654691,0.189268,0.3899886,0.2502586,0.2290396,0.3166084,0.2562668,0.211886,0.3132646,0.3470092,-0.3681887,0.3324038,0.2321272,-0.4181541,0.2578228,0.238838,-0.3717926,0.3837804,0.8302283,-0.0004341,0.3717887,0.8293284,-0.2228428,0.666814,1.31008,0.0375562,0.6306778,1.2135265,0.0418973,0.4887996,1.3500726,-0.1884934,0.5671175,1.3229482,-0.2261818,0.598584,1.2530045,-0.3502264,0.5593969,1.1604508,-0.3086724,0.5529789,1.3478269,-0.1059802,0.626763,1.2992297,-0.0637125
76,1.25,0.3197,1.389779,-0.11497,0.35187,1.402469,0.04573,0.62328,1.290199,0.03989,0.53855,1.339709,-0.20867,0.30683,1.374449,-0.27739,0.57179,1.242719,-0.29364,0.59806,1.315969,-0.12093,0.42536,0.852099,-0.11189,0.43754,0.859129,0.00922,0.39138,0.464969,0.09753,0.3785,0.070609,0.19085,0.42323,0.846159,-0.23318,0.36924,0.440859,-0.28803,0.33335,0.059989,-0.36428,0.46591,0.015519,-0.4704,0.46226,0.017519,-0.46737,0.29936,0.024179,-0.34707,0.53549,0.030959,0.25698,0.5299,0.032359,0.25498,0.34103,0.035049,0.18604,0.5171439,0.9200279,0.0743625,0.4974613,0.9184587,-0.2938989,0.2677529,0.9555522,-0.0300616,0.2612664,0.9539455,-0.1745755,0.3759037,0.4731012,0.163957,0.4053195,0.4513868,0.028458,0.3583812,0.0793683,0.2289798,0.4038374,0.0647039,0.1461766,0.5193163,0.034175,0.2405052,0.458006,0.0444473,0.2828923,0.3061259,0.0478244,0.1670714,0.3301775,0.4537712,-0.3496605,0.3987449,0.4401576,-0.2146776,0.2994675,0.0654721,-0.3987957,0.3753095,0.056217,-0.3243406,0.4611913,0.0192539,-0.4443058,0.2694785,0.0375983,-0.3207345,0.3852921,0.0267405,-0.4751556,0.3452558,1.4416905,0.0501918,0.2879903,1.441288,-0.2780432,0.2145219,1.4408416,-0.1006746,0.4730276,0.713184,0.1441688,0.4263647,0.6221604,0.1772017,0.3367332,0.7212206,0.1506027,0.4292172,0.7007101,-0.3805658,0.3755323,0.6072153,-0.3929204,0.2837837,0.7084023,-0.3537425,0.3643603,0.3631543,0.1886098,0.3913653,0.2479207,0.2283301,0.3179366,0.2540887,0.2112225,0.3146859,0.3444671,-0.3691983,0.3336987,0.2295683,-0.4190915,0.2590621,0.2364188,-0.3727699,0.3857105,0.8275918,-0.0013144,0.3736518,0.8265887,-0.2238237,0.6678751,1.3081416,0.0368405,0.6320696,1.2116227,0.0408447,0.4912912,1.3472109,-0.1899882,0.5696123,1.3202816,-0.2270316,0.6009233,1.2517081,-0.3532861,0.562531,1.1587942,-0.3113753,0.5570439,1.3463076,-0.108822,0.6311646,1.2978832,-0.0670809
77,1.2666667,0.31919,1.390019,-0.11458,0.35129,1.401929,0.04478,0.62363,1.289829,0.03927,0.53819,1.339709,-0.208,0.3061,1.375599,-0.27564,0.56338,1.239729,-0.28344,0.59542,1.315139,-0.1198,0.42519,0.855439,-0.11205,0.43716,0.862299,0.0088,0.39169,0.465729,0.09715,0.37797,0.071169,0.19075,0.42322,0.849719,-0.23312,0.36984,0.441619,-0.28744,0.33452,0.060509,-0.36369,0.46501,0.014609,-0.47127,0.46143,0.016659,-0.46814,0.30187,0.025889,-0.34554,0.5375,0.030809,0.25761,0.53221,0.032239,0.25572,0.34053,0.035189,0.18561,0.5170237,0.9233373,0.0741457,0.4973151,0.9216205,-0.2940089,0.267626,0.9590578,-0.0302989,0.2611357,0.9573922,-0.1747756,0.3755319,0.476664,0.1639881,0.4050571,0.4548942,0.0284345,0.3573605,0.0827811,0.2291308,0.4029289,0.0680546,0.1462914,0.5185826,0.0373696,0.2407449,0.4571003,0.0476997,0.2831365,0.3050291,0.0512765,0.1671895,0.3295755,0.4571401,-0.3496993,0.3981051,0.4434872,-0.2148524,0.2987145,0.0688011,-0.3986459,0.3745275,0.0595191,-0.3242782,0.4605401,0.0225842,-0.4443754,0.2686913,0.0408598,-0.3205457,0.3846468,0.0300787,-0.4751098,0.3451137,1.4449839,0.049986,0.2877162,1.4446638,-0.2782936,0.2142482,1.4441708,-0.1008653,0.4727247,0.7166534,0.1441126,0.4260136,0.625678,0.1771787,0.3364261,0.7247493,0.1504977,0.4288084,0.7040166,-0.3806413,0.3750696,0.6105506,-0.3929597,0.2834967,0.7117995,-0.3537418,0.36382,0.3666479,0.1887019,0.3906422,0.2513444,0.2284754,0.3171755,0.2576145,0.2113168,0.3140698,0.3478151,-0.3691917,0.3330402,0.2329005,-0.4190238,0.2583959,0.2397833,-0.3726845,0.3855341,0.8310303,-0.0015079,0.3734571,0.8299397,-0.2239539,0.6670221,1.3101172,0.036782,0.6310491,1.2137265,0.0406884,0.4912737,1.3487077,-0.1901959,0.5694988,1.3216077,-0.2267762,0.5981775,1.2520625,-0.3523104,0.5591103,1.1597918,-0.3098275,0.5571552,1.348318,-0.1098387,0.6309961,1.2993193,-0.0685935
78,1.2833333,0.32057,1.389069,-0.11109,0.35339,1.401789,0.04845,0.6217,1.290989,0.03738,0.52931,1.342829,-0.21188,0.30684,1.373879,-0.27246,0.56942,1.244669,-0.29482,0.59989,1.312839,-0.12144,0.42412,0.858099,-0.11191,0.43554,0.864319,0.00836,0.39027,0.464979,0.09544,0.37758,0.070509,0.19051,0.42256,0.853089,-0.23239,0.37069,0.442559,-0.28726,0.33607,0.062339,-0.36297,0.46584,0.016649,-0.47139,0.46233,0.018659,-0.46836,0.30556,0.028709,-0.34401,0.53583,0.032119,0.25657,0.53051,0.033499,0.25469,0.33989,0.034539,0.1863,0.5160826,0.9259718,0.0742863,0.4962263,0.9241867,-0.2938538,0.2666439,0.9618221,-0.0301177,0.2601109,0.9601275,-0.1745956,0.37436,0.4792877,0.1642857,0.4037762,0.4574926,0.0285862,0.3559526,0.0851075,0.2296384,0.4014799,0.070332,0.146713,0.517323,0.0397174,0.2410857,0.4558608,0.0500633,0.2836044,0.3035268,0.0535274,0.1676895,0.3285673,0.4596308,-0.3494796,0.3970628,0.4460172,-0.2145982,0.2978737,0.0712025,-0.3979455,0.3736784,0.061978,-0.3235676,0.4596448,0.0250912,-0.4440144,0.2678732,0.0432777,-0.3196847,0.3837584,0.0326514,-0.4746251,0.3445731,1.4474263,0.0506773,0.2868966,1.447356,-0.2776909,0.2135564,1.4468096,-0.1000986,0.4717788,0.7191941,0.1442726,0.4249978,0.6282581,0.1774148,0.3354021,0.7274865,0.1508056,0.4278045,0.7066662,-0.3804834,0.3740826,0.6131321,-0.3927863,0.2824058,0.7143621,-0.353586,0.3625438,0.3692037,0.1890831,0.3893383,0.2537684,0.228947,0.3158778,0.2601389,0.2117437,0.3131204,0.3502628,-0.3688198,0.3321617,0.2353238,-0.4185286,0.2574586,0.2422092,-0.3721912,0.3844873,0.8337396,-0.0013726,0.3723197,0.8326109,-0.2238143,0.6661523,1.311634,0.0349507,0.6299234,1.2154235,0.0393061,0.4887572,1.3502856,-0.1904741,0.5666121,1.3228785,-0.2276658,0.5964602,1.2538004,-0.3539809,0.5571161,1.1614925,-0.3115845,0.5588468,1.3484717,-0.1100767,0.6328326,1.2986275,-0.0701294
79,1.3,0.31748,1.389729,-0.11481,0.3458,1.401509,0.04531,0.62655,1.291109,0.03917,0.53269,1.342569,-0.20919,0.30824,1.375319,-0.27642,0.57855,1.246779,-0.28714,0.59343,1.316809,-0.13005,0.42316,0.859639,-0.11209,0.43433,0.866089,0.00798,0.39268,0.463589,0.09652,0.37945,0.071399,0.18988,0.42179,0.854629,-0.23237,0.37131,0.443109,-0.28667,0.33378,0.061369,-0.36366,0.46491,0.015689,-0.47037,0.46131,0.017679,-0.46737,0.30098,0.027139,-0.34542,0.53617,0.032179,0.25589,0.53119,0.033579,0.25407,0.33854,0.033769,0.18596,0.515118,0.9276168,0.0741993,0.4954187,0.9256579,-0.2939982,0.2656933,0.9632319,-0.0303978,0.2592259,0.9614611,-0.1748911,0.3735298,0.4805495,0.163966,0.4029062,0.4585783,0.0282413,0.3550922,0.0860398,0.229548,0.4005749,0.0711435,0.1466013,0.5166854,0.0406748,0.2408192,0.4552292,0.050906,0.283404,0.3025543,0.0541754,0.1676501,0.3276995,0.4610822,-0.3495843,0.3961843,0.4474706,-0.2145032,0.2967626,0.0724318,-0.3979084,0.3726227,0.0631921,-0.3233987,0.4584629,0.0258971,-0.4439035,0.2668126,0.044599,-0.3195903,0.3825697,0.0335271,-0.4746097,0.3435701,1.4486034,0.0506583,0.2863098,1.4485583,-0.2778472,0.2127629,1.4480207,-0.1003268,0.4708323,0.7207231,0.1440017,0.4241069,0.6297126,0.1771353,0.3344578,0.7290812,0.1506095,0.4270243,0.7081455,-0.3808172,0.3732619,0.614601,-0.393067,0.2814617,0.7158149,-0.3538952,0.3616924,0.3704051,0.1888353,0.3884589,0.2549258,0.228776,0.3150456,0.2612146,0.2115401,0.3121318,0.3516257,-0.3689296,0.3311277,0.2365786,-0.4186659,0.2563923,0.2435795,-0.3722206,0.3834488,0.835315,-0.0015715,0.3713743,0.8340811,-0.2240468,0.6656836,1.3121279,0.0344984,0.62966,1.216214,0.0388138,0.4875523,1.3504695,-0.1902009,0.5651899,1.3235666,-0.2273467,0.5976719,1.2543166,-0.3543757,0.5589808,1.1626786,-0.3116805,0.558487,1.3492273,-0.113139,0.6321573,1.3001154,-0.0725383
80,1.3166667,0.31718,1.389229,-0.11475,0.34636,1.402629,0.04487,0.62503,1.288519,0.03918,0.53569,1.341869,-0.20802,0.30697,1.373099,-0.27595,0.58174,1.244759,-0.288,0.5989,1.314899,-0.1246,0.42517,0.853669,-0.11257,0.43674,0.860099,0.00796,0.39183,0.462909,0.09536,0.37978,0.071749,0.18954,0.42342,0.848699,-0.23322,0.36904,0.440719,-0.28879,0.33304,0.059889,-0.36424,0.46587,0.015899,-0.47085,0.46235,0.017959,-0.46794,0.30013,0.025859,-0.34614,0.53649,0.032929,0.25752,0.53117,0.034249,0.25552,0.34083,0.035459,0.18551,0.5169947,0.9216265,0.07384,0.4974694,0.9198209,-0.2945177,0.2676345,0.9571433,-0.0308051,0.2612271,0.95544,-0.175363,0.3755471,0.4745135,0.1636708,0.4048541,0.4525235,0.0279638,0.3571356,0.0802174,0.229296,0.4025429,0.0653056,0.1463678,0.518647,0.0350066,0.2406008,0.4572669,0.0452506,0.2831953,0.3045398,0.0483188,0.1673752,0.3294777,0.4549204,-0.3500918,0.3980803,0.4414046,-0.2148593,0.2983252,0.0663856,-0.3981816,0.374299,0.0571982,-0.3235585,0.4601655,0.0200197,-0.4441807,0.268332,0.0385721,-0.3197338,0.3841312,0.0275462,-0.4749541,0.3451162,1.4424689,0.0504846,0.2882673,1.4424488,-0.2780247,0.2146337,1.4417228,-0.1005468,0.472916,0.7146966,0.143607,0.4261736,0.6236901,0.1767785,0.3364723,0.7230554,0.1502107,0.4290766,0.7019836,-0.3813721,0.3751701,0.6084259,-0.3936302,0.2833196,0.7097456,-0.3545456,0.3637275,0.3644183,0.1885406,0.3905152,0.2489915,0.2284815,0.3170916,0.2553158,0.2112773,0.3138282,0.345491,-0.3693797,0.3327867,0.2304267,-0.4190396,0.2579868,0.2374915,-0.3726353,0.3854243,0.8292676,-0.0020198,0.3734578,0.828126,-0.2245919,0.6676525,1.306999,0.0343942,0.6314762,1.2112197,0.0385997,0.4890118,1.3457131,-0.1897866,0.5667472,1.3193692,-0.2267693,0.6026121,1.2500907,-0.3538518,0.5644118,1.1581322,-0.3110252,0.5610747,1.34486,-0.1140102,0.6350563,1.2962983,-0.0727839
81,1.3333333,0.32033,1.390129,-0.11466,0.35214,1.404219,0.0457,0.62415,1.289559,0.03838,0.53746,1.340739,-0.20951,0.30776,1.373449,-0.27676,0.56945,1.243119,-0.28237,0.59948,1.316109,-0.12408,0.42545,0.851509,-0.11242,0.43682,0.858709,0.0084,0.39097,0.461809,0.09537,0.38038,0.072069,0.19009,0.42402,0.845809,-0.23338,0.36957,0.440579,-0.28784,0.33425,0.061869,-0.36438,0.46712,0.015969,-0.47084,0.46355,0.018019,-0.46792,0.30203,0.028639,-0.34607,0.53522,0.032299,0.2565,0.52975,0.033689,0.25451,0.34209,0.035789,0.1864,0.5172938,0.9193893,0.0740052,0.4978009,0.9176956,-0.2943377,0.2678798,0.9551281,-0.0306972,0.2614824,0.9534761,-0.1752541,0.3757872,0.4725015,0.1638833,0.4050826,0.4505045,0.0281917,0.3574083,0.0787327,0.2295585,0.4027843,0.0638105,0.146642,0.5187013,0.0337508,0.2409567,0.4573531,0.0438902,0.2835194,0.3049302,0.0467978,0.1676536,0.3296171,0.4529361,-0.3498924,0.3982277,0.4394112,-0.2146116,0.2985355,0.064702,-0.3978494,0.3745372,0.0555089,-0.3232079,0.4605062,0.0185125,-0.4438905,0.2685239,0.0368429,-0.3193598,0.3844299,0.0259504,-0.4746775,0.3454931,1.4404418,0.050532,0.2885787,1.4403122,-0.2780251,0.2149218,1.4396048,-0.1005678,0.4732057,0.712666,0.1438148,0.426446,0.6216661,0.1769868,0.3367278,0.7209332,0.1503408,0.4292541,0.6999384,-0.3812201,0.3753388,0.6064047,-0.3934732,0.2835535,0.7076843,-0.3544317,0.3639612,0.3625635,0.1887337,0.3907497,0.2472838,0.2286868,0.317377,0.2536088,0.2115275,0.3139783,0.343592,-0.3691196,0.3329658,0.2286192,-0.4187277,0.258153,0.2356882,-0.3723764,0.3856765,0.8270913,-0.0018846,0.3737321,0.8260195,-0.2244499,0.667769,1.3063022,0.0343743,0.6315521,1.210708,0.0385988,0.4897102,1.3449418,-0.1898847,0.5676744,1.3189279,-0.226255,0.6020689,1.2487273,-0.3524345,0.5640117,1.1567514,-0.3087671,0.5612445,1.3453147,-0.1141794,0.6356229,1.2966806,-0.0726741
82,1.35,0.32048,1.389759,-0.11426,0.35248,1.403459,0.04689,0.62607,1.289169,0.03967,0.5407,1.339429,-0.20981,0.30788,1.373149,-0.27718,0.57407,1.244319,-0.28741,0.6009,1.316349,-0.12369,0.42469,0.852719,-0.1125,0.43652,0.860179,0.00839,0.39098,0.462679,0.09581,0.38063,0.071769,0.18993,0.42286,0.846649,-0.23356,0.37067,0.442389,-0.28761,0.33489,0.061609,-0.36403,0.46793,0.016079,-0.47065,0.46437,0.018129,-0.46773,0.30343,0.028869,-0.34547,0.53507,0.031559,0.25644,0.52973,0.032939,0.25448,0.34307,0.036039,0.18569,0.5166726,0.9205829,0.0740164,0.4971423,0.9188916,-0.2944749,0.2670745,0.9564968,-0.0307609,0.2606653,0.9548519,-0.1753797,0.3750456,0.4739079,0.1639306,0.4043495,0.4518909,0.0281566,0.3567641,0.0804101,0.2296337,0.4021366,0.0654758,0.1466909,0.5178396,0.035563,0.2411069,0.4565256,0.0457413,0.2836412,0.3044223,0.0484693,0.1677085,0.3290143,0.454245,-0.35002,0.3975614,0.4408036,-0.2146548,0.2981286,0.0662115,-0.3977446,0.3740865,0.0570889,-0.3230861,0.460207,0.0202236,-0.4437748,0.2680666,0.0383663,-0.3192431,0.3841226,0.0276284,-0.4745807,0.3450301,1.4419701,0.0506114,0.2879916,1.441751,-0.2782324,0.2142847,1.4410935,-0.1006557,0.4724687,0.7140161,0.1438689,0.4257032,0.623042,0.177053,0.3359331,0.7222276,0.1503736,0.4285308,0.7012251,-0.3813358,0.3746819,0.6076803,-0.393614,0.2828544,0.7088591,-0.3546369,0.3632211,0.3640629,0.1887641,0.3900358,0.2488688,0.2287411,0.316707,0.255181,0.211594,0.3134249,0.3449441,-0.3691481,0.3324742,0.2300259,-0.4186787,0.2576589,0.2370945,-0.372382,0.3848704,0.828315,-0.0019256,0.3729048,0.827247,-0.2245831,0.6682925,1.3082037,0.0345284,0.6318633,1.2124539,0.0391576,0.4906035,1.3464282,-0.1903107,0.5693445,1.3202178,-0.2265199,0.6019127,1.250812,-0.352358,0.5639333,1.158523,-0.3082967,0.5616988,1.3482523,-0.1140729,0.6366221,1.2990976,-0.0724808
83,1.3666667,0.31928,1.390099,-0.11412,0.35061,1.403989,0.04637,0.62528,1.289539,0.03895,0.54044,1.340259,-0.21156,0.30725,1.373719,-0.27635,0.57219,1.242879,-0.28534,0.60194,1.314499,-0.12571,0.4241,0.852869,-0.11303,0.43602,0.859759,0.00785,0.39081,0.463209,0.09568,0.37961,0.071299,0.19048,0.42217,0.847429,-0.23409,0.37024,0.441549,-0.28758,0.33461,0.061969,-0.36381,0.46757,0.016459,-0.47011,0.46396,0.018459,-0.46721,0.30314,0.028549,-0.34484,0.5345,0.030979,0.25582,0.52917,0.032379,0.25391,0.34147,0.034989,0.18718,0.5162741,0.9206859,0.0735481,0.4965835,0.9190322,-0.295127,0.266509,0.9568605,-0.0311641,0.260037,0.9552413,-0.1758578,0.3745333,0.4743078,0.163566,0.4037579,0.4522576,0.0276943,0.3562243,0.0809969,0.2293281,0.4015298,0.0660344,0.1463251,0.5171286,0.0361268,0.2406894,0.4558703,0.0463884,0.2832588,0.3039232,0.0491074,0.1674686,0.3285726,0.4546258,-0.3505395,0.3970571,0.4412471,-0.2151052,0.297919,0.0667374,-0.3979802,0.3738344,0.0576534,-0.3233236,0.4600835,0.0208606,-0.4440486,0.2678113,0.0389201,-0.3194469,0.3840082,0.0282629,-0.4748241,0.3447219,1.4424095,0.0503344,0.2875166,1.4420577,-0.2787876,0.2137995,1.4414908,-0.1010419,0.4720247,0.714287,0.1434057,0.4252408,0.6233727,0.1766488,0.3354148,0.7224984,0.1500354,0.4279419,0.7015155,-0.3819059,0.3741623,0.6079899,-0.3941821,0.2823029,0.7090489,-0.3552395,0.3626902,0.3645327,0.1883931,0.3895111,0.2493846,0.228358,0.3162003,0.2557187,0.2113122,0.3130513,0.345351,-0.3695616,0.3321793,0.2304503,-0.4190115,0.2573528,0.2375621,-0.372727,0.3842783,0.8284775,-0.0023792,0.372217,0.8274342,-0.2251502,0.6685497,1.3089274,0.0339372,0.6320457,1.2129787,0.0387632,0.4912922,1.3468488,-0.1913788,0.5706771,1.3204867,-0.2273696,0.6009718,1.2505783,-0.352585,0.5626844,1.1583813,-0.3079965,0.5622169,1.348756,-0.1148028,0.6374528,1.2990627,-0.073221
84,1.3833333,0.32377,1.389069,-0.11386,0.35565,1.402589,0.04601,0.62421,1.291639,0.03677,0.53424,1.341319,-0.21377,0.31104,1.373469,-0.27547,0.5648,1.242149,-0.29008,0.59089,1.313539,-0.11808,0.42459,0.855639,-0.11203,0.43661,0.862419,0.00835,0.39071,0.464489,0.0962,0.37863,0.071819,0.18944,0.42258,0.849909,-0.23266,0.3713,0.442419,-0.28673,0.33543,0.063219,-0.36291,0.46544,0.016189,-0.47165,0.46195,0.018229,-0.46861,0.30413,0.029429,-0.3449,0.53547,0.031909,0.25659,0.53021,0.033329,0.25468,0.34097,0.035829,0.18513,0.5169406,0.9234132,0.0745206,0.497107,0.921687,-0.2941474,0.2670484,0.959859,-0.0301369,0.2605216,0.9582161,-0.1748288,0.3751152,0.477037,0.1645157,0.404273,0.4550564,0.0286009,0.3566598,0.0836995,0.2301025,0.4019337,0.0687681,0.1470751,0.5175246,0.0387686,0.2414589,0.4562431,0.0490608,0.2840094,0.3043489,0.0518585,0.1682251,0.3291396,0.4574785,-0.3494445,0.3976275,0.4440651,-0.2141328,0.2986918,0.0697159,-0.3968546,0.374592,0.0606497,-0.3223287,0.4607759,0.0237279,-0.443223,0.2686224,0.0419638,-0.3183239,0.3847218,0.0312105,-0.4738275,0.3460886,1.4452687,0.0513799,0.2885764,1.4450513,-0.2778146,0.2149308,1.4445867,-0.0999852,0.4725889,0.7170087,0.1443309,0.4258237,0.626089,0.177586,0.3359862,0.7252681,0.1510594,0.4283596,0.7043697,-0.3809124,0.3746466,0.6108469,-0.393131,0.2827641,0.7118736,-0.3540869,0.36321,0.3672706,0.1893119,0.3899806,0.2520873,0.2292177,0.316715,0.2584442,0.2121626,0.3136759,0.3482479,-0.3684171,0.3328444,0.2334342,-0.4178735,0.2580493,0.2404526,-0.3715585,0.3847653,0.8313159,-0.001369,0.3726159,0.8302302,-0.2241367,0.6693938,1.3114786,0.032958,0.6328138,1.2156242,0.0384876,0.4906947,1.3488829,-0.1913997,0.5700311,1.3220626,-0.2282101,0.5984499,1.2510796,-0.3516769,0.5597403,1.1592961,-0.3072191,0.5594587,1.3495955,-0.113163,0.6344585,1.2993787,-0.0710887
