Frame#,Time,Neck,,,RShoulder,,,RElbow,,,RWrist,,,LShoulder,,,LElbow,,,LWrist,,,midHip,,,RHip,,,RKnee,,,RAnkle,,,LHip,,,LKnee,,,LAnkle,,,LBigToe,,,LSmallToe,,,LHeel,,,RBigToe,,,RSmallToe,,,RHeel,,,r.ASIS_study,,,L.ASIS_study,,,r.PSIS_study,,,L.PSIS_study,,,r_knee_study,,,r_mknee_study,,,r_ankle_study,,,r_mankle_study,,,r_toe_study,,,r_5meta_study,,,r_calc_study,,,L_knee_study,,,L_mknee_study,,,L_ankle_study,,,L_mankle_study,,,L_toe_study,,,L_calc_study,,,L_5meta_study,,,r_shoulder_study,,,L_shoulder_study,,,C7_study,,,r_thigh1_study,,,r_thigh2_study,,,r_thigh3_study,,,L_thigh1_study,,,L_thigh2_study,,,L_thigh3_study,,,r_sh1_study,,,r_sh2_study,,,r_sh3_study,,,L_sh1_study,,,L_sh2_study,,,L_sh3_study,,,RHJC_study,,,LHJC_study,,,r_lelbow_study,,,r_melbow_study,,,r_lwrist_study,,,r_mwrist_study,,,L_lelbow_study,,,L_melbow_study,,,L_lwrist_study,,,L_mwrist_study,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53,X54,Y54,Z54,X55,Y55,Z55,X56,Y56,Z56,X57,Y57,Z57,X58,Y58,Z58,X59,Y59,Z59,X60,Y60,Z60,X61,Y61,Z61,X62,Y62,Z62,X63,Y63,Z63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2.45,0.44651,1.228649,-0.12808,0.47781,1.238969,0.03884,0.75473,1.206809,0.02021,0.6425,1.245839,-0.23931,0.43532,1.219169,-0.29619,0.70404,1.161869,-0.32876,0.75891,1.201589,-0.24263,0.29314,0.757339,-0.11646,0.30711,0.759759,0.0148,0.4966,0.475589,0.16315,0.38362,0.070349,0.19093,0.29315,0.756489,-0.2484,0.45666,0.456839,-0.40463,0.3389,0.059189,-0.36749,0.46518,0.016089,-0.47299,0.46253,0.018009,-0.4706,0.30168,0.030539,-0.3465,0.53307,0.027959,0.25767,0.52873,0.029149,0.25597,0.34508,0.037599,0.18473,0.3964122,0.8063189,0.0701238,0.375879,0.8119565,-0.3045293,0.1571842,0.8979927,-0.0330602,0.1495036,0.9004065,-0.1805121,0.467149,0.4893077,0.2216146,0.5101669,0.4635891,0.0982231,0.3617796,0.0761476,0.2414902,0.4130056,0.0584352,0.1589952,0.5231619,0.0299737,0.2458965,0.4533652,0.0416592,0.2882572,0.3035637,0.0471976,0.1717097,0.4199994,0.465048,-0.455006,0.487263,0.4552078,-0.3416832,0.3036416,0.05676,-0.4012041,0.3740291,0.0523448,-0.3324521,0.4537983,0.0121565,-0.4561965,0.2662746,0.0375869,-0.3141595,0.378789,0.0276929,-0.4782259,0.4979803,1.2739704,0.0292418,0.4481661,1.2723652,-0.3007081,0.3869235,1.3444143,-0.1265156,0.3887512,0.7295215,0.1484896,0.4087894,0.6378237,0.2000884,0.273083,0.6572421,0.1616155,0.3466812,0.7131035,-0.4000795,0.3610561,0.6169439,-0.4413314,0.2328793,0.6394425,-0.3798215,0.4460022,0.3594621,0.2406044,0.4441637,0.2344042,0.2659948,0.3634806,0.2615532,0.2474822,0.3924551,0.3337396,-0.4507996,0.3797722,0.2088387,-0.4612322,0.3098164,0.2365586,-0.4276295,0.2498018,0.7395444,-0.0026626,0.2373637,0.7432488,-0.2290146,0.764064,1.2500738,0.0020382,0.7626623,1.1531712,-0.0061246,0.5936498,1.2373543,-0.2188115,0.673984,1.225156,-0.2397574,0.6889603,1.1786178,-0.3839439,0.6719935,1.0961536,-0.3480088,0.7490242,1.2136728,-0.2193817,0.8118374,1.1683241,-0.2125888
149,2.4666667,0.4467,1.217959,-0.12891,0.47229,1.229379,0.03582,0.75615,1.199339,0.02036,0.64519,1.237409,-0.23887,0.44062,1.207659,-0.29464,0.6853,1.155539,-0.34347,0.76879,1.191339,-0.23414,0.28921,0.749409,-0.11261,0.30464,0.751009,0.01768,0.4979,0.474129,0.16594,0.38373,0.071199,0.19281,0.28816,0.749099,-0.24397,0.45961,0.458979,-0.40578,0.34049,0.060159,-0.36606,0.46667,0.015439,-0.4732,0.46435,0.017409,-0.47088,0.30279,0.032199,-0.34443,0.53049,0.028689,0.25775,0.52605,0.029839,0.2561,0.34447,0.038569,0.18785,0.3936006,0.7980055,0.0739651,0.3717238,0.8038417,-0.3015915,0.1538215,0.8907822,-0.0289208,0.1455927,0.8932958,-0.1767405,0.472173,0.4891772,0.2279384,0.5153845,0.46364,0.1044222,0.3629947,0.0768457,0.2440494,0.4142716,0.0592387,0.1611055,0.5238825,0.0313641,0.2472333,0.4541524,0.0417971,0.2901044,0.3049081,0.0478262,0.1738836,0.4235765,0.4659516,-0.4563702,0.4913078,0.4563775,-0.3437179,0.3056684,0.0579902,-0.399556,0.3763091,0.0538424,-0.3309955,0.4555312,0.0138599,-0.4548086,0.2689051,0.038982,-0.3120233,0.380421,0.0287313,-0.4766545,0.5019731,1.26238,0.0309503,0.4528802,1.2598364,-0.2983548,0.3920226,1.3342061,-0.1247581,0.3861669,0.7269347,0.1525923,0.4092039,0.6360925,0.2051256,0.2726745,0.6513285,0.1669416,0.3428048,0.7111822,-0.3971642,0.3600851,0.6160017,-0.4399612,0.2312804,0.6338771,-0.3774687,0.4503717,0.3589502,0.2461626,0.4471394,0.233889,0.2704454,0.3668084,0.2620038,0.2520285,0.3958057,0.3341183,-0.4516397,0.3821782,0.2090429,-0.4609401,0.3130179,0.2377378,-0.42758,0.2460788,0.7317026,0.0016782,0.2328452,0.7355575,-0.2252167,0.7671336,1.2438895,0.0041435,0.7669271,1.1470147,-0.0035477,0.5972304,1.2301331,-0.2178613,0.6780327,1.2173397,-0.238207,0.6896851,1.173621,-0.3899822,0.673676,1.0888243,-0.3544423,0.7470511,1.2074743,-0.2164841,0.8115551,1.1622261,-0.2100607
150,2.4833333,0.45049,1.204819,-0.12917,0.48038,1.215159,0.0327,0.76089,1.188519,0.01779,0.64712,1.226239,-0.23987,0.43992,1.195999,-0.29218,0.68707,1.145409,-0.33938,0.76976,1.181409,-0.22707,0.28513,0.740979,-0.1113,0.30262,0.742119,0.01914,0.50059,0.473649,0.17003,0.38269,0.068629,0.19287,0.28222,0.741529,-0.24287,0.46145,0.456989,-0.40631,0.33881,0.059019,-0.36576,0.4657,0.014989,-0.47193,0.46333,0.016869,-0.46969,0.30078,0.030949,-0.34467,0.53343,0.029709,0.25734,0.52892,0.030689,0.25577,0.34223,0.035369,0.18784,0.3912029,0.7889729,0.0748397,0.3669578,0.7950179,-0.3010999,0.1508647,0.8833913,-0.0269623,0.1417016,0.8860076,-0.1749442,0.4765791,0.4879756,0.2313097,0.5198386,0.4627182,0.1075856,0.3632856,0.0764492,0.2438801,0.4146265,0.0590229,0.1604112,0.5244961,0.0321565,0.2459548,0.4545433,0.0412093,0.2894042,0.3050013,0.0470931,0.1732964,0.4263898,0.4663782,-0.4598438,0.494476,0.4569321,-0.3479212,0.3065047,0.0588474,-0.3999866,0.3772035,0.0548264,-0.3316344,0.4561874,0.0148673,-0.4552184,0.2700737,0.0400005,-0.3121263,0.3811211,0.0292462,-0.4768731,0.5069684,1.2497022,0.0297245,0.4571793,1.2466124,-0.2982431,0.3975932,1.3232787,-0.1250443,0.3836217,0.7234464,0.1538767,0.4094232,0.6333763,0.2073048,0.2722635,0.6447639,0.1696257,0.338556,0.7086415,-0.3963406,0.3586179,0.6145222,-0.4406938,0.2291746,0.6280453,-0.3773095,0.453971,0.3573588,0.2488648,0.4493049,0.2322827,0.2720748,0.3693104,0.2613546,0.2537988,0.3983555,0.3340235,-0.4546191,0.3836796,0.2087409,-0.4628028,0.3152536,0.2386244,-0.4296022,0.2425111,0.7234727,0.0034261,0.2278624,0.7274847,-0.223703,0.7705146,1.2349638,0.0035798,0.7716459,1.1386044,-0.0042192,0.6002388,1.2204131,-0.2191963,0.6814858,1.2070738,-0.2396123,0.6903122,1.1673843,-0.3943612,0.6755149,1.0805771,-0.360066,0.7452163,1.1992193,-0.2130845,0.8109462,1.154569,-0.2065872
151,2.5,0.45028,1.195509,-0.12997,0.47949,1.207739,0.03015,0.76282,1.181699,0.01739,0.64489,1.216369,-0.23891,0.4399,1.185449,-0.29129,0.68046,1.136949,-0.33443,0.77635,1.171029,-0.22758,0.28209,0.729309,-0.11124,0.29926,0.730549,0.01895,0.50302,0.472709,0.17281,0.3826,0.070359,0.19152,0.27971,0.729569,-0.24272,0.46044,0.453489,-0.40958,0.33882,0.057579,-0.36662,0.46772,0.015369,-0.47365,0.4655,0.017429,-0.47145,0.30069,0.031079,-0.34465,0.53445,0.028009,0.257,0.53017,0.029069,0.25546,0.34203,0.036859,0.18519,0.3893646,0.7770471,0.0743336,0.3633049,0.7832353,-0.3017333,0.1485438,0.8723535,-0.0266605,0.138665,0.8750494,-0.1747158,0.4813794,0.4844701,0.233926,0.5248129,0.4594391,0.1100855,0.3640468,0.0741382,0.2426464,0.4154959,0.0568815,0.1588409,0.5255606,0.0305202,0.2440678,0.4552932,0.038295,0.2879235,0.305593,0.044811,0.171626,0.4290031,0.4636475,-0.4641747,0.4976306,0.4544512,-0.3530842,0.3075719,0.056759,-0.4018729,0.3784122,0.0528988,-0.3338862,0.4573712,0.0133748,-0.4571008,0.2715236,0.0378986,-0.3137263,0.3821349,0.0270285,-0.4785607,0.5104038,1.2356874,0.0266405,0.4604263,1.2319774,-0.2993804,0.401771,1.3101241,-0.1271299,0.3814928,0.7169458,0.1542541,0.4100158,0.6279396,0.2086229,0.2725807,0.6352212,0.1710607,0.334708,0.7023321,-0.3966381,0.3572687,0.6095029,-0.4424171,0.2277736,0.6188949,-0.3781325,0.457959,0.3535832,0.2507091,0.4518025,0.2285987,0.2727796,0.3722756,0.2586672,0.2545543,0.4007843,0.3309628,-0.4585408,0.3850979,0.2055441,-0.465769,0.3176179,0.2364129,-0.4327286,0.2398972,0.7118635,0.0038319,0.2241665,0.7159838,-0.2233788,0.7732263,1.2252768,0.0024237,0.7753596,1.1295177,-0.0056511,0.6020831,1.2092939,-0.220432,0.6829562,1.1957214,-0.2401794,0.6888809,1.1592575,-0.3953641,0.674663,1.0711911,-0.3628476,0.7492097,1.1879282,-0.2101247,0.8147795,1.1434565,-0.2054066
152,2.5166667,0.45484,1.184649,-0.12962,0.48519,1.198259,0.03551,0.76201,1.170889,0.01844,0.6463,1.204779,-0.23674,0.44403,1.172389,-0.29598,0.69429,1.124249,-0.31385,0.77685,1.156569,-0.24098,0.28026,0.718889,-0.11034,0.29659,0.721649,0.02035,0.50358,0.473789,0.17414,0.38203,0.068289,0.19184,0.27865,0.718109,-0.24218,0.46311,0.455549,-0.41098,0.33813,0.055929,-0.36678,0.46697,0.014689,-0.47407,0.46484,0.016559,-0.47194,0.3021,0.028309,-0.34451,0.53152,0.028239,0.25799,0.5273,0.029289,0.25638,0.34315,0.036289,0.18513,0.3887269,0.7663235,0.0750083,0.3612031,0.772218,-0.3015981,0.1477047,0.8628713,-0.0258186,0.1372426,0.8654839,-0.1740993,0.4855732,0.4827134,0.2370051,0.5293492,0.4577204,0.1133497,0.3640215,0.0731137,0.2421539,0.4156984,0.0558786,0.1582949,0.5256374,0.0301126,0.2436137,0.4549435,0.0372102,0.28746,0.3055955,0.0436929,0.1706333,0.4320167,0.4625577,-0.4670063,0.5007902,0.4534592,-0.3567123,0.3087245,0.0561467,-0.4022884,0.3793924,0.0522393,-0.334604,0.4583572,0.0130563,-0.4574206,0.2729099,0.03722,-0.313949,0.3832099,0.0263731,-0.4786291,0.5152042,1.2232873,0.025601,0.4653807,1.218534,-0.3000323,0.407226,1.2984867,-0.1280797,0.3797515,0.7120119,0.1550631,0.4105756,0.6241913,0.2103191,0.273272,0.6274189,0.1730287,0.3320461,0.6972383,-0.3959081,0.3568563,0.6058926,-0.4429433,0.2276088,0.6112964,-0.3780993,0.4612445,0.3514372,0.253127,0.4534694,0.2264332,0.2741483,0.3745249,0.2575165,0.2558089,0.4035718,0.3294886,-0.4609351,0.3868466,0.2038006,-0.4671397,0.3202301,0.2358896,-0.4344265,0.2383341,0.7017753,0.0051186,0.221724,0.7057367,-0.2224172,0.7754881,1.2158101,0.0038608,0.777663,1.1204385,-0.0055717,0.6042757,1.1987567,-0.2190603,0.6844873,1.186088,-0.2378876,0.6913936,1.1481386,-0.3882601,0.6767121,1.0624442,-0.356528,0.755839,1.1751561,-0.2109776,0.8197517,1.1325435,-0.207182
153,2.5333333,0.44758,1.175679,-0.13145,0.47587,1.188519,0.02532,0.76216,1.161799,0.01773,0.64871,1.194559,-0.23747,0.43688,1.164819,-0.28927,0.67208,1.114719,-0.28154,0.79626,1.143219,-0.2526,0.27737,0.712279,-0.10686,0.29421,0.714949,0.02331,0.50836,0.475279,0.17502,0.38326,0.067609,0.19348,0.27592,0.711939,-0.23849,0.46653,0.457569,-0.41185,0.34002,0.058409,-0.36713,0.4672,0.014269,-0.4746,0.46519,0.016229,-0.47251,0.30191,0.029429,-0.34473,0.53092,0.028669,0.2605,0.52676,0.029779,0.25885,0.34414,0.037009,0.1846,0.3867585,0.7600498,0.0777124,0.3576982,0.765128,-0.2985853,0.1453539,0.8564541,-0.0226818,0.1342821,0.8587625,-0.1708713,0.4884724,0.4842319,0.241867,0.5322067,0.4592067,0.1181418,0.3630174,0.0749176,0.2441655,0.4146331,0.0575816,0.1600927,0.5243312,0.0321647,0.2455692,0.453476,0.0385479,0.2895883,0.3045959,0.0454205,0.1721535,0.4335822,0.4649969,-0.467435,0.5028103,0.4559517,-0.3578406,0.3087488,0.0583313,-0.4014007,0.3795129,0.0544616,-0.3339615,0.4583205,0.0149913,-0.4566319,0.27331,0.0396035,-0.3128192,0.3831445,0.0281418,-0.4777834,0.515653,1.2158485,0.0249498,0.4655841,1.2098349,-0.2985374,0.4081665,1.2909575,-0.1277022,0.3770613,0.7103842,0.1583848,0.4101219,0.6237516,0.214274,0.2731878,0.6233487,0.1772867,0.3280166,0.6956427,-0.3925702,0.3550123,0.6058016,-0.4409525,0.2261014,0.607178,-0.3754043,0.4633364,0.3524799,0.2574841,0.454088,0.2272495,0.2776958,0.3757143,0.25949,0.259269,0.4049943,0.3314405,-0.4612872,0.3873305,0.205442,-0.4668845,0.3215267,0.2383297,-0.4343433,0.2358458,0.6954338,0.0087776,0.2183139,0.6989216,-0.2185734,0.7752183,1.2108408,0.0044923,0.7763207,1.1143576,-0.0052642,0.6063212,1.1915926,-0.2179762,0.6856931,1.1795599,-0.2335004,0.6828685,1.1379916,-0.3670148,0.6656603,1.0583241,-0.3364865,0.7735251,1.1618006,-0.2154713,0.8319372,1.119572,-0.2173265
154,2.55,0.45195,1.162929,-0.13037,0.47982,1.174039,0.02837,0.76501,1.150149,0.01741,0.65202,1.183359,-0.23922,0.44226,1.153389,-0.29014,0.64622,1.099029,-0.27323,0.77573,1.133049,-0.28075,0.27309,0.705669,-0.1065,0.28994,0.707429,0.02335,0.50985,0.473129,0.17786,0.38367,0.069589,0.19247,0.27113,0.706319,-0.23772,0.46772,0.455419,-0.41389,0.3403,0.059559,-0.36772,0.46537,0.014719,-0.47342,0.46296,0.016649,-0.47109,0.30309,0.031039,-0.34456,0.53248,0.029949,0.25842,0.5283,0.031119,0.25675,0.34362,0.038429,0.18447,0.383251,0.7531179,0.077694,0.3532086,0.7581433,-0.2983473,0.1420385,0.8504348,-0.0226055,0.130598,0.8527226,-0.1707113,0.4901613,0.4852141,0.243383,0.5340014,0.4604462,0.119596,0.3614819,0.0763953,0.2429938,0.4131868,0.0592685,0.1587866,0.5228683,0.0341389,0.2444154,0.4518383,0.0400128,0.2885594,0.3029721,0.0468786,0.1703973,0.4341892,0.4665144,-0.4702927,0.5034383,0.4574485,-0.3611031,0.3076622,0.060375,-0.4024204,0.3782,0.0564151,-0.3350773,0.4566831,0.016418,-0.4573568,0.2724261,0.0419792,-0.3137462,0.3816693,0.0296128,-0.478475,0.5157831,1.206711,0.0228525,0.4665591,1.2001977,-0.2989938,0.4094844,1.2825243,-0.1291535,0.3730723,0.7084634,0.1582052,0.4083842,0.6228696,0.2147949,0.2714908,0.6187831,0.1783122,0.3236317,0.6938466,-0.3920739,0.3526373,0.6052481,-0.4417134,0.2236312,0.6030811,-0.3759563,0.464375,0.3530747,0.2585604,0.4538881,0.2278259,0.2780219,0.3759775,0.2608291,0.2594377,0.4053982,0.3326487,-0.4638809,0.3868706,0.2064649,-0.468714,0.3216831,0.2404037,-0.4364141,0.2317723,0.6890213,0.0091685,0.2136501,0.6924887,-0.218031,0.7735859,1.2013729,0.0007881,0.7731265,1.1044075,-0.0096648,0.6068473,1.1809005,-0.2201076,0.6849808,1.1703455,-0.2336972,0.661739,1.1197487,-0.349656,0.6439103,1.0509098,-0.3171686,0.7786894,1.1491848,-0.2363244,0.8298171,1.1079442,-0.2406312
155,2.5666667,0.45309,1.152899,-0.12945,0.47976,1.166519,0.02674,0.76794,1.137419,0.01877,0.64285,1.174809,-0.23834,0.44412,1.142119,-0.28672,0.64145,1.090469,-0.30003,0.80567,1.117129,-0.28291,0.26481,0.693849,-0.10456,0.28031,0.697219,0.02388,0.51162,0.471139,0.17909,0.38469,0.070329,0.19113,0.26367,0.692239,-0.23444,0.46853,0.454869,-0.41358,0.33793,0.057249,-0.36581,0.46364,0.015039,-0.4734,0.46163,0.016789,-0.47128,0.3021,0.028919,-0.3421,0.53131,0.029999,0.25903,0.52766,0.031119,0.25753,0.34605,0.040359,0.18255,0.3754458,0.7411568,0.0790352,0.3448847,0.7459368,-0.296216,0.1346139,0.8393468,-0.021316,0.1229666,0.8415531,-0.1691424,0.4893533,0.4825152,0.2462614,0.5332629,0.4581097,0.1224016,0.3590396,0.0743638,0.2429175,0.4107415,0.0576014,0.158615,0.519915,0.0326796,0.2442955,0.4489296,0.0377119,0.2886133,0.3007304,0.0450013,0.1697994,0.4317773,0.4636305,-0.4710308,0.5014054,0.4546875,-0.3620125,0.3041719,0.0577257,-0.4016955,0.37482,0.0538646,-0.3343468,0.4526883,0.01408,-0.4566557,0.2693361,0.039399,-0.3126933,0.3776156,0.026966,-0.4777947,0.5122549,1.192942,0.0216351,0.4641669,1.1859866,-0.2980808,0.4073817,1.2695121,-0.1296545,0.3651272,0.7022295,0.159636,0.4032854,0.6178959,0.2168245,0.2663538,0.6093898,0.1806532,0.3153791,0.687272,-0.3895841,0.3466684,0.6000309,-0.4404728,0.2173905,0.5938294,-0.3748952,0.4634554,0.3500801,0.2608002,0.4521681,0.2249481,0.2794397,0.3747394,0.2584484,0.2608252,0.402956,0.3295097,-0.464463,0.3837547,0.2032285,-0.4686637,0.3190686,0.2377081,-0.4365812,0.2235856,0.6774216,0.0109435,0.2051596,0.6807546,-0.2157819,0.7706202,1.188596,-0.0020266,0.7692269,1.09055,-0.0113976,0.6017936,1.1677375,-0.2208825,0.6787341,1.1569337,-0.2345656,0.6431223,1.1031769,-0.3426082,0.6256818,1.0413403,-0.3106257,0.7920062,1.1314937,-0.2522275,0.8361644,1.0891121,-0.2605077
156,2.5833333,0.45142,1.144709,-0.13264,0.4758,1.157779,0.01902,0.76873,1.128799,0.02036,0.64864,1.163419,-0.23276,0.44344,1.134159,-0.28519,0.68666,1.089929,-0.30357,0.79505,1.114899,-0.28471,0.26321,0.687709,-0.10456,0.27849,0.690339,0.02365,0.51071,0.469459,0.18032,0.38233,0.068519,0.19294,0.26245,0.686929,-0.23416,0.46809,0.453159,-0.41488,0.33957,0.056759,-0.36627,0.46637,0.014959,-0.47537,0.46464,0.016969,-0.47335,0.3032,0.030039,-0.34175,0.53245,0.028369,0.25866,0.52849,0.029409,0.25719,0.34426,0.038089,0.18513,0.3742212,0.7348063,0.0783608,0.3432999,0.739207,-0.2959841,0.1341479,0.834251,-0.0220498,0.1223553,0.8363348,-0.169541,0.4927363,0.4830363,0.2467006,0.5365365,0.4587052,0.1227708,0.3611388,0.0754054,0.2422521,0.4127095,0.0587291,0.1578027,0.5221443,0.0337507,0.2432017,0.4511021,0.0384145,0.2877977,0.302785,0.0460635,0.1689794,0.4345418,0.4647883,-0.4733743,0.5041974,0.4560944,-0.3648927,0.3070191,0.0595369,-0.4027486,0.3775549,0.0558567,-0.3356288,0.4552532,0.0158193,-0.4581855,0.2725269,0.0413951,-0.3135765,0.3802618,0.0286315,-0.4790474,0.5143172,1.1847093,0.0182835,0.4675811,1.1773637,-0.2989587,0.4109156,1.2621048,-0.1321255,0.3637856,0.7001178,0.1588445,0.403841,0.6167794,0.2165443,0.2669862,0.6053689,0.1808995,0.313768,0.6851923,-0.3892311,0.3468033,0.599118,-0.4411068,0.2175341,0.5897364,-0.3752498,0.4667176,0.3504858,0.2611483,0.4548194,0.2254519,0.2794519,0.3777793,0.2592958,0.2607862,0.405903,0.3305522,-0.4667056,0.3864217,0.2042727,-0.4703573,0.3222673,0.2392761,-0.4383531,0.2220588,0.6716223,0.010748,0.2034208,0.674737,-0.2154369,0.7724223,1.1805149,-0.0004822,0.7707508,1.0825286,-0.0107212,0.6029685,1.1591994,-0.2190131,0.6791828,1.1500856,-0.2336411,0.6492778,1.0965074,-0.3411409,0.6343216,1.0407724,-0.3091647,0.8013431,1.1248057,-0.2640361,0.8426486,1.0850684,-0.2710285
157,2.6,0.45569,1.131799,-0.12824,0.48325,1.145629,0.02597,0.77267,1.116949,0.02035,0.64763,1.152849,-0.23779,0.44546,1.121869,-0.28366,0.64139,1.070509,-0.29626,0.79237,1.105709,-0.27302,0.25953,0.677789,-0.10279,0.27467,0.681889,0.02473,0.51196,0.470169,0.18176,0.38397,0.069589,0.19121,0.25917,0.675749,-0.23182,0.46968,0.452279,-0.41748,0.33859,0.055909,-0.36697,0.46494,0.014019,-0.47546,0.46311,0.015819,-0.47346,0.30219,0.027969,-0.34156,0.53263,0.029299,0.25834,0.52931,0.030449,0.25698,0.34517,0.038789,0.18172,0.3708317,0.72473,0.0795574,0.3397134,0.7287051,-0.2938911,0.1313548,0.8251915,-0.0210662,0.1194955,0.8270971,-0.1682207,0.4946439,0.4807434,0.2489785,0.5384415,0.4567013,0.1251082,0.3616726,0.0740164,0.2422393,0.4132041,0.0576417,0.1578179,0.5226647,0.0329197,0.2432516,0.4515945,0.0370458,0.287881,0.3032279,0.0447425,0.1685866,0.4352927,0.4628119,-0.4737881,0.505202,0.4542349,-0.3655836,0.307093,0.0579987,-0.401925,0.3776712,0.0543544,-0.3349173,0.455123,0.0143302,-0.4574811,0.272838,0.0399371,-0.3125526,0.3799685,0.0270339,-0.4782459,0.515366,1.1723843,0.0180349,0.4696901,1.1655403,-0.2971107,0.4134127,1.2508846,-0.1315611,0.3601189,0.6947385,0.1598089,0.4024063,0.6125098,0.2180437,0.2657202,0.5976173,0.1828204,0.3099668,0.6796185,-0.386857,0.3447927,0.5948829,-0.4397948,0.2155041,0.5821831,-0.3740702,0.4685117,0.3480686,0.2629408,0.4559719,0.2232397,0.2805797,0.3792911,0.257503,0.2618768,0.4066518,0.3284918,-0.4669902,0.3866721,0.2021661,-0.4701071,0.3229928,0.2376309,-0.4382687,0.2183933,0.6620312,0.012279,0.199639,0.6648979,-0.2133649,0.7740965,1.1680966,-0.0003522,0.7716346,1.0704038,-0.0094505,0.603359,1.1467865,-0.217447,0.6790855,1.1379157,-0.2324238,0.6410014,1.0835829,-0.3388852,0.6282487,1.0301413,-0.3051095,0.802551,1.1170539,-0.2671453,0.8424097,1.0764641,-0.2734083
158,2.6166667,0.45605,1.123639,-0.13007,0.48257,1.138019,0.02337,0.77305,1.106769,0.02089,0.65215,1.141189,-0.23455,0.4461,1.111409,-0.28448,0.675,1.067509,-0.30596,0.78212,1.098559,-0.26019,0.25533,0.673709,-0.10278,0.26989,0.677649,0.02504,0.51513,0.469379,0.18409,0.38376,0.069559,0.19258,0.25541,0.672409,-0.23217,0.4705,0.453789,-0.41816,0.33871,0.054669,-0.36733,0.46557,0.014669,-0.47478,0.46371,0.016629,-0.47278,0.30292,0.027349,-0.34254,0.53026,0.029459,0.25822,0.52642,0.030549,0.25675,0.34639,0.039069,0.18293,0.3667979,0.7204265,0.0789949,0.3355214,0.7239357,-0.2935426,0.1282522,0.8218691,-0.0217426,0.1163191,0.8236088,-0.1685543,0.4951556,0.4832052,0.2493425,0.5390188,0.4593534,0.1256735,0.3612667,0.0765358,0.2413164,0.412759,0.0603774,0.1569681,0.5218752,0.0353469,0.2421976,0.4508008,0.0390854,0.2868632,0.3029693,0.0474007,0.1674773,0.4353164,0.4652184,-0.4754888,0.5051896,0.4568796,-0.3676815,0.3071052,0.0605724,-0.4025271,0.3775175,0.0570999,-0.3356041,0.4548325,0.0170174,-0.4579872,0.2729819,0.0425351,-0.3131415,0.3797934,0.0296879,-0.4787113,0.5161369,1.1656379,0.0160545,0.471161,1.158283,-0.2976507,0.4153145,1.2449722,-0.1329989,0.3558376,0.6947433,0.1590027,0.4000325,0.6134086,0.2176709,0.2635577,0.5955045,0.1827741,0.3057674,0.6792753,-0.3861885,0.3422878,0.5955188,-0.4400089,0.2131328,0.5798784,-0.3743836,0.4690355,0.3502904,0.2631596,0.4559276,0.2254784,0.2804374,0.3796664,0.2599243,0.261578,0.4069115,0.3307295,-0.4686116,0.3866968,0.2043588,-0.4711668,0.3233481,0.2400925,-0.4395873,0.2142566,0.658335,0.0120463,0.1954096,0.6609246,-0.2130491,0.7753733,1.1593892,0.0010752,0.772617,1.0625001,-0.0074906,0.6031154,1.1382121,-0.215667,0.6789261,1.1291902,-0.2322938,0.6464424,1.0778493,-0.3422865,0.634842,1.0243716,-0.3079636,0.7975345,1.1130198,-0.260563,0.8393661,1.0728147,-0.2642522
