Testing	// User ID
7-2-2025	// Evaluation date
KJ_Walk_BW2	6-2-2025	11:56:47:935	// Source file name and timestamp
100.000	// Sampling rate
4.000	// Data capture period



Sample #	Right_Foot_COM_X	Right_Foot_COM_Y	RightAnklePosX	RightAnklePosY	RightKnee.Pos.X	RightKneePosY	RightHip_PosX	RightHipPosY	ThoraxCOMPosY	ThoraxCOMPosX	GRF_MoundY	
61	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.108806	
62	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.701964	
63	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.290375	
64	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.136692	
65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.395875	
66	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.359845	
67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.113211	
68	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.518926	
69	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.377919	
70	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.168131	
71	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.479659	
72	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.336479	
73	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.388721	
74	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.668581	
75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.704920	
76	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.359435	
77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.513462	
78	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.362770	
79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.094314	
80	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.101482	
81	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.728979	
82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.082024	
